,date,race,age,confirmed_cases_total,confirmed_cases_percent,deaths_total,deaths_percent,population_percent
419,2021-06-09,other,35-49,14510,0.021,69,0.021,0.021
420,2021-06-09,other,50-64,11981,0.022,196,0.016,0.017
421,2021-06-09,other,65-79,5083,0.021,414,0.02,0.015
422,2021-06-09,other,80+,1739,0.02,412,0.017,0.013
423,2021-06-09,other,all,61625,0.02,1108,0.018,0.027
424,2021-06-09,white,0-17,52669,0.131,5,0.217,0.292
425,2021-06-09,white,18+,551107,0.214,19307,0.313,0.388
426,2021-06-09,white,18-34,171968,0.175,88,0.104,0.302
427,2021-06-09,white,35-49,125076,0.177,336,0.102,0.325
428,2021-06-09,white,50-64,134672,0.238,2106,0.172,0.43
429,2021-06-09,white,65-79,79208,0.339,6084,0.288,0.54
430,2021-06-09,white,80+,40183,0.455,10693,0.443,0.5720000000000001
431,2021-06-09,white,all,604077,0.203,19317,0.313,0.366
432,2021-06-02,asian,0-17,20124,0.05,4,0.173,0.13
433,2021-06-02,asian,18+,201561,0.079,7720,0.126,0.165
434,2021-06-02,asian,18-34,66743,0.068,60,0.071,0.151
435,2021-06-02,asian,35-49,48561,0.069,205,0.063,0.175
436,2021-06-02,asian,50-64,48008,0.085,1068,0.088,0.167
437,2021-06-02,asian,65-79,23676,0.102,2484,0.118,0.172
438,2021-06-02,asian,80+,10320,0.117,3877,0.162,0.172
439,2021-06-02,asian,all,221764,0.075,7724,0.126,0.157
440,2021-06-02,black,0-17,13403,0.033,2,0.087,0.054
441,2021-06-02,black,18+,113693,0.044,3895,0.064,0.061
442,2021-06-02,black,18-34,40382,0.041,74,0.088,0.065
443,2021-06-02,black,35-49,28110,0.04,196,0.06,0.059
444,2021-06-02,black,50-64,27725,0.049,812,0.067,0.064
445,2021-06-02,black,65-79,12830,0.055,1448,0.069,0.055
446,2021-06-02,black,80+,4646,0.053,1365,0.057,0.048
447,2021-06-02,black,all,127164,0.043,3897,0.064,0.06
448,2021-06-02,cdph-other,0-17,44393,0.111,1,0.043,0.0
449,2021-06-02,cdph-other,18+,243426,0.095,844,0.014,0.0
450,2021-06-02,cdph-other,18-34,101203,0.103,19,0.023,0.0
451,2021-06-02,cdph-other,35-49,68962,0.098,53,0.016,0.0
452,2021-06-02,cdph-other,50-64,50187,0.089,158,0.013,0.0
453,2021-06-02,cdph-other,65-79,17211,0.074,304,0.014,0.0
454,2021-06-02,cdph-other,80+,5863,0.067,310,0.013,0.0
455,2021-06-02,cdph-other,all,287944,0.097,845,0.014,0.0
456,2021-06-02,latino,0-17,262166,0.654,10,0.435,0.479
457,2021-06-02,latino,18+,1407549,0.548,28457,0.465,0.363
458,2021-06-02,latino,18-34,579534,0.592,591,0.7010000000000001,0.45
459,2021-06-02,latino,35-49,414039,0.589,2389,0.731,0.415
460,2021-06-02,latino,50-64,292891,0.518,7791,0.642,0.322
461,2021-06-02,latino,65-79,95595,0.41,10313,0.491,0.218
462,2021-06-02,latino,80+,25489,0.289,7373,0.308,0.196
463,2021-06-02,latino,all,1670273,0.562,28468,0.465,0.389
464,2021-06-02,other,0-17,8159,0.02,1,0.043,0.044
465,2021-06-02,other,18+,53210,0.02,1107,0.018,0.022
466,2021-06-02,other,18-34,20011,0.02,15,0.018,0.032
467,2021-06-02,other,35-49,14441,0.021,68,0.02,0.021
468,2021-06-02,other,50-64,11952,0.022,202,0.017,0.017
469,2021-06-02,other,65-79,5077,0.021,412,0.02,0.015
470,2021-06-02,other,80+,1729,0.02,410,0.017,0.013
471,2021-06-02,other,all,61385,0.02,1108,0.018,0.027
472,2021-06-02,white,0-17,52413,0.131,5,0.217,0.292
473,2021-06-02,white,18+,549419,0.214,19176,0.313,0.388
474,2021-06-02,white,18-34,171430,0.175,84,0.1,0.302
475,2021-06-02,white,35-49,124631,0.177,333,0.102,0.325
476,2021-06-02,white,50-64,134288,0.238,2111,0.174,0.43
477,2021-06-02,white,65-79,78991,0.338,6038,0.288,0.54
478,2021-06-02,white,80+,40079,0.455,10610,0.443,0.5720000000000001
479,2021-06-02,white,all,602132,0.203,19186,0.313,0.366
480,2021-05-26,asian,0-17,20048,0.05,4,0.173,0.13
481,2021-05-26,asian,18+,200990,0.079,7677,0.126,0.165
482,2021-05-26,asian,18-34,66555,0.068,60,0.071,0.151
483,2021-05-26,asian,35-49,48449,0.069,203,0.062,0.175
484,2021-05-26,asian,50-64,47872,0.085,1062,0.088,0.167
485,2021-05-26,asian,65-79,23599,0.102,2469,0.118,0.172
486,2021-05-26,asian,80+,10282,0.117,3859,0.162,0.172
487,2021-05-26,asian,all,221117,0.075,7681,0.126,0.157
488,2021-05-26,black,0-17,13283,0.033,2,0.087,0.054
489,2021-05-26,black,18+,112893,0.044,3872,0.064,0.061
490,2021-05-26,black,18-34,40123,0.041,74,0.088,0.065
491,2021-05-26,black,35-49,27934,0.04,197,0.06,0.059
492,2021-05-26,black,50-64,27517,0.049,806,0.067,0.064
493,2021-05-26,black,65-79,12716,0.055,1438,0.069,0.055
494,2021-05-26,black,80+,4603,0.052,1357,0.057,0.048
495,2021-05-26,black,all,126245,0.043,3874,0.064,0.06
496,2021-05-26,cdph-other,0-17,45582,0.114,1,0.043,0.0
497,2021-05-26,cdph-other,18+,248068,0.097,839,0.014,0.0
498,2021-05-26,cdph-other,18-34,103153,0.106,16,0.019,0.0
499,2021-05-26,cdph-other,35-49,70481,0.101,54,0.017,0.0
500,2021-05-26,cdph-other,50-64,51113,0.091,156,0.013,0.0
501,2021-05-26,cdph-other,65-79,17438,0.075,305,0.015,0.0
502,2021-05-26,cdph-other,80+,5883,0.067,308,0.013,0.0
503,2021-05-26,cdph-other,all,293774,0.099,840,0.014,0.0
504,2021-05-26,latino,0-17,258981,0.649,10,0.435,0.479
505,2021-05-26,latino,18+,1394476,0.545,28366,0.465,0.363
506,2021-05-26,latino,18-34,574142,0.588,591,0.704,0.45
507,2021-05-26,latino,35-49,410090,0.585,2381,0.731,0.415
508,2021-05-26,latino,50-64,290264,0.516,7762,0.642,0.322
509,2021-05-26,latino,65-79,94676,0.407,10279,0.492,0.218
510,2021-05-26,latino,80+,25304,0.288,7353,0.308,0.196
511,2021-05-26,latino,all,1654013,0.559,28377,0.465,0.389
512,2021-05-26,other,0-17,8389,0.021,1,0.043,0.044
513,2021-05-26,other,18+,53875,0.021,1097,0.018,0.022
514,2021-05-26,other,18-34,20321,0.021,15,0.018,0.032
515,2021-05-26,other,35-49,14655,0.021,68,0.021,0.021
516,2021-05-26,other,50-64,12081,0.022,199,0.017,0.017
517,2021-05-26,other,65-79,5087,0.021,406,0.019,0.015
518,2021-05-26,other,80+,1731,0.02,409,0.017,0.013
519,2021-05-26,other,all,62281,0.021,1098,0.018,0.027
520,2021-05-26,white,0-17,52574,0.132,5,0.217,0.292
521,2021-05-26,white,18+,549059,0.215,19120,0.314,0.388
522,2021-05-26,white,18-34,171385,0.176,84,0.1,0.302
523,2021-05-26,white,35-49,124701,0.178,330,0.101,0.325
524,2021-05-26,white,50-64,134166,0.238,2104,0.174,0.43
525,2021-05-26,white,65-79,78850,0.339,6012,0.288,0.54
526,2021-05-26,white,80+,39957,0.455,10590,0.444,0.5720000000000001
527,2021-05-26,white,all,601934,0.203,19130,0.314,0.366
528,2021-05-19,asian,0-17,19929,0.05,4,0.173,0.13
529,2021-05-19,asian,18+,200431,0.079,7660,0.126,0.165
530,2021-05-19,asian,18-34,66330,0.068,59,0.071,0.151
531,2021-05-19,asian,35-49,48292,0.069,199,0.062,0.175
532,2021-05-19,asian,50-64,47765,0.085,1060,0.088,0.167
533,2021-05-19,asian,65-79,23561,0.102,2466,0.118,0.172
534,2021-05-19,asian,80+,10269,0.117,3852,0.162,0.172
535,2021-05-19,asian,all,220440,0.075,7664,0.126,0.157
536,2021-05-19,black,0-17,13156,0.033,2,0.087,0.054
537,2021-05-19,black,18+,112175,0.044,3840,0.063,0.061
538,2021-05-19,black,18-34,39821,0.041,74,0.089,0.065
539,2021-05-19,black,35-49,27736,0.04,195,0.06,0.059
540,2021-05-19,black,50-64,27378,0.049,796,0.066,0.064
541,2021-05-19,black,65-79,12662,0.055,1426,0.068,0.055
542,2021-05-19,black,80+,4578,0.052,1349,0.057,0.048
543,2021-05-19,black,all,125400,0.043,3842,0.063,0.06
544,2021-05-19,cdph-other,0-17,45566,0.115,1,0.043,0.0
545,2021-05-19,cdph-other,18+,248112,0.097,853,0.014,0.0
546,2021-05-19,cdph-other,18-34,103159,0.106,15,0.018,0.0
547,2021-05-19,cdph-other,35-49,70464,0.101,53,0.016,0.0
548,2021-05-19,cdph-other,50-64,51157,0.091,165,0.014,0.0
549,2021-05-19,cdph-other,65-79,17442,0.075,311,0.015,0.0
550,2021-05-19,cdph-other,80+,5890,0.067,309,0.013,0.0
551,2021-05-19,cdph-other,all,293801,0.1,854,0.014,0.0
552,2021-05-19,latino,0-17,257995,0.649,10,0.435,0.479
553,2021-05-19,latino,18+,1390390,0.545,28253,0.465,0.363
554,2021-05-19,latino,18-34,572248,0.588,589,0.707,0.45
555,2021-05-19,latino,35-49,408952,0.586,2367,0.734,0.415
556,2021-05-19,latino,50-64,289513,0.516,7729,0.643,0.322
557,2021-05-19,latino,65-79,94434,0.407,10242,0.492,0.218
558,2021-05-19,latino,80+,25243,0.288,7326,0.308,0.196
559,2021-05-19,latino,all,1648946,0.559,28264,0.465,0.389
560,2021-05-19,other,0-17,8316,0.021,1,0.043,0.044
561,2021-05-19,other,18+,53587,0.021,1088,0.018,0.022
562,2021-05-19,other,18-34,20204,0.02,14,0.017,0.032
563,2021-05-19,other,35-49,14573,0.021,67,0.021,0.021
564,2021-05-19,other,50-64,12031,0.022,198,0.017,0.017
565,2021-05-19,other,65-79,5064,0.021,403,0.019,0.015
566,2021-05-19,other,80+,1715,0.02,406,0.017,0.013
567,2021-05-19,other,all,61920,0.021,1089,0.018,0.027
568,2021-05-19,white,0-17,52261,0.132,5,0.217,0.292
569,2021-05-19,white,18+,547137,0.214,19009,0.313,0.388
570,2021-05-19,white,18-34,170741,0.176,82,0.098,0.302
571,2021-05-19,white,35-49,124203,0.178,320,0.099,0.325
572,2021-05-19,white,50-64,133723,0.238,2077,0.173,0.43
573,2021-05-19,white,65-79,78631,0.339,5977,0.287,0.54
574,2021-05-19,white,80+,39839,0.455,10553,0.443,0.5720000000000001
575,2021-05-19,white,all,599700,0.203,19019,0.313,0.366
576,2021-05-12,asian,0-17,19801,0.05,4,0.191,0.13
577,2021-05-12,asian,18+,199603,0.079,7641,0.126,0.165
578,2021-05-12,asian,18-34,65980,0.068,59,0.071,0.151
579,2021-05-12,asian,35-49,48086,0.069,198,0.062,0.175
580,2021-05-12,asian,50-64,47616,0.085,1054,0.088,0.167
581,2021-05-12,asian,65-79,23497,0.102,2460,0.119,0.172
582,2021-05-12,asian,80+,10238,0.117,3846,0.163,0.172
583,2021-05-12,asian,all,219485,0.075,7645,0.126,0.157
584,2021-05-12,black,0-17,12990,0.033,2,0.095,0.054
585,2021-05-12,black,18+,111323,0.044,3835,0.063,0.061
586,2021-05-12,black,18-34,39451,0.041,73,0.088,0.065
587,2021-05-12,black,35-49,27493,0.04,195,0.061,0.059
588,2021-05-12,black,50-64,27217,0.049,794,0.066,0.064
589,2021-05-12,black,65-79,12604,0.055,1423,0.069,0.055
590,2021-05-12,black,80+,4558,0.052,1350,0.057,0.048
591,2021-05-12,black,all,124382,0.042,3837,0.063,0.06
592,2021-05-12,cdph-other,0-17,45733,0.116,1,0.048,0.0
593,2021-05-12,cdph-other,18+,249829,0.098,855,0.014,0.0
594,2021-05-12,cdph-other,18-34,104002,0.107,14,0.017,0.0
595,2021-05-12,cdph-other,35-49,70962,0.102,54,0.017,0.0
596,2021-05-12,cdph-other,50-64,51451,0.092,167,0.014,0.0
597,2021-05-12,cdph-other,65-79,17516,0.076,311,0.015,0.0
598,2021-05-12,cdph-other,80+,5898,0.068,309,0.013,0.0
599,2021-05-12,cdph-other,all,295686,0.101,856,0.014,0.0
600,2021-05-12,latino,0-17,256416,0.649,9,0.429,0.479
601,2021-05-12,latino,18+,1382146,0.544,28123,0.465,0.363
602,2021-05-12,latino,18-34,568466,0.588,587,0.708,0.45
603,2021-05-12,latino,35-49,406431,0.585,2347,0.733,0.415
604,2021-05-12,latino,50-64,288078,0.515,7707,0.644,0.322
605,2021-05-12,latino,65-79,94011,0.407,10203,0.492,0.218
606,2021-05-12,latino,80+,25160,0.288,7279,0.307,0.196
607,2021-05-12,latino,all,1639126,0.558,28133,0.465,0.389
608,2021-05-12,other,0-17,8201,0.021,1,0.048,0.044
609,2021-05-12,other,18+,53080,0.02,1061,0.018,0.022
610,2021-05-12,other,18-34,20009,0.02,14,0.017,0.032
611,2021-05-12,other,35-49,14438,0.021,65,0.02,0.021
612,2021-05-12,other,50-64,11933,0.022,191,0.016,0.017
613,2021-05-12,other,65-79,5001,0.021,392,0.019,0.015
614,2021-05-12,other,80+,1699,0.02,399,0.017,0.013
615,2021-05-12,other,all,61298,0.02,1062,0.018,0.027
616,2021-05-12,white,0-17,51876,0.131,4,0.19,0.292
617,2021-05-12,white,18+,544331,0.214,18920,0.313,0.388
618,2021-05-12,white,18-34,169681,0.175,82,0.099,0.302
619,2021-05-12,white,35-49,123516,0.178,320,0.1,0.325
620,2021-05-12,white,50-64,133093,0.238,2062,0.172,0.43
621,2021-05-12,white,65-79,78318,0.339,5943,0.287,0.54
622,2021-05-12,white,80+,39723,0.455,10513,0.444,0.5720000000000001
623,2021-05-12,white,all,596511,0.203,18929,0.313,0.366
624,2021-05-05,asian,0-17,19547,0.05,4,0.191,0.13
625,2021-05-05,asian,18+,196824,0.079,7488,0.126,0.165
626,2021-05-05,asian,18-34,64903,0.068,57,0.07,0.151
627,2021-05-05,asian,35-49,47439,0.069,194,0.061,0.175
628,2021-05-05,asian,50-64,47080,0.085,1031,0.087,0.167
629,2021-05-05,asian,65-79,23204,0.102,2405,0.118,0.172
630,2021-05-05,asian,80+,10082,0.117,3777,0.162,0.172
631,2021-05-05,asian,all,216452,0.074,7492,0.126,0.157
632,2021-05-05,black,0-17,12772,0.033,2,0.095,0.054
633,2021-05-05,black,18+,109806,0.044,3777,0.063,0.061
634,2021-05-05,black,18-34,38789,0.041,72,0.089,0.065
635,2021-05-05,black,35-49,27087,0.039,191,0.06,0.059
636,2021-05-05,black,50-64,26926,0.049,786,0.067,0.064
637,2021-05-05,black,65-79,12490,0.055,1396,0.068,0.055
638,2021-05-05,black,80+,4514,0.052,1332,0.057,0.048
639,2021-05-05,black,all,122646,0.042,3779,0.063,0.06
640,2021-05-05,cdph-other,0-17,45874,0.117,1,0.048,0.0
641,2021-05-05,cdph-other,18+,250606,0.1,801,0.013,0.0
642,2021-05-05,cdph-other,18-34,104373,0.109,13,0.016,0.0
643,2021-05-05,cdph-other,35-49,71240,0.104,47,0.015,0.0
644,2021-05-05,cdph-other,50-64,51647,0.093,158,0.013,0.0
645,2021-05-05,cdph-other,65-79,17487,0.076,291,0.014,0.0
646,2021-05-05,cdph-other,80+,5859,0.068,292,0.013,0.0
647,2021-05-05,cdph-other,all,296602,0.102,802,0.013,0.0
648,2021-05-05,latino,0-17,254103,0.649,9,0.429,0.479
649,2021-05-05,latino,18+,1369973,0.545,27973,0.47,0.363
650,2021-05-05,latino,18-34,562827,0.588,573,0.71,0.45
651,2021-05-05,latino,35-49,402844,0.586,2339,0.739,0.415
652,2021-05-05,latino,50-64,285826,0.516,7671,0.65,0.322
653,2021-05-05,latino,65-79,93426,0.408,10145,0.497,0.218
654,2021-05-05,latino,80+,25050,0.29,7245,0.31,0.196
655,2021-05-05,latino,all,1624644,0.559,27983,0.47,0.389
656,2021-05-05,other,0-17,8024,0.02,1,0.048,0.044
657,2021-05-05,other,18+,51712,0.02,1003,0.017,0.022
658,2021-05-05,other,18-34,19439,0.02,14,0.017,0.032
659,2021-05-05,other,35-49,14071,0.02,63,0.019,0.021
660,2021-05-05,other,50-64,11678,0.022,177,0.015,0.017
661,2021-05-05,other,65-79,4867,0.021,368,0.018,0.015
662,2021-05-05,other,80+,1657,0.019,381,0.016,0.013
663,2021-05-05,other,all,59753,0.02,1004,0.017,0.027
664,2021-05-05,white,0-17,51174,0.131,4,0.19,0.292
665,2021-05-05,white,18+,534679,0.213,18457,0.31,0.388
666,2021-05-05,white,18-34,166160,0.174,78,0.097,0.302
667,2021-05-05,white,35-49,121167,0.176,307,0.097,0.325
668,2021-05-05,white,50-64,130928,0.236,1975,0.167,0.43
669,2021-05-05,white,65-79,77263,0.338,5788,0.284,0.54
670,2021-05-05,white,80+,39161,0.454,10309,0.442,0.5720000000000001
671,2021-05-05,white,all,586155,0.202,18466,0.31,0.366
672,2021-04-28,asian,0-17,19421,0.05,4,0.211,0.13
673,2021-04-28,asian,18+,197140,0.079,7547,0.127,0.165
674,2021-04-28,asian,18-34,64947,0.068,59,0.074,0.151
675,2021-04-28,asian,35-49,47433,0.069,193,0.061,0.175
676,2021-04-28,asian,50-64,47147,0.085,1031,0.087,0.167
677,2021-04-28,asian,65-79,23294,0.102,2428,0.119,0.172
678,2021-04-28,asian,80+,10169,0.117,3811,0.164,0.172
679,2021-04-28,asian,all,216642,0.075,7551,0.127,0.157
680,2021-04-28,black,0-17,12576,0.032,2,0.105,0.054
681,2021-04-28,black,18+,109151,0.044,3773,0.063,0.061
682,2021-04-28,black,18-34,38443,0.04,73,0.091,0.065
683,2021-04-28,black,35-49,26911,0.039,190,0.06,0.059
684,2021-04-28,black,50-64,26805,0.048,776,0.066,0.064
685,2021-04-28,black,65-79,12477,0.055,1399,0.069,0.055
686,2021-04-28,black,80+,4515,0.052,1335,0.057,0.048
687,2021-04-28,black,all,121791,0.042,3775,0.063,0.06
688,2021-04-28,cdph-other,0-17,46028,0.118,0,0.0,0.0
689,2021-04-28,cdph-other,18+,253048,0.101,801,0.013,0.0
690,2021-04-28,cdph-other,18-34,105230,0.11,14,0.017,0.0
691,2021-04-28,cdph-other,35-49,72070,0.105,44,0.014,0.0
692,2021-04-28,cdph-other,50-64,52130,0.094,154,0.013,0.0
693,2021-04-28,cdph-other,65-79,17688,0.077,286,0.014,0.0
694,2021-04-28,cdph-other,80+,5930,0.068,303,0.013,0.0
695,2021-04-28,cdph-other,all,299194,0.103,801,0.013,0.0
696,2021-04-28,latino,0-17,252298,0.648,9,0.474,0.479
697,2021-04-28,latino,18+,1360114,0.542,27837,0.468,0.363
698,2021-04-28,latino,18-34,558357,0.586,568,0.709,0.45
699,2021-04-28,latino,35-49,399823,0.583,2325,0.738,0.415
700,2021-04-28,latino,50-64,284076,0.513,7646,0.649,0.322
701,2021-04-28,latino,65-79,92916,0.406,10091,0.495,0.218
702,2021-04-28,latino,80+,24942,0.288,7207,0.309,0.196
703,2021-04-28,latino,all,1612971,0.556,27847,0.468,0.389
704,2021-04-28,other,0-17,7930,0.02,1,0.053,0.044
705,2021-04-28,other,18+,51742,0.02,1009,0.017,0.022
706,2021-04-28,other,18-34,19433,0.02,14,0.017,0.032
707,2021-04-28,other,35-49,14076,0.021,62,0.019,0.021
708,2021-04-28,other,50-64,11680,0.021,180,0.015,0.017
709,2021-04-28,other,65-79,4888,0.021,371,0.018,0.015
710,2021-04-28,other,80+,1665,0.019,382,0.016,0.013
711,2021-04-28,other,all,59689,0.02,1010,0.017,0.027
712,2021-04-28,white,0-17,50971,0.131,3,0.158,0.292
713,2021-04-28,white,18+,537602,0.214,18513,0.311,0.388
714,2021-04-28,white,18-34,167038,0.175,73,0.091,0.302
715,2021-04-28,white,35-49,121865,0.178,313,0.099,0.325
716,2021-04-28,white,50-64,131623,0.238,1995,0.169,0.43
717,2021-04-28,white,65-79,77661,0.339,5809,0.285,0.54
718,2021-04-28,white,80+,39415,0.455,10323,0.442,0.5720000000000001
719,2021-04-28,white,all,588878,0.203,18521,0.311,0.366
720,2021-04-21,asian,0-17,19255,0.05,4,0.211,0.13
721,2021-04-21,asian,18+,196008,0.079,7495,0.127,0.165
722,2021-04-21,asian,18-34,64465,0.068,60,0.075,0.151
723,2021-04-21,asian,35-49,47171,0.069,193,0.062,0.175
724,2021-04-21,asian,50-64,46919,0.085,1024,0.087,0.167
725,2021-04-21,asian,65-79,23194,0.102,2405,0.119,0.172
726,2021-04-21,asian,80+,10122,0.117,3788,0.164,0.172
727,2021-04-21,asian,all,215345,0.075,7499,0.127,0.157
728,2021-04-21,black,0-17,12380,0.032,2,0.105,0.054
729,2021-04-21,black,18+,108042,0.043,3743,0.063,0.061
730,2021-04-21,black,18-34,37976,0.04,74,0.093,0.065
731,2021-04-21,black,35-49,26596,0.039,190,0.061,0.059
732,2021-04-21,black,50-64,26586,0.048,768,0.066,0.064
733,2021-04-21,black,65-79,12398,0.054,1386,0.068,0.055
734,2021-04-21,black,80+,4486,0.052,1325,0.057,0.048
735,2021-04-21,black,all,120487,0.042,3745,0.063,0.06
736,2021-04-21,cdph-other,0-17,45952,0.119,0,0.0,0.0
737,2021-04-21,cdph-other,18+,253169,0.101,808,0.014,0.0
738,2021-04-21,cdph-other,18-34,105193,0.111,14,0.018,0.0
739,2021-04-21,cdph-other,35-49,72093,0.106,45,0.014,0.0
740,2021-04-21,cdph-other,50-64,52187,0.095,158,0.014,0.0
741,2021-04-21,cdph-other,65-79,17705,0.078,285,0.014,0.0
742,2021-04-21,cdph-other,80+,5991,0.069,306,0.013,0.0
743,2021-04-21,cdph-other,all,299242,0.104,808,0.014,0.0
744,2021-04-21,latino,0-17,250632,0.649,9,0.474,0.479
745,2021-04-21,latino,18+,1352440,0.542,27633,0.467,0.363
746,2021-04-21,latino,18-34,554909,0.586,564,0.706,0.45
747,2021-04-21,latino,35-49,397508,0.582,2305,0.736,0.415
748,2021-04-21,latino,50-64,282630,0.513,7587,0.649,0.322
749,2021-04-21,latino,65-79,92543,0.406,10024,0.495,0.218
750,2021-04-21,latino,80+,24850,0.288,7153,0.308,0.196
751,2021-04-21,latino,all,1603628,0.556,27643,0.467,0.389
752,2021-04-21,other,0-17,7816,0.02,1,0.053,0.044
753,2021-04-21,other,18+,51255,0.02,998,0.017,0.022
754,2021-04-21,other,18-34,19232,0.02,14,0.018,0.032
755,2021-04-21,other,35-49,13918,0.021,61,0.02,0.021
756,2021-04-21,other,50-64,11589,0.021,177,0.015,0.017
757,2021-04-21,other,65-79,4861,0.021,368,0.018,0.015
758,2021-04-21,other,80+,1655,0.019,378,0.016,0.013
759,2021-04-21,other,all,59088,0.02,999,0.017,0.027
760,2021-04-21,white,0-17,50427,0.13,3,0.158,0.292
761,2021-04-21,white,18+,534523,0.214,18436,0.312,0.388
762,2021-04-21,white,18-34,165780,0.175,73,0.091,0.302
763,2021-04-21,white,35-49,121101,0.177,314,0.1,0.325
764,2021-04-21,white,50-64,130978,0.238,1983,0.17,0.43
765,2021-04-21,white,65-79,77396,0.339,5793,0.286,0.54
766,2021-04-21,white,80+,39268,0.455,10273,0.442,0.5720000000000001
767,2021-04-21,white,all,585252,0.203,18444,0.312,0.366
768,2021-04-14,asian,0-17,19054,0.05,4,0.211,0.13
769,2021-04-14,asian,18+,194550,0.079,7403,0.126,0.165
770,2021-04-14,asian,18-34,63853,0.068,57,0.072,0.151
771,2021-04-14,asian,35-49,46780,0.069,190,0.061,0.175
772,2021-04-14,asian,50-64,46642,0.085,1007,0.086,0.167
773,2021-04-14,asian,65-79,23098,0.102,2372,0.118,0.172
774,2021-04-14,asian,80+,10072,0.117,3752,0.163,0.172
775,2021-04-14,asian,all,213686,0.075,7407,0.126,0.157
776,2021-04-14,black,0-17,12148,0.032,2,0.105,0.054
777,2021-04-14,black,18+,106776,0.043,3700,0.063,0.061
778,2021-04-14,black,18-34,37399,0.04,73,0.092,0.065
779,2021-04-14,black,35-49,26245,0.039,185,0.06,0.059
780,2021-04-14,black,50-64,26324,0.048,757,0.065,0.064
781,2021-04-14,black,65-79,12337,0.054,1377,0.069,0.055
782,2021-04-14,black,80+,4471,0.052,1308,0.057,0.048
783,2021-04-14,black,all,118986,0.042,3702,0.063,0.06
784,2021-04-14,cdph-other,0-17,45903,0.12,0,0.0,0.0
785,2021-04-14,cdph-other,18+,253515,0.102,801,0.014,0.0
786,2021-04-14,cdph-other,18-34,105216,0.112,13,0.016,0.0
787,2021-04-14,cdph-other,35-49,72159,0.107,45,0.014,0.0
788,2021-04-14,cdph-other,50-64,52357,0.096,160,0.014,0.0
789,2021-04-14,cdph-other,65-79,17765,0.078,281,0.014,0.0
790,2021-04-14,cdph-other,80+,6018,0.07,302,0.013,0.0
791,2021-04-14,cdph-other,all,299537,0.105,801,0.014,0.0
792,2021-04-14,latino,0-17,248462,0.649,9,0.474,0.479
793,2021-04-14,latino,18+,1342340,0.542,27442,0.468,0.363
794,2021-04-14,latino,18-34,550477,0.586,564,0.711,0.45
795,2021-04-14,latino,35-49,394506,0.582,2292,0.738,0.415
796,2021-04-14,latino,50-64,280572,0.513,7536,0.65,0.322
797,2021-04-14,latino,65-79,92046,0.405,9955,0.495,0.218
798,2021-04-14,latino,80+,24739,0.288,7095,0.308,0.196
799,2021-04-14,latino,all,1591357,0.556,27452,0.468,0.389
800,2021-04-14,other,0-17,7669,0.02,1,0.053,0.044
801,2021-04-14,other,18+,50433,0.02,977,0.017,0.022
802,2021-04-14,other,18-34,18939,0.02,13,0.016,0.032
803,2021-04-14,other,35-49,13679,0.021,58,0.019,0.021
804,2021-04-14,other,50-64,11396,0.021,172,0.015,0.017
805,2021-04-14,other,65-79,4792,0.021,361,0.018,0.015
806,2021-04-14,other,80+,1627,0.019,373,0.016,0.013
807,2021-04-14,other,all,58117,0.02,978,0.017,0.027
808,2021-04-14,white,0-17,49712,0.13,3,0.158,0.292
809,2021-04-14,white,18+,530042,0.214,18309,0.312,0.388
810,2021-04-14,white,18-34,164013,0.175,73,0.092,0.302
811,2021-04-14,white,35-49,120020,0.177,311,0.1,0.325
812,2021-04-14,white,50-64,129936,0.237,1969,0.17,0.43
