Time,wht_git_case_count_cum,wht_git_case_pct_cum,wht_git_death_count_cum,wht_git_death_pct_cum,wht_calgov_case_count_cum,wht_calgov_case_pct_cum,wht_calgov_death_count_cum,wht_calgov_death_pct_cum,wht_calgov_case_count_daily,wht_calgov_case_count_daily_wkave,wht_calgov_case_pctchange_daily_wkave,wht_death_pctof_racepop,blk_git_case_count_cum,blk_git_case_pct_cum,blk_git_death_count_cum,blk_git_death_pct_cum,blk_calgov_case_count_cum,blk_calgov_case_pct_cum,blk_calgov_death_count_cum,blk_calgov_death_pct_cum,blk_calgov_case_count_daily,blk_calgov_case_count_daily_wkave,blk_calgov_case_pctchange_daily_wkave,blk_death_pctof_racepop,ltn_git_case_count_cum,ltn_git_case_pct_cum,ltn_git_death_count_cum,ltn_git_death_pct_cum,ltn_calgov_case_count_cum,ltn_calgov_case_pct_cum,ltn_calgov_death_count_cum,ltn_calgov_death_pct_cum,ltn_calgov_case_count_daily,ltn_calgov_case_count_daily_wkave,ltn_calgov_case_pctchange_daily_wkave,ltn_death_pctof_racepop,asn_git_case_count_cum,asn_git_case_pct_cum,asn_git_death_count_cum,asn_git_death_pct_cum,asn_calgov_case_count_cum,asn_calgov_case_pct_cum,asn_calgov_death_count_cum,asn_calgov_death_pct_cum,asn_calgov_case_count_daily,asn_calgov_case_count_daily_wkave,asn_calgov_case_pctchange_daily_wkave,asn_death_pctof_racepop,ntv_git_case_count_cum,ntv_git_case_pct_cum,ntv_git_death_count_cum,ntv_git_death_pct_cum,ntv_calgov_case_count_cum,ntv_calgov_case_pct_cum,ntv_calgov_death_count_cum,ntv_calgov_death_pct_cum,ntv_calgov_case_count_daily,ntv_calgov_case_count_daily_wkave,ntv_calgov_case_pctchange_daily_wkave,ntv_death_pctof_racepop,mlt_git_case_count_cum,mlt_git_case_pct_cum,mlt_git_death_count_cum,mlt_git_death_pct_cum,mlt_calgov_case_count_cum,mlt_calgov_case_pct_cum,mlt_calgov_death_count_cum,mlt_calgov_death_pct_cum,mlt_calgov_case_count_daily,mlt_calgov_case_count_daily_wkave,mlt_calgov_case_pctchange_daily_wkave,mlt_death_pctof_racepop,pcf_git_case_count_cum,pcf_git_case_pct_cum,pcf_git_death_count_cum,pcf_git_death_pct_cum,pcf_calgov_case_count_cum,pcf_calgov_case_pct_cum,pcf_calgov_death_count_cum,pcf_calgov_death_pct_cum,pcf_calgov_case_count_daily,pcf_calgov_case_count_daily_wkave,pcf_calgov_case_pctchange_daily_wkave,pcf_death_pctof_racepop,aks_npi_onset,aks_npi_description,haug_npi_type,haug_npi_type_sub,haug_npi_type_subsub,haug_npi_any_onset,alldta_npi_any_onset
01-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Social distancing,Mass gathering cancellation,"Implement e-learning",1,1
02-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Resource allocation,Crisis management plans,"Develop all-of-society and business continuity plans",1,1
03-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Resource allocation,The government provide assistance to vulnerable populations,"The government provides accommodations",1,1
04-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Healthcare and public health capacity,Increase in medical supplies and equipment,"Secure necessary medical equipment stocks and distribution",1,1
05-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,"",NaN,0
06-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Healthcare and public health capacity,Increase in medical supplies and equipment,"Ventilators",1,1
07-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Resource allocation,Measures to ensure security of supply,"Fixing price for medical supplies",1,1
08-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,"",NaN,0
09-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Healthcare and public health capacity,Increase healthcare workforce,"Incentives for healthcare workers",1,1
10-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Healthcare and public health capacity,Increase healthcare workforce,"Train medical staff especially for covid-19",1,1
11-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,"",NaN,0
12-Apr-2020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,"",NaN,0
13-Apr-2020,NaN,NaN,NaN,NaN,4639,31.6,246,41.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1030,7,61,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5276,36,170,28.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1902,13,98,16.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33,0.2,3,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268,1.8,8,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,243,1.7,4,0.7,NaN,NaN,NaN,NaN,NaN,,Resource allocation,The government provide assistance to vulnerable populations,"Funds to expand support and services for vulnerable populations",1,1
14-Apr-2020,NaN,NaN,NaN,NaN,4939,31.1,264,38.7,300,NaN,NaN,2.08970679393631e-05,NaN,NaN,NaN,NaN,1107,7,79,11.6,77,NaN,NaN,3.54513765953695e-05,NaN,NaN,NaN,NaN,5910,37.2,203,29.7,634,NaN,NaN,4.07065684349968e-05,NaN,NaN,NaN,NaN,2045,12.9,103,15.1,143,NaN,NaN,2.47117922426055e-05,NaN,NaN,NaN,NaN,33,0.2,3,0.4,0,NaN,NaN,0,NaN,NaN,NaN,NaN,303,1.9,9,1.3,35,NaN,NaN,2.85921316087649e-05,NaN,NaN,NaN,NaN,252,1.6,6,0.9,9,NaN,NaN,6.34490926779747e-05,NaN,,Social distancing,Special measures for certain establishments,"Decongestion of administrative institutions",1,1
15-Apr-2020,NaN,NaN,NaN,NaN,5239,30.8,286,37.6,300,NaN,NaN,2.08970679393631e-05,NaN,NaN,NaN,NaN,1176,6.9,87,11.4,69,NaN,NaN,3.17681166893571e-05,NaN,NaN,NaN,NaN,6433,37.8,226,29.7,523,NaN,NaN,3.35797086616772e-05,NaN,NaN,NaN,NaN,2161,12.7,122,16,116,NaN,NaN,2.00459293716241e-05,NaN,NaN,NaN,NaN,32,0.2,3,0.4,0,NaN,NaN,0,NaN,NaN,NaN,NaN,329,1.9,10,1.3,26,NaN,NaN,2.12398691950825e-05,NaN,NaN,NaN,NaN,262,1.5,9,1.2,10,NaN,NaN,7.04989918644163e-05,NaN,,,,"",NaN,0
16-Apr-2020,NaN,NaN,NaN,NaN,5504,30.2,314,36.9,265,NaN,NaN,1.84590766797708e-05,NaN,NaN,NaN,NaN,1244,6.8,103,12.1,68,NaN,NaN,3.13077092011055e-05,NaN,NaN,NaN,NaN,7013,38.5,254,29.9,580,NaN,NaN,3.72394474641927e-05,NaN,NaN,NaN,NaN,2361,13,135,15.9,200,NaN,NaN,3.45619471924553e-05,NaN,NaN,NaN,NaN,34,0.2,4,0.5,2,NaN,NaN,1.34171457705802e-05,NaN,NaN,NaN,NaN,362,2,11,1.3,33,NaN,NaN,2.69582955168355e-05,NaN,NaN,NaN,NaN,279,1.5,12,1.4,17,NaN,NaN,0.000119848286169508,NaN,,Resource allocation,Crisis management plans,"State aid, taxation and social security",1,1
17-Apr-2020,NaN,NaN,NaN,NaN,5757,29.8,333,36.2,253,NaN,NaN,1.76231939621962e-05,NaN,NaN,NaN,NaN,1312,6.8,110,12,68,NaN,NaN,3.13077092011055e-05,NaN,NaN,NaN,NaN,7627,39.4,281,30.6,614,NaN,NaN,3.94224495569212e-05,NaN,NaN,NaN,NaN,2489,12.9,147,16,128,NaN,NaN,2.21196462031714e-05,NaN,NaN,NaN,NaN,38,0.2,4,0.4,4,NaN,NaN,2.68342915411604e-05,NaN,NaN,NaN,NaN,376,1.9,11,1.2,14,NaN,NaN,1.1436852643506e-05,NaN,NaN,NaN,NaN,290,1.5,13,1.4,11,NaN,NaN,7.7548891050858e-05,NaN,,Resource allocation,Activate or establish emergency response,"Risk management plan",1,1
18-Apr-2020,NaN,NaN,NaN,NaN,5945,29.2,357,35.5,188,NaN,NaN,1.30954959086676e-05,NaN,NaN,NaN,NaN,1376,6.8,120,11.9,64,NaN,NaN,2.94660792480993e-05,NaN,NaN,NaN,NaN,8195,40.3,314,31.2,568,NaN,NaN,3.64689761373473e-05,NaN,NaN,NaN,NaN,2605,12.8,162,16.1,116,NaN,NaN,2.00459293716241e-05,NaN,NaN,NaN,NaN,39,0.2,4,0.4,1,NaN,NaN,6.70857288529011e-06,NaN,NaN,NaN,NaN,390,1.9,11,1.1,14,NaN,NaN,1.1436852643506e-05,NaN,NaN,NaN,NaN,304,1.5,14,1.4,14,NaN,NaN,9.86985886101829e-05,NaN,,,,"",NaN,0
19-Apr-2020,NaN,NaN,NaN,NaN,6051,29.1,368,35.4,106,NaN,NaN,7.3836306719083e-06,NaN,NaN,NaN,NaN,1414,6.8,125,12,38,NaN,NaN,1.7495484553559e-05,NaN,NaN,NaN,NaN,8397,40.4,326,31.4,202,NaN,NaN,1.29696006685637e-05,NaN,NaN,NaN,NaN,2635,12.7,169,16.3,30,NaN,NaN,5.18429207886829e-06,NaN,NaN,NaN,NaN,40,0.2,4,0.4,1,NaN,NaN,6.70857288529011e-06,NaN,NaN,NaN,NaN,398,1.9,13,1.3,8,NaN,NaN,6.53534436771769e-06,NaN,NaN,NaN,NaN,310,1.5,14,1.4,6,NaN,NaN,4.22993951186498e-05,NaN,,,,"",NaN,0
20-Apr-2020,NaN,NaN,NaN,NaN,6257,27.9,388,35.8,206,231.142857142857,NaN,1.43493199850293e-05,NaN,NaN,NaN,NaN,1479,6.6,130,12,65,64.1428571428571,NaN,2.99264867363509e-05,NaN,NaN,NaN,NaN,9090,40.5,337,31.1,693,544.857142857143,NaN,4.44947191253199e-05,NaN,NaN,NaN,NaN,2741,12.2,175,16.1,106,119.857142857143,NaN,1.83178320120013e-05,NaN,NaN,NaN,NaN,43,0.2,4,0.4,3,1.57142857142857,NaN,2.01257186558703e-05,NaN,NaN,NaN,NaN,876,3.9,16,1.5,478,86.8571428571428,NaN,0.000390486825971132,NaN,NaN,NaN,NaN,315,1.4,14,1.3,5,10.2857142857143,NaN,3.52494959322082e-05,NaN,,,,"",NaN,0
21-Apr-2020,NaN,NaN,NaN,NaN,6982,29.5,417,35.6,725,291.857142857143,0.233228497199185,5.05012475201275e-05,NaN,NaN,NaN,NaN,1630,6.9,138,11.8,151,74.7142857142857,0.152558576322669,6.95215307259843e-05,NaN,NaN,NaN,NaN,9701,41,364,31.1,611,541.571428571429,-0.00604867064402992,3.92298317252099e-05,NaN,NaN,NaN,NaN,3020,12.8,206,17.6,279,139.285714285714,0.150226764530641,4.82139163334751e-05,NaN,NaN,NaN,NaN,50,0.2,4,0.3,7,2.57142857142857,0.492476485097794,4.69600101970308e-05,NaN,NaN,NaN,NaN,189,0.8,3,0.3,0,81.8571428571428,-0.0592891652514274,0,NaN,NaN,NaN,NaN,336,1.4,14,1.2,21,12,0.154150679827258,0.000148047882915274,NaN,,Risk communication,Educate and actively communicate with the public,"Foster community assistance",1,1
22-Apr-2020,NaN,NaN,NaN,NaN,7206,29.2,442,34.9,224,281,-0.0379097764285632,1.56031440613911e-05,NaN,NaN,NaN,NaN,1682,6.8,149,11.8,52,72.2857142857143,-0.0330447947774575,2.39411893890807e-05,NaN,NaN,NaN,NaN,10385,42.1,406,32,684,564.571428571429,0.0415919433514231,4.39168656301858e-05,NaN,NaN,NaN,NaN,3133,12.7,224,17.7,113,138.857142857143,-0.00308166653740827,1.95275001637372e-05,NaN,NaN,NaN,NaN,53,0.2,5,0.4,3,3,0.154150679827258,2.01257186558703e-05,NaN,NaN,NaN,NaN,201,0.8,3,0.2,12,79.8571428571428,-0.0247362435596408,9.80301655157653e-06,NaN,NaN,NaN,NaN,339,1.4,15,1.2,3,11,-0.0870113769896292,2.11496975593249e-05,NaN,,Returning to normal life,Access to non-essential/critical healthcare services,"Re-opening of medical and paramedical centers",1,1
23-Apr-2020,NaN,NaN,NaN,NaN,7422,28.9,485,35,216,274,-0.0252265629456749,1.50458889163414e-05,NaN,NaN,NaN,NaN,1750,6.8,157,11.3,68,72.2857142857143,0,3.13077092011055e-05,NaN,NaN,NaN,NaN,10964,42.6,447,32.2,579,564.428571428571,-0.000253068456367522,3.71752415202889e-05,NaN,NaN,NaN,NaN,3241,12.6,237,17.1,108,125.714285714286,-0.0994338969881872,1.86634514839258e-05,NaN,NaN,NaN,NaN,53,0.2,7,0.5,0,2.71428571428571,-0.100083458556983,0,NaN,NaN,NaN,NaN,208,0.8,3,0.2,7,76.1428571428571,-0.0476280489892549,5.71842632175298e-06,NaN,NaN,NaN,NaN,347,1.4,16,1.2,8,9.71428571428571,-0.124297716677577,5.63991934915331e-05,NaN,,Resource allocation,Crisis management plans,"State aid, taxation and social security",1,1
24-Apr-2020,NaN,NaN,NaN,NaN,7618,28.4,512,34.9,196,265.857142857143,-0.0301689988011331,1.36527510537172e-05,NaN,NaN,NaN,NaN,1801,6.7,165,11.3,51,69.8571428571429,-0.0341741798125934,2.34807819008291e-05,NaN,NaN,NaN,NaN,11630,43.4,476,32.5,666,571.857142857143,0.0130753685811831,4.27611586399178e-05,NaN,NaN,NaN,NaN,3357,12.5,250,17.1,116,124,-0.0137301928119014,2.00459293716241e-05,NaN,NaN,NaN,NaN,56,0.2,7,0.5,3,2.57142857142857,-0.0540672212702757,2.01257186558703e-05,NaN,NaN,NaN,NaN,217,0.8,4,0.3,9,75.4285714285714,-0.00942514045958287,7.3522624136824e-06,NaN,NaN,NaN,NaN,357,1.3,17,1.2,10,9.57142857142857,-0.0148150857851408,7.04989918644163e-05,NaN,,Resource allocation,The government provide assistance to vulnerable populations,"The government provides food assistance",1,1
25-Apr-2020,NaN,NaN,NaN,NaN,7739,28.1,536,34.8,121,256.285714285714,-0.0366662140235094,8.42848406887646e-06,NaN,NaN,NaN,NaN,1839,6.7,170,11,38,66.1428571428571,-0.0546354353886382,1.7495484553559e-05,NaN,NaN,NaN,NaN,12092,43.9,502,32.6,462,556.714285714286,-0.026837053653864,2.96631460835466e-05,NaN,NaN,NaN,NaN,3438,12.5,266,17.3,81,119,-0.0411580724935074,1.39975886129444e-05,NaN,NaN,NaN,NaN,58,0.2,7,0.5,2,2.71428571428571,0.0540672212702757,1.34171457705802e-05,NaN,NaN,NaN,NaN,225,0.8,4,0.3,8,74.5714285714286,-0.0114286958236232,6.53534436771769e-06,NaN,NaN,NaN,NaN,359,1.3,17,1.1,2,7.85714285714286,-0.197359434158495,1.40997983728833e-05,NaN,,,,"",NaN,0
26-Apr-2020,NaN,NaN,NaN,NaN,7885,27.9,543,34.6,146,262,0.0220516101976687,1.01699063971567e-05,NaN,NaN,NaN,NaN,1871,6.6,173,11,32,65.2857142857143,-0.013043663192029,1.47330396240497e-05,NaN,NaN,NaN,NaN,12465,44.1,514,32.7,373,581.142857142857,0.042944451829741,2.39488170761101e-05,NaN,NaN,NaN,NaN,3508,12.4,271,17.3,70,124.714285714286,0.0469019136727589,1.20966815173593e-05,NaN,NaN,NaN,NaN,59,0.2,7,0.5,1,2.71428571428571,0,6.70857288529011e-06,NaN,NaN,NaN,NaN,231,0.8,4,0.3,6,74.2857142857143,-0.00383877630716523,4.90150827578827e-06,NaN,NaN,NaN,NaN,368,1.3,18,1.2,9,8.28571428571429,0.0531098253139484,6.34490926779747e-05,NaN,,,,"",NaN,0
27-Apr-2020,NaN,NaN,NaN,NaN,8064,27.8,582,35,179,258.142857142857,-0.0148313622241814,1.24685838704867e-05,NaN,NaN,NaN,NaN,1903,6.6,177,10.7,32,60.5714285714286,-0.0749499356622474,1.47330396240497e-05,NaN,NaN,NaN,NaN,12890,44.4,555,33.4,425,542.857142857143,-0.0681504114539733,2.72875261591067e-05,NaN,NaN,NaN,NaN,3609,12.4,283,17,101,124,-0.00574384117925142,1.74537833321899e-05,NaN,NaN,NaN,NaN,63,0.2,7,0.4,4,2.85714285714286,0.0512932943875506,2.68342915411604e-05,NaN,NaN,NaN,NaN,238,0.8,4,0.2,7,7,-2.36200851346485,5.71842632175298e-06,NaN,NaN,NaN,NaN,372,1.3,18,1.1,4,8.14285714285714,-0.0173917427118693,2.81995967457665e-05,NaN,,,,"",NaN,0
28-Apr-2020,NaN,NaN,NaN,NaN,8339,27.4,613,35.2,275,193.857142857143,-0.286391630757359,1.91556456110829e-05,NaN,NaN,NaN,NaN,1977,6.5,186,10.7,74,49.5714285714286,-0.200408675285098,3.40701541306148e-05,NaN,NaN,NaN,NaN,13608,44.8,589,33.8,718,558.142857142857,0.0277687493405931,4.60998677229144e-05,NaN,NaN,NaN,NaN,3721,12.2,292,16.8,112,100.142857142857,-0.21368382762576,1.93546904277749e-05,NaN,NaN,NaN,NaN,71,0.2,7,0.4,8,3,0.0487901641694319,5.36685830823209e-05,NaN,NaN,NaN,NaN,249,0.8,5,0.3,11,8.57142857142857,0.202524264111474,8.98609850561182e-06,NaN,NaN,NaN,NaN,385,1.3,17,1,13,7,-0.151230969723924,9.16486894237412e-05,NaN,,,,"",NaN,0
29-Apr-2020,NaN,NaN,NaN,NaN,8674,27.4,633,34.7,335,209.714285714286,0.0786245493395921,2.33350591989555e-05,NaN,NaN,NaN,NaN,2055,6.5,196,10.8,78,53.2857142857143,0.0722536396969562,3.59117840836211e-05,NaN,NaN,NaN,NaN,14351,45.3,620,34,743,566.571428571429,0.0149882140246707,4.77050163205089e-05,NaN,NaN,NaN,NaN,3848,12.1,308,16.9,127,102.142857142857,0.0197746556594174,2.19468364672091e-05,NaN,NaN,NaN,NaN,73,0.2,7,0.4,2,2.85714285714286,-0.0487901641694319,1.34171457705802e-05,NaN,NaN,NaN,NaN,263,0.8,7,0.4,14,8.85714285714286,0.0327898228229908,1.1436852643506e-05,NaN,NaN,NaN,NaN,392,1.2,19,1,7,7.57142857142857,0.0784716154414953,4.93492943050914e-05,NaN,,Resource allocation,Crisis management plans,"Develop all-of-society and business continuity plans",1,1
30-Apr-2020,NaN,NaN,NaN,NaN,8926,27,655,34.5,252,214.857142857143,0.024227295335324,1.7553537069065e-05,NaN,NaN,NaN,NaN,2131,6.4,201,10.6,76,54.4285714285714,0.0212209554828857,3.49909691071179e-05,NaN,NaN,NaN,NaN,15233,46,657,34.6,882,609.857142857143,0.073621577678221,5.66296425231344e-05,NaN,NaN,NaN,NaN,3988,12,324,17,140,106.714285714286,0.0437826424388099,2.41933630347187e-05,NaN,NaN,NaN,NaN,66,0.2,7,0.4,0,2.85714285714286,0,0,NaN,NaN,NaN,NaN,282,0.9,7,0.4,19,10.5714285714286,0.176930708159078,1.55214428733295e-05,NaN,NaN,NaN,NaN,400,1.2,18,0.9,8,7.57142857142857,0,5.63991934915331e-05,NaN,,Resource allocation,Crisis management plans,"State aid, taxation and social security",1,1
01-May-2020,NaN,NaN,NaN,NaN,9119,26.5,683,34.5,193,214.428571428571,-0.00199667287632366,1.34437803743236e-05,NaN,NaN,NaN,NaN,2210,6.4,211,10.7,79,58.4285714285714,0.070915780916101,3.63721915718726e-05,NaN,NaN,NaN,NaN,16086,46.7,681,34.4,853,636.571428571429,0.0428718948491582,5.47676701499247e-05,NaN,NaN,NaN,NaN,4103,11.9,336,17,115,106.571428571429,-0.00133958492905606,1.98731196356618e-05,NaN,NaN,NaN,NaN,68,0.2,7,0.4,2,2.71428571428571,-0.0512932943875506,1.34171457705802e-05,NaN,NaN,NaN,NaN,296,0.9,8,0.4,14,11.2857142857143,0.0653827592628518,1.1436852643506e-05,NaN,NaN,NaN,NaN,406,1.2,18,0.9,6,7,-0.0784716154414953,4.22993951186498e-05,NaN,,Resource allocation,The government provide assistance to vulnerable populations,"Insure access to gas/electricity/water/telecommunications",1,1
