Time,wht_git_case_count_cum,wht_git_case_pct_cum,wht_git_death_count_cum,wht_git_death_pct_cum,wht_calgov_case_count_cum,wht_calgov_case_pct_cum,wht_calgov_death_count_cum,wht_calgov_death_pct_cum,wht_calgov_case_count_daily,wht_calgov_case_count_daily_wkave,wht_calgov_case_pctchange_daily_wkave,wht_death_pctof_racepop,blk_git_case_count_cum,blk_git_case_pct_cum,blk_git_death_count_cum,blk_git_death_pct_cum,blk_calgov_case_count_cum,blk_calgov_case_pct_cum,blk_calgov_death_count_cum,blk_calgov_death_pct_cum,blk_calgov_case_count_daily,blk_calgov_case_count_daily_wkave,blk_calgov_case_pctchange_daily_wkave,blk_death_pctof_racepop,ltn_git_case_count_cum,ltn_git_case_pct_cum,ltn_git_death_count_cum,ltn_git_death_pct_cum,ltn_calgov_case_count_cum,ltn_calgov_case_pct_cum,ltn_calgov_death_count_cum,ltn_calgov_death_pct_cum,ltn_calgov_case_count_daily,ltn_calgov_case_count_daily_wkave,ltn_calgov_case_pctchange_daily_wkave,ltn_death_pctof_racepop,asn_git_case_count_cum,asn_git_case_pct_cum,asn_git_death_count_cum,asn_git_death_pct_cum,asn_calgov_case_count_cum,asn_calgov_case_pct_cum,asn_calgov_death_count_cum,asn_calgov_death_pct_cum,asn_calgov_case_count_daily,asn_calgov_case_count_daily_wkave,asn_calgov_case_pctchange_daily_wkave,asn_death_pctof_racepop,ntv_git_case_count_cum,ntv_git_case_pct_cum,ntv_git_death_count_cum,ntv_git_death_pct_cum,ntv_calgov_case_count_cum,ntv_calgov_case_pct_cum,ntv_calgov_death_count_cum,ntv_calgov_death_pct_cum,ntv_calgov_case_count_daily,ntv_calgov_case_count_daily_wkave,ntv_calgov_case_pctchange_daily_wkave,ntv_death_pctof_racepop,mlt_git_case_count_cum,mlt_git_case_pct_cum,mlt_git_death_count_cum,mlt_git_death_pct_cum,mlt_calgov_case_count_cum,mlt_calgov_case_pct_cum,mlt_calgov_death_count_cum,mlt_calgov_death_pct_cum,mlt_calgov_case_count_daily,mlt_calgov_case_count_daily_wkave,mlt_calgov_case_pctchange_daily_wkave,mlt_death_pctof_racepop,pcf_git_case_count_cum,pcf_git_case_pct_cum,pcf_git_death_count_cum,pcf_git_death_pct_cum,pcf_calgov_case_count_cum,pcf_calgov_case_pct_cum,pcf_calgov_death_count_cum,pcf_calgov_death_pct_cum,pcf_calgov_case_count_daily,pcf_calgov_case_count_daily_wkave,pcf_calgov_case_pctchange_daily_wkave,pcf_death_pctof_racepop,aks_npi_onset,aks_npi_description,haug_npi_type,haug_npi_type_sub,haug_npi_type_subsub,haug_npi_any_onset,alldta_npi_any_onset
23-Jul-2020,47871,0.366,2384,0.305,48849,17.6,2418,30.4,978,1037.14285714286,-0.00110132169722021,6.81244414823238e-05,11717,0.06,672,0.086,11969,4.3,681,8.6,252,252.857142857143,0.00908065263574631,0.000116022687039391,150960,0.389,3532,0.452,154440,55.6,3605,45.3,3480,3516.14285714286,-0.0196727655987043,0.000223436684785156,16885,0.157,1061,0.136,15529,5.6,1031,13,276,268.285714285714,0.0226180885877723,4.76954871255883e-05,NaN,NaN,NaN,NaN,630,0.2,29,0.4,14,16.2857142857143,-0.034486176071169,9.39200203940616e-05,NaN,NaN,NaN,NaN,2062,0.7,42,0.5,48,46.7142857142857,-0.0241703609278132,3.92120662063061e-05,NaN,NaN,NaN,NaN,1673,0.6,40,0.5,41,36.1428571428571,0.0403280453869721,0.000289045866644107,NaN,,,,"",NaN,0
24-Jul-2020,47871,0.366,2384,0.305,50103,17.6,2450,30.3,1254,1081.42857142857,0.0418132386126526,8.73497439865378e-05,11717,0.06,672,0.086,12281,4.3,691,8.6,312,264.142857142857,0.04366540581925,0.000143647136334484,150960,0.389,3532,0.452,158493,55.7,3676,45.5,4053,3521.42857142857,0.00150214184914965,0.000260226690642022,16885,0.157,1061,0.136,15810,5.6,1043,12.9,281,273.142857142857,0.017942433843138,4.85595358053996e-05,NaN,NaN,NaN,NaN,645,0.2,29,0.4,15,16.1428571428571,-0.00881062968215485,0.000100628593279352,NaN,NaN,NaN,NaN,2131,0.7,39,0.5,69,48.7142857142857,0.0419223063862635,5.6367345171565e-05,NaN,NaN,NaN,NaN,1710,0.6,45,0.6,37,36.7142857142857,0.0156865961676997,0.00026084626989834,NaN,,,,"",NaN,0
25-Jul-2020,50967,0.366,2474,0.302,50967,17.5,2474,30.2,864,1060.71428571429,-0.0193403827605936,6.01835556653658e-05,12503,0.06,697,0.085,12503,4.3,697,8.5,222,260.714285714286,-0.0130649653705328,0.000102210462391845,162991,0.389,3740,0.456,162991,56.1,3740,45.6,4498,3619.14285714286,0.0273704665727408,0.000288798335679204,17828,0.157,1101,0.134,16090,5.5,1056,12.9,280,271.857142857143,-0.00471822631519636,4.83867260694374e-05,NaN,NaN,NaN,NaN,662,0.2,31,0.4,17,16,-0.00888894741724622,0.000114045739049932,NaN,NaN,NaN,NaN,2195,0.8,42,0.5,64,50.4285714285714,0.03458557964978,5.22827549417415e-05,NaN,NaN,NaN,NaN,1738,0.6,45,0.5,28,34.5714285714286,-0.0601383587385338,0.000197397177220366,NaN,,,,"",NaN,0
26-Jul-2020,50967,0.366,2474,0.302,51728,17.5,2484,30.2,761,1064.57142857143,0.00362976805057791,5.30088956728511e-05,12503,0.06,697,0.085,12741,4.3,701,8.5,238,267.857142857143,0.0270286723879192,0.000109576982203869,162991,0.389,3740,0.456,165201,56,3763,45.7,2210,3590.71428571429,-0.00788606991690166,0.000141895136027355,17828,0.157,1101,0.134,16289,5.5,1058,12.8,199,274.428571428571,0.00941429547240702,3.4389137456493e-05,NaN,NaN,NaN,NaN,678,0.2,32,0.4,16,16,0,0.000107337166164642,NaN,NaN,NaN,NaN,2241,0.8,43,0.5,46,50.5714285714286,0.00282885620047768,3.75782301143767e-05,NaN,NaN,NaN,NaN,1757,0.6,45,0.5,19,35,0.0123204843880407,0.000133948084542391,NaN,,,,"",NaN,0
27-Jul-2020,52331,0.366,2495,0.302,52331,17.5,2495,30.2,603,1018.85714285714,-0.0438907527384478,4.20031065581199e-05,12866,0.06,701,0.085,12866,4.3,701,8.5,125,256.714285714286,-0.0424900516209519,5.7550936031444e-05,167650,0.389,3770,0.456,167650,56.1,3770,45.6,2449,3482.42857142857,-0.0306212323445987,0.000157240356620358,18223,0.157,1107,0.134,16449,5.5,1062,12.9,160,263.285714285714,-0.0414512050987339,2.76495577539642e-05,NaN,NaN,NaN,NaN,693,0.2,33,0.4,15,16.7142857142857,0.0436750635026617,0.000100628593279352,NaN,NaN,NaN,NaN,2259,0.8,43,0.5,18,49,-0.0315664659678347,1.47045248273648e-05,NaN,NaN,NaN,NaN,1774,0.6,45,0.5,17,33.1428571428571,-0.0545208388784166,0.000119848286169508,NaN,,,,"",NaN,0
28-Jul-2020,52331,0.366,2495,0.302,53194,17.5,2516,30,863,947.428571428571,-0.0726852821678996,6.01138987722346e-05,12866,0.06,701,0.085,13099,4.3,710,8.5,233,243.285714285714,-0.0537272061208709,0.000107274944762612,167650,0.389,3770,0.456,170398,56.1,3846,45.9,2748,3356.42857142857,-0.0368524322451602,0.000176437933847589,18223,0.157,1107,0.134,16699,5.5,1073,12.8,250,254.142857142857,-0.0353432700039882,4.32024339905691e-05,NaN,NaN,NaN,NaN,713,0.2,32,0.4,20,18,0.0741079721537217,0.000134171457705802,NaN,NaN,NaN,NaN,2305,0.8,46,0.5,46,48.2857142857143,-0.014684551682921,3.75782301143767e-05,NaN,NaN,NaN,NaN,1806,0.6,47,0.6,32,30.8571428571429,-0.0714589639821455,0.000225596773966132,NaN,,,,"",NaN,0
29-Jul-2020,52331,0.366,2495,0.302,54219,17.4,2583,30,1025,906.857142857143,-0.0437666151688312,7.13983154594907e-05,12866,0.06,701,0.085,13382,4.3,722,8.4,283,237.857142857143,-0.0225662782481439,0.000130295319175189,167650,0.389,3770,0.456,176527,56.6,3963,46.1,6129,3652.42857142857,0.0845148248749776,0.00039351823018627,18223,0.157,1107,0.134,17049,5.5,1091,12.7,350,256.571428571429,0.00951056119631044,6.04834075867967e-05,NaN,NaN,NaN,NaN,731,0.2,32,0.4,18,16.4285714285714,-0.0913497785882278,0.000120754311935222,NaN,NaN,NaN,NaN,2399,0.8,46,0.5,94,55,0.130197438804765,7.67902963206828e-05,NaN,NaN,NaN,NaN,1844,0.6,47,0.5,38,30.2857142857143,-0.0186921330121526,0.000267896169084782,NaN,,,,"",NaN,0
30-Jul-2020,55238,0.366,2633,0.3,55238,17.4,2633,30,1019,912.714285714286,0.00643795895604349,7.09803741007034e-05,13622,0.06,734,0.084,13622,4.3,734,8.4,240,236.142857142857,-0.00723330459352045,0.000110497797180372,181443,0.389,4043,0.461,181443,57,4043,46.1,4916,3857.57142857143,0.0546455135133002,0.000315636420230985,19200,0.157,1156,0.132,17323,5.4,1109,12.7,274,256.285714285714,-0.00111420624340397,4.73498676536637e-05,NaN,NaN,NaN,NaN,747,0.2,33,0.4,16,16.7142857142857,0.0172418064345061,0.000107337166164642,NaN,NaN,NaN,NaN,2544,0.8,49,0.6,145,68.8571428571428,0.224700779762816,0.000118453116664883,NaN,NaN,NaN,NaN,1877,0.6,47,0.5,33,29.1428571428571,-0.0384662808277958,0.000232646673152574,NaN,,,,"",NaN,0
31-Jul-2020,55238,0.366,2633,0.3,55755,17.3,2667,30,517,807.428571428571,-0.122568296797925,3.60126137488358e-05,13622,0.06,734,0.084,13795,4.3,745,8.4,173,216.285714285714,-0.0878366638236301,7.96504954675185e-05,181443,0.389,4043,0.461,185186,57.4,4115,46.2,3743,3813.28571428571,-0.0115466121946586,0.00024032284803185,19200,0.157,1156,0.132,17534,5.4,1124,12.6,211,246.285714285714,-0.0398005913951032,3.64628542880403e-05,NaN,NaN,NaN,NaN,754,0.2,33,0.4,7,15.5714285714286,-0.0708260525686124,4.69600101970308e-05,NaN,NaN,NaN,NaN,2563,0.8,50,0.6,19,61.7142857142857,-0.10951852580649,1.55214428733295e-05,NaN,NaN,NaN,NaN,1895,0.6,48,0.5,18,26.4285714285714,-0.0977641687658917,0.000126898185355949,NaN,,,,"",NaN,0
01-Aug-2020,55238,0.366,2633,0.3,56636,17.2,2713,30,881,809.857142857143,0.00300327051988525,6.13677228485964e-05,13622,0.06,734,0.084,14024,4.3,756,8.4,229,217.285714285714,0.00461285826189872,0.000105433314809605,181443,0.389,4043,0.461,189415,57.7,4189,46.3,4229,3774.85714285714,-0.0101286706599097,0.000271526936769088,19200,0.157,1156,0.132,17776,5.4,1132,12.5,242,240.857142857143,-0.0222883126618374,4.18199561028709e-05,NaN,NaN,NaN,NaN,767,0.2,33,0.4,13,15,-0.0373875320716204,8.72114475087715e-05,NaN,NaN,NaN,NaN,2640,0.8,50,0.6,77,63.5714285714286,0.0296486939221303,6.29026895392827e-05,NaN,NaN,NaN,NaN,1927,0.6,48,0.5,32,27,0.0213911899813177,0.000225596773966132,NaN,,,,"",NaN,0
02-Aug-2020,55238,0.366,2633,0.3,57183,17.2,2735,30,547,779.285714285714,-0.0384801160571326,3.81023205427721e-05,13622,0.06,734,0.084,14149,4.3,761,8.3,125,201.142857142857,-0.077197755541305,5.7550936031444e-05,181443,0.389,4043,0.461,191958,57.8,4218,46.3,2543,3822.42857142857,0.0125234332636914,0.000163275715347314,19200,0.157,1156,0.132,17959,5.4,1138,12.5,183,238.571428571429,-0.00953523315099947,3.16241816810966e-05,NaN,NaN,NaN,NaN,778,0.2,34,0.4,11,14.2857142857143,-0.0487901641694322,7.37943017381912e-05,NaN,NaN,NaN,NaN,2678,0.8,49,0.5,38,62.4285714285714,-0.0181410870706502,3.1042885746659e-05,NaN,NaN,NaN,NaN,1942,0.6,49,0.5,15,26.4285714285714,-0.0213911899813177,0.000105748487796625,NaN,,,,"",NaN,0
03-Aug-2020,57652,0.366,2754,0.301,57652,17.2,2754,30.1,469,760.142857142857,-0.024871363670802,3.26690828785377e-05,14265,0.06,764,0.083,14265,4.3,764,8.3,116,199.857142857143,-0.00641256205250595,5.340726863718e-05,194440,0.389,4244,0.463,194440,58,4244,46.3,2482,3827.14285714286,0.00123256220433632,0.000159359152769183,20054,0.157,1192,0.13,18092,5.4,1142,12.5,133,234.714285714286,-0.0162997873735335,2.29836948829828e-05,NaN,NaN,NaN,NaN,786,0.2,35,0.4,8,13.2857142857143,-0.0725706928348355,5.36685830823209e-05,NaN,NaN,NaN,NaN,2708,0.8,49,0.5,30,64.1428571428571,0.0270896926466646,2.45075413789413e-05,NaN,NaN,NaN,NaN,1962,0.6,50,0.5,20,26.8571428571429,0.0160861377516244,0.000140997983728833,NaN,,,,"",NaN,0
04-Aug-2020,58376,0.366,2803,0.299,58376,17.2,2803,29.9,724,740.285714285714,-0.0264701734743138,5.04315906269963e-05,14475,0.06,787,0.084,14475,4.3,787,8.4,210,196.571428571429,-0.0165769561721927,9.66855725328259e-05,198039,0.389,4362,0.466,198039,58.2,4362,46.6,3599,3948.71428571429,0.031271494138565,0.000231077192109706,20371,0.157,1206,0.128,18392,5.4,1156,12.3,300,241.857142857143,0.0299782640958677,5.18429207886829e-05,NaN,NaN,NaN,NaN,792,0.2,37,0.4,6,11.2857142857143,-0.163151640686234,4.02514373117407e-05,NaN,NaN,NaN,NaN,2755,0.8,50,0.5,47,64.2857142857143,0.00222469502211098,3.83951481603414e-05,NaN,NaN,NaN,NaN,1979,0.6,50,0.5,17,24.7142857142857,-0.0831503683321704,0.000119848286169508,NaN,,,,"",NaN,0
05-Aug-2020,59102,0.366,2836,0.298,59102,17.1,2836,29.8,726,697.571428571428,-0.059431297060395,5.05709044132587e-05,14691,0.06,797,0.084,14691,4.3,797,8.4,216,187,-0.0499172525833886,9.94480174623352e-05,201559,0.389,4438,0.467,201559,58.4,4438,46.7,3520,3576,-0.0991451713284999,0.000226004922541307,20678,0.157,1221,0.128,18678,5.4,1171,12.3,286,232.714285714286,-0.0385357735310903,4.9423584485211e-05,NaN,NaN,NaN,NaN,801,0.2,38,0.4,9,10,-0.120952610417662,6.0377155967611e-05,NaN,NaN,NaN,NaN,2830,0.8,53,0.6,75,61.5714285714286,-0.0431394926606172,6.12688534473533e-05,NaN,NaN,NaN,NaN,2000,0.6,50,0.5,21,22.2857142857143,-0.103435587248242,0.000148047882915274,NaN,,,,"",NaN,0
06-Aug-2020,60095,0.366,2868,0.298,60095,17.1,2868,29.8,993,693.857142857143,-0.00533882171591582,6.91692948792919e-05,14984,0.06,811,0.084,14984,4.3,811,8.4,293,194.571428571429,0.039690720799558,0.000134899394057705,205622,0.389,4512,0.468,205622,58.5,4512,46.8,4063,3454.14285714286,-0.0346705185281078,0.00026086875008106,21051,0.157,1231,0.128,19017,5.4,1183,12.3,339,242,0.0391262666099541,5.85825004912117e-05,NaN,NaN,NaN,NaN,822,0.2,38,0.4,21,10.7142857142857,0.0689928714869512,0.000140880030591092,NaN,NaN,NaN,NaN,2914,0.8,54,0.6,84,52.8571428571429,-0.152605084465478,6.86211158610357e-05,NaN,NaN,NaN,NaN,2034,0.6,48,0.5,34,22.4285714285714,0.00638979809877105,0.000239696572339016,NaN,,,,"",NaN,0
07-Aug-2020,60095,0.366,2868,0.298,60981,17.1,2920,29.8,886,746.571428571429,0.0732252037348138,6.17160073142524e-05,14984,0.06,811,0.084,15253,4.3,819,8.4,269,208.285714285714,0.0681114258591453,0.000123849614339667,205622,0.389,4512,0.468,209385,58.6,4583,46.8,3763,3457,0.000826822156327012,0.000241606966909926,21051,0.157,1231,0.128,19325,5.4,1199,12.2,308,255.857142857143,0.055681526848713,5.32253986763811e-05,NaN,NaN,NaN,NaN,841,0.2,38,0.4,19,12.4285714285714,0.148420005118273,0.000127462884820512,NaN,NaN,NaN,NaN,2979,0.8,55,0.6,65,59.4285714285714,0.117182254622993,5.30996729877062e-05,NaN,NaN,NaN,NaN,2064,0.6,48,0.5,30,24.1428571428571,0.0736529095747653,0.000211496975593249,NaN,,,,"",NaN,0
08-Aug-2020,61932,0.366,2988,0.299,61932,17,2988,29.9,951,756.571428571429,0.0133056515362862,6.62437053677811e-05,15502,0.06,830,0.083,15502,4.3,830,8.3,249,211.142857142857,0.0136241889395432,0.000114641464574636,213410,0.389,4692,0.469,213410,58.7,4692,46.9,4025,3427.85714285714,-0.00846583468459272,0.000258428924212716,21756,0.157,1274,0.128,19659,5.4,1226,12.3,334,269,0.0500921265964402,5.77184518114003e-05,NaN,NaN,NaN,NaN,842,0.2,39,0.4,1,10.7142857142857,-0.148420005118273,6.70857288529011e-06,NaN,NaN,NaN,NaN,3046,0.8,57,0.6,67,58,-0.0243321006595307,5.47335090796356e-05,NaN,NaN,NaN,NaN,2097,0.6,48,0.5,33,24.2857142857143,0.00589972212718859,0.000232646673152574,NaN,,,,"",NaN,0
09-Aug-2020,62441,0.366,3011,0.299,62441,17,3011,29.9,509,751.142857142857,-0.00720109232701738,3.54553586037861e-05,15622,0.06,835,0.083,15622,4.3,835,8.3,120,210.428571428571,-0.00338868504551648,5.52488985901862e-05,216008,0.389,4735,0.47,216008,58.8,4735,47,2598,3435.71428571429,0.00228952124156123,0.000166807042262022,21932,0.157,1279,0.127,19819,5.4,1231,12.2,160,265.714285714286,-0.0122897619499058,2.76495577539642e-05,NaN,NaN,NaN,NaN,854,0.2,39,0.4,12,10.8571428571429,0.0132452267500205,8.05028746234813e-05,NaN,NaN,NaN,NaN,3087,0.8,57,0.6,41,58.4285714285714,0.00736199644106961,3.34936398845531e-05,NaN,NaN,NaN,NaN,2113,0.6,48,0.5,16,24.4285714285714,0.00586511945239776,0.000112798386983066,NaN,,,,"",NaN,0
10-Aug-2020,63299,0.366,3021,0.299,63299,17,3021,29.9,858,806.714285714286,0.0713737043830101,5.97656143065785e-05,15831,0.06,837,0.083,15831,4.3,837,8.3,209,223.714285714286,0.0612234600881179,9.62251650445744e-05,218706,0.389,4753,0.47,218706,58.8,4753,47,2698,3466.57142857143,0.00894119707791141,0.0001732276366524,22161,0.157,1281,0.127,20010,5.4,1233,12.2,191,274,0.0307064887361372,3.30066595687948e-05,NaN,NaN,NaN,NaN,869,0.2,39,0.4,15,11.8571428571429,0.0881072675102668,0.000100628593279352,NaN,NaN,NaN,NaN,3124,0.8,57,0.6,37,59.4285714285714,0.0169701042184611,3.02259677006943e-05,NaN,NaN,NaN,NaN,2151,0.6,48,0.5,38,27,0.100083458556983,0.000267896169084782,NaN,,,,"",NaN,0
11-Aug-2020,64551,0.366,3075,0.299,64551,17,3075,29.9,1252,882.142857142857,0.0893844518233413,8.72104302002754e-05,16141,0.06,850,0.083,16141,4.3,850,8.3,310,238,0.0619009461760403,0.000142726321357981,222781,0.389,4845,0.47,222781,58.8,4845,47,4075,3534.57142857143,0.0194260108109585,0.000261639221407905,22596,0.157,1300,0.127,20399,5.4,1252,12.2,389,286.714285714286,0.045358093352954,6.72229872893255e-05,NaN,NaN,NaN,NaN,883,0.2,41,0.4,14,13,0.0920188987202524,9.39200203940616e-05,NaN,NaN,NaN,NaN,3198,0.8,60,0.6,74,63.2857142857143,0.0628845097838724,6.04519354013886e-05,NaN,NaN,NaN,NaN,2197,0.6,48,0.5,46,31.1428571428571,0.142748047729446,0.000324295362576315,NaN,,,,"",NaN,0
12-Aug-2020,65396,0.366,3118,0.298,65396,17,3118,29.8,845,899.142857142857,0.0190879161281741,5.88600746958728e-05,16390,0.06,857,0.082,16390,4.3,857,8.2,249,242.714285714286,0.019614298945144,0.000114641464574636,226715,0.389,4935,0.472,226715,58.9,4935,47.2,3934,3593.71428571429,0.0165942322406174,0.000252586183317472,22928,0.157,1321,0.126,20696,5.4,1269,12.1,297,288.285714285714,0.00546585211721684,5.13244915807961e-05,NaN,NaN,NaN,NaN,913,0.2,41,0.4,30,16,0.207639364778244,0.000201257186558703,NaN,NaN,NaN,NaN,3262,0.8,62,0.6,64,61.7142857142857,-0.025144181801025,5.22827549417415e-05,NaN,NaN,NaN,NaN,2232,0.6,52,0.5,35,33.1428571428571,0.062242308877221,0.000246746471525457,NaN,,,,"",NaN,0
13-Aug-2020,66470,0.366,3160,0.298,66470,17,3160,29.8,1074,910.714285714286,0.0127872924022743,7.481150322292e-05,16729,0.06,864,0.081,16729,4.3,864,8.1,339,249.285714285714,0.026714712964595,0.000156078138517276,230367,0.389,5024,0.473,230367,58.9,5024,47.3,3652,3535,-0.0164729882774068,0.000234480107136606,23344,0.157,1333,0.126,21090,5.4,1282,12.1,394,296.142857142857,0.0268899115222245,6.80870359691369e-05,NaN,NaN,NaN,NaN,927,0.2,41,0.4,14,15,-0.0645385211375711,9.39200203940616e-05,NaN,NaN,NaN,NaN,3317,0.8,61,0.6,55,57.5714285714286,-0.0694890262974281,4.49304925280591e-05,NaN,NaN,NaN,NaN,2254,0.6,51,0.5,22,31.4285714285714,-0.0531098253139484,0.000155097782101716,NaN,,,,"",NaN,0
14-Aug-2020,68063,0.366,3204,0.298,68063,17,3204,29.8,1593,1011.71428571429,0.105172262645223,0.000110963430758018,17130,0.06,872,0.081,17130,4.3,872,8.1,401,268.142857142857,0.0729202019499811,0.000184623402788872,235700,0.389,5098,0.474,235700,58.9,5098,47.4,5333,3759.28571428571,0.0615156704018922,0.000342410298838861,23839,0.157,1353,0.126,21537,5.4,1298,12.1,447,316,0.0649002502064464,7.72459519751375e-05,NaN,NaN,NaN,NaN,960,0.2,40,0.4,33,17,0.125163142954006,0.000221382905214574,NaN,NaN,NaN,NaN,3397,0.8,63,0.6,80,59.7142857142857,0.0365448705780738,6.53534436771769e-05,NaN,NaN,NaN,NaN,2302,0.6,55,0.5,48,34,0.0786431273191135,0.000338395160949198,NaN,,,,"",NaN,0
15-Aug-2020,68063,0.366,3204,0.298,68815,17,3226,29.7,752,983.285714285714,-0.0285017502734854,5.23819836346702e-05,17130,0.06,872,0.081,17361,4.3,874,8.1,231,265.571428571429,-0.00963604886506442,0.000106354129786108,235700,0.389,5098,0.474,238931,58.9,5148,47.4,3231,3645.85714285714,-0.0306374761438857,0.000207449404753115,23839,0.157,1353,0.126,21825,5.4,1305,12,288,309.428571428571,-0.0210149350812898,4.97692039571356e-05,NaN,NaN,NaN,NaN,969,0.2,41,0.4,9,18.1428571428571,0.0650635933470616,6.0377155967611e-05,NaN,NaN,NaN,NaN,3471,0.9,66,0.6,74,60.7142857142857,0.0166077363996608,6.04519354013886e-05,NaN,NaN,NaN,NaN,2336,0.6,55,0.5,34,34.1428571428571,0.00419287826003556,0.000239696572339016,NaN,,,,"",NaN,0
16-Aug-2020,69364,0.366,3229,0.297,69364,17,3229,29.7,549,989,0.00579459827966211,3.82416343290345e-05,17496,0.06,875,0.08,17496,4.3,875,8,135,267.714285714286,0.00803647507692329,6.21550109139595e-05,240925,0.389,5167,0.475,240925,59,5167,47.5,1994,3559.57142857143,-0.023951341222233,0.000128026652144138,24356,0.157,1361,0.125,22008,5.4,1306,12,183,312.714285714286,0.010562669961927,3.16241816810966e-05,NaN,NaN,NaN,NaN,978,0.2,41,0.4,9,17.7142857142857,-0.0239055208535541,6.0377155967611e-05,NaN,NaN,NaN,NaN,3501,0.9,67,0.6,30,59.1428571428571,-0.026223195099103,2.45075413789413e-05,NaN,NaN,NaN,NaN,2348,0.6,55,0.5,12,33.5714285714286,-0.0168780377873516,8.45987902372996e-05,NaN,,,,"",NaN,0
17-Aug-2020,69364,0.366,3229,0.297,69806,17,3238,29.7,442,929.571428571429,-0.0619706811830421,3.0788346763995e-05,17496,0.06,875,0.08,17615,4.3,876,8,119,254.857142857143,-0.0492171496584124,5.47884911019347e-05,240925,0.389,5167,0.475,242587,59,5186,47.5,1662,3411.57142857143,-0.0424671377450991,0.000106710278768083,24356,0.157,1361,0.125,22147,5.4,1311,12,139,305.285714285714,-0.0240418422037152,2.40205532987564e-05,NaN,NaN,NaN,NaN,987,0.2,41,0.4,9,16.8571428571429,-0.0495969411393724,6.0377155967611e-05,NaN,NaN,NaN,NaN,3533,0.9,67,0.6,32,58.4285714285714,-0.012150817782512,2.61413774708707e-05,NaN,NaN,NaN,NaN,2365,0.6,53,0.5,17,30.5714285714286,-0.0936094991223073,0.000119848286169508,NaN,,,,"",NaN,0
18-Aug-2020,69364,0.366,3229,0.297,70517,17,3316,29.7,711,852.285714285714,-0.0868018344202897,4.95260510162906e-05,17496,0.06,875,0.08,17812,4.3,892,8,197,238.714285714286,-0.0654357845445617,9.07002751855557e-05,240925,0.389,5167,0.475,245505,59,5305,47.6,2918,3246.28571428571,-0.0496615289996445,0.000187352944311231,24356,0.157,1361,0.125,22447,5.4,1335,12,300,292.571428571429,-0.0425392691597493,5.18429207886829e-05,NaN,NaN,NaN,NaN,1003,0.2,40,0.4,16,17.1428571428571,0.0168071183163812,0.000107337166164642,NaN,NaN,NaN,NaN,3592,0.9,69,0.6,59,56.2857142857143,-0.0373642467448683,4.81981647119179e-05,NaN,NaN,NaN,NaN,2398,0.6,53,0.5,33,28.7142857142857,-0.0626711069627759,0.000232646673152574,NaN,,,,"",NaN,0
19-Aug-2020,69364,0.366,3229,0.297,71233,16.9,3356,29.7,716,833.857142857143,-0.0218597198709034,4.98743354819466e-05,17496,0.06,875,0.08,18043,4.3,905,8,231,236.142857142857,-0.0108304307743694,0.000106354129786108,240925,0.389,5167,0.475,249313,59.2,5386,47.7,3808,3228.28571428571,-0.00556022790782507,0.000244496234385596,24356,0.157,1361,0.125,22737,5.4,1347,11.9,290,291.571428571429,-0.0034238233495536,5.01148234290601e-05,NaN,NaN,NaN,NaN,1014,0.2,40,0.4,11,14.4285714285714,-0.172371225940787,7.37943017381912e-05,NaN,NaN,NaN,NaN,3658,0.9,68,0.6,66,56.5714285714286,0.0050633019565467,5.39165910336709e-05,NaN,NaN,NaN,NaN,2426,0.6,54,0.5,28,27.7142857142857,-0.0354467489957475,0.000197397177220366,NaN,,,,"",NaN,0
20-Aug-2020,69364,0.366,3229,0.297,71980,16.9,3379,29.6,747,787.142857142857,-0.057652343056831,5.20336991690142e-05,17496,0.06,875,0.08,18254,4.3,912,8,211,217.857142857143,-0.0805974087795116,9.71459800210775e-05,240925,0.389,5167,0.475,253097,59.4,5469,47.9,3784,3247.14285714286,0.00582423107739771,0.000242955291731905,24356,0.157,1361,0.125,23023,5.4,1360,11.9,286,276.142857142857,-0.054366683601514,4.9423584485211e-05,NaN,NaN,NaN,NaN,1023,0.2,40,0.4,9,13.7142857142857,-0.0507723253734227,6.0377155967611e-05,NaN,NaN,NaN,NaN,3730,0.9,72,0.6,72,59,0.0420333817065526,5.88180993094592e-05,NaN,NaN,NaN,NaN,2445,0.6,52,0.5,19,27.2857142857143,-0.0155847310166983,0.000133948084542391,NaN,,,,"",NaN,0
21-Aug-2020,69364,0.366,3229,0.297,72737,16.9,3413,29.5,757,667.714285714286,-0.164549387048156,5.27302681003263e-05,17496,0.06,875,0.08,18440,4.3,924,8,186,187.142857142857,-0.151967272846315,8.56357928147887e-05,240925,0.389,5167,0.475,256677,59.5,5551,48,3580,2996.71428571429,-0.0802590384477995,0.000229857279175534,24356,0.157,1361,0.125,23299,5.4,1379,11.9,276,251.714285714286,-0.0926236727122056,4.76954871255883e-05,NaN,NaN,NaN,NaN,1032,0.2,39,0.3,9,10.2857142857143,-0.287682072451781,6.0377155967611e-05,NaN,NaN,NaN,NaN,3790,0.9,72,0.6,60,56.1428571428571,-0.049637981091772,4.90150827578826e-05,NaN,NaN,NaN,NaN,2468,0.6,53,0.5,23,23.7142857142857,-0.140285639690086,0.000162147681288158,NaN,,,,"",NaN,0
