,date,county,fips,tier
1674,2020-12-07,Sutter,101,1
1675,2020-12-07,Tehama,103,1
1676,2020-12-07,Trinity,105,1
1677,2020-12-07,Tulare,107,1
1678,2020-12-07,Tuolumne,109,1
1679,2020-12-07,Ventura,111,1
1680,2020-12-07,Yolo,113,1
1681,2020-12-07,Yuba,115,1
1682,2020-11-30,Alameda,1,1
1683,2020-11-30,Alpine,3,2
1684,2020-11-30,Amador,5,2
1685,2020-11-30,Butte,7,1
1686,2020-11-30,Calaveras,9,1
1687,2020-11-30,Colusa,11,1
1688,2020-11-30,Contra Costa,13,1
1689,2020-11-30,Del Norte,15,1
1690,2020-11-30,El Dorado,17,1
1691,2020-11-30,Fresno,19,1
1692,2020-11-30,Glenn,21,1
1693,2020-11-30,Humboldt,23,1
1694,2020-11-30,Imperial,25,1
1695,2020-11-30,Inyo,27,2
1696,2020-11-30,Kern,29,1
1697,2020-11-30,Kings,31,1
1698,2020-11-30,Lake,33,1
1699,2020-11-30,Lassen,35,1
1700,2020-11-30,Los Angeles,37,1
1701,2020-11-30,Madera,39,1
1702,2020-11-30,Marin,41,2
1703,2020-11-30,Mariposa,43,2
1704,2020-11-30,Mendocino,45,1
1705,2020-11-30,Merced,47,1
1706,2020-11-30,Modoc,49,1
1707,2020-11-30,Mono,51,2
1708,2020-11-30,Monterey,53,1
1709,2020-11-30,Napa,55,1
1710,2020-11-30,Nevada,57,1
1711,2020-11-30,Orange,59,1
1712,2020-11-30,Placer,61,1
1713,2020-11-30,Plumas,63,1
1714,2020-11-30,Riverside,65,1
1715,2020-11-30,Sacramento,67,1
1716,2020-11-30,San Benito,69,1
1717,2020-11-30,San Bernardino,71,1
1718,2020-11-30,San Diego,73,1
1719,2020-11-30,San Francisco,75,1
1720,2020-11-30,San Joaquin,77,1
1721,2020-11-30,San Luis Obispo,79,1
1722,2020-11-30,San Mateo,81,1
1723,2020-11-30,Santa Barbara,83,1
1724,2020-11-30,Santa Clara,85,1
1725,2020-11-30,Santa Cruz,87,1
1726,2020-11-30,Shasta,89,1
1727,2020-11-30,Sierra,91,3
1728,2020-11-30,Siskiyou,93,1
1729,2020-11-30,Solano,95,1
1730,2020-11-30,Sonoma,97,1
1731,2020-11-30,Stanislaus,99,1
1732,2020-11-30,Sutter,101,1
1733,2020-11-30,Tehama,103,1
1734,2020-11-30,Trinity,105,1
1735,2020-11-30,Tulare,107,1
1736,2020-11-30,Tuolumne,109,1
1737,2020-11-30,Ventura,111,1
1738,2020-11-30,Yolo,113,1
1739,2020-11-30,Yuba,115,1
1740,2020-11-23,Alameda,1,1
1741,2020-11-23,Alpine,3,4
1742,2020-11-23,Amador,5,2
1743,2020-11-23,Butte,7,1
1744,2020-11-23,Calaveras,9,3
1745,2020-11-23,Colusa,11,2
1746,2020-11-23,Contra Costa,13,1
1747,2020-11-23,Del Norte,15,2
1748,2020-11-23,El Dorado,17,1
1749,2020-11-23,Fresno,19,1
1750,2020-11-23,Glenn,21,1
1751,2020-11-23,Humboldt,23,2
1752,2020-11-23,Imperial,25,1
1753,2020-11-23,Inyo,27,3
1754,2020-11-23,Kern,29,1
1755,2020-11-23,Kings,31,1
1756,2020-11-23,Lake,33,2
1757,2020-11-23,Lassen,35,3
1758,2020-11-23,Los Angeles,37,1
1759,2020-11-23,Madera,39,1
1760,2020-11-23,Marin,41,2
1761,2020-11-23,Mariposa,43,4
1762,2020-11-23,Mendocino,45,1
1763,2020-11-23,Merced,47,1
1764,2020-11-23,Modoc,49,2
1765,2020-11-23,Mono,51,2
1766,2020-11-23,Monterey,53,1
1767,2020-11-23,Napa,55,1
1768,2020-11-23,Nevada,57,1
1769,2020-11-23,Orange,59,1
1770,2020-11-23,Placer,61,1
1771,2020-11-23,Plumas,63,2
1772,2020-11-23,Riverside,65,1
1773,2020-11-23,Sacramento,67,1
1774,2020-11-23,San Benito,69,1
1775,2020-11-23,San Bernardino,71,1
1776,2020-11-23,San Diego,73,1
1777,2020-11-23,San Francisco,75,2
1778,2020-11-23,San Joaquin,77,1
1779,2020-11-23,San Luis Obispo,79,1
1780,2020-11-23,San Mateo,81,2
1781,2020-11-23,Santa Barbara,83,1
1782,2020-11-23,Santa Clara,85,1
1783,2020-11-23,Santa Cruz,87,1
1784,2020-11-23,Shasta,89,1
1785,2020-11-23,Sierra,91,3
1786,2020-11-23,Siskiyou,93,1
1787,2020-11-23,Solano,95,1
1788,2020-11-23,Sonoma,97,1
1789,2020-11-23,Stanislaus,99,1
1790,2020-11-23,Sutter,101,1
1791,2020-11-23,Tehama,103,1
1792,2020-11-23,Trinity,105,1
1793,2020-11-23,Tulare,107,1
1794,2020-11-23,Tuolumne,109,1
1795,2020-11-23,Ventura,111,1
1796,2020-11-23,Yolo,113,1
1797,2020-11-23,Yuba,115,1
1798,2020-11-16,Alameda,1,1
1799,2020-11-16,Alpine,3,4
1800,2020-11-16,Amador,5,2
1801,2020-11-16,Butte,7,1
1802,2020-11-16,Calaveras,9,3
1803,2020-11-16,Colusa,11,2
1804,2020-11-16,Contra Costa,13,1
1805,2020-11-16,Del Norte,15,2
1806,2020-11-16,El Dorado,17,1
1807,2020-11-16,Fresno,19,1
1808,2020-11-16,Glenn,21,1
1809,2020-11-16,Humboldt,23,2
1810,2020-11-16,Imperial,25,1
1811,2020-11-16,Inyo,27,3
1812,2020-11-16,Kern,29,1
1813,2020-11-16,Kings,31,1
1814,2020-11-16,Lake,33,2
1815,2020-11-16,Lassen,35,3
1816,2020-11-16,Los Angeles,37,1
1817,2020-11-16,Madera,39,1
1818,2020-11-16,Marin,41,2
1819,2020-11-16,Mariposa,43,4
1820,2020-11-16,Mendocino,45,1
1821,2020-11-16,Merced,47,1
1822,2020-11-16,Modoc,49,2
1823,2020-11-16,Mono,51,2
1824,2020-11-16,Monterey,53,1
1825,2020-11-16,Napa,55,1
1826,2020-11-16,Nevada,57,1
1827,2020-11-16,Orange,59,1
1828,2020-11-16,Placer,61,1
1829,2020-11-16,Plumas,63,2
1830,2020-11-16,Riverside,65,1
1831,2020-11-16,Sacramento,67,1
1832,2020-11-16,San Benito,69,1
1833,2020-11-16,San Bernardino,71,1
1834,2020-11-16,San Diego,73,1
1835,2020-11-16,San Francisco,75,2
1836,2020-11-16,San Joaquin,77,1
1837,2020-11-16,San Luis Obispo,79,1
1838,2020-11-16,San Mateo,81,2
1839,2020-11-16,Santa Barbara,83,1
1840,2020-11-16,Santa Clara,85,1
1841,2020-11-16,Santa Cruz,87,1
1842,2020-11-16,Shasta,89,1
1843,2020-11-16,Sierra,91,3
1844,2020-11-16,Siskiyou,93,1
1845,2020-11-16,Solano,95,1
1846,2020-11-16,Sonoma,97,1
1847,2020-11-16,Stanislaus,99,1
1848,2020-11-16,Sutter,101,1
1849,2020-11-16,Tehama,103,1
1850,2020-11-16,Trinity,105,1
1851,2020-11-16,Tulare,107,1
1852,2020-11-16,Tuolumne,109,1
1853,2020-11-16,Ventura,111,1
1854,2020-11-16,Yolo,113,1
1855,2020-11-16,Yuba,115,1
1856,2020-11-09,Alameda,1,3
1857,2020-11-09,Alpine,3,4
1858,2020-11-09,Amador,5,3
1859,2020-11-09,Butte,7,3
1860,2020-11-09,Calaveras,9,4
1861,2020-11-09,Colusa,11,3
1862,2020-11-09,Contra Costa,13,3
1863,2020-11-09,Del Norte,15,3
1864,2020-11-09,El Dorado,17,3
1865,2020-11-09,Fresno,19,2
1866,2020-11-09,Glenn,21,2
1867,2020-11-09,Humboldt,23,4
1868,2020-11-09,Imperial,25,1
1869,2020-11-09,Inyo,27,3
1870,2020-11-09,Kern,29,2
1871,2020-11-09,Kings,31,2
1872,2020-11-09,Lake,33,2
1873,2020-11-09,Lassen,35,3
1874,2020-11-09,Los Angeles,37,1
1875,2020-11-09,Madera,39,1
1876,2020-11-09,Marin,41,3
1877,2020-11-09,Mariposa,43,4
1878,2020-11-09,Mendocino,45,2
1879,2020-11-09,Merced,47,2
1880,2020-11-09,Modoc,49,4
1881,2020-11-09,Mono,51,3
1882,2020-11-09,Monterey,53,1
1883,2020-11-09,Napa,55,3
1884,2020-11-09,Nevada,57,3
1885,2020-11-09,Orange,59,2
1886,2020-11-09,Placer,61,3
1887,2020-11-09,Plumas,63,3
1888,2020-11-09,Riverside,65,1
1889,2020-11-09,Sacramento,67,2
1890,2020-11-09,San Benito,69,2
1891,2020-11-09,San Bernardino,71,1
1892,2020-11-09,San Diego,73,2
1893,2020-11-09,San Francisco,75,4
1894,2020-11-09,San Joaquin,77,2
1895,2020-11-09,San Luis Obispo,79,2
1896,2020-11-09,San Mateo,81,3
1897,2020-11-09,Santa Barbara,83,2
1898,2020-11-09,Santa Clara,85,3
1899,2020-11-09,Santa Cruz,87,3
1900,2020-11-09,Shasta,89,1
1901,2020-11-09,Sierra,91,4
1902,2020-11-09,Siskiyou,93,4
1903,2020-11-09,Solano,95,2
1904,2020-11-09,Sonoma,97,1
1905,2020-11-09,Stanislaus,99,2
1906,2020-11-09,Sutter,101,2
1907,2020-11-09,Tehama,103,1
1908,2020-11-09,Trinity,105,4
1909,2020-11-09,Tulare,107,1
1910,2020-11-09,Tuolumne,109,3
1911,2020-11-09,Ventura,111,2
1912,2020-11-09,Yolo,113,2
1913,2020-11-09,Yuba,115,2
1914,2020-11-02,Alameda,1,3
1915,2020-11-02,Alpine,3,4
1916,2020-11-02,Amador,5,3
1917,2020-11-02,Butte,7,3
1918,2020-11-02,Calaveras,9,4
1919,2020-11-02,Colusa,11,2
1920,2020-11-02,Contra Costa,13,3
1921,2020-11-02,Del Norte,15,3
1922,2020-11-02,El Dorado,17,3
1923,2020-11-02,Fresno,19,2
1924,2020-11-02,Glenn,21,2
1925,2020-11-02,Humboldt,23,4
1926,2020-11-02,Imperial,25,1
1927,2020-11-02,Inyo,27,3
1928,2020-11-02,Kern,29,2
1929,2020-11-02,Kings,31,2
1930,2020-11-02,Lake,33,2
1931,2020-11-02,Lassen,35,3
1932,2020-11-02,Los Angeles,37,1
1933,2020-11-02,Madera,39,1
1934,2020-11-02,Marin,41,3
1935,2020-11-02,Mariposa,43,4
1936,2020-11-02,Mendocino,45,2
1937,2020-11-02,Merced,47,2
1938,2020-11-02,Modoc,49,4
1939,2020-11-02,Mono,51,3
1940,2020-11-02,Monterey,53,1
1941,2020-11-02,Napa,55,3
1942,2020-11-02,Nevada,57,3
1943,2020-11-02,Orange,59,2
1944,2020-11-02,Placer,61,3
1945,2020-11-02,Plumas,63,4
1946,2020-11-02,Riverside,65,1
1947,2020-11-02,Sacramento,67,2
1948,2020-11-02,San Benito,69,2
1949,2020-11-02,San Bernardino,71,1
1950,2020-11-02,San Diego,73,2
1951,2020-11-02,San Francisco,75,4
1952,2020-11-02,San Joaquin,77,2
1953,2020-11-02,San Luis Obispo,79,2
1954,2020-11-02,San Mateo,81,3
1955,2020-11-02,Santa Barbara,83,2
1956,2020-11-02,Santa Clara,85,3
1957,2020-11-02,Santa Cruz,87,3
1958,2020-11-02,Shasta,89,2
1959,2020-11-02,Sierra,91,4
1960,2020-11-02,Siskiyou,93,4
1961,2020-11-02,Solano,95,2
1962,2020-11-02,Sonoma,97,1
1963,2020-11-02,Stanislaus,99,2
1964,2020-11-02,Sutter,101,2
1965,2020-11-02,Tehama,103,1
1966,2020-11-02,Trinity,105,4
1967,2020-11-02,Tulare,107,1
1968,2020-11-02,Tuolumne,109,3
1969,2020-11-02,Ventura,111,2
1970,2020-11-02,Yolo,113,2
1971,2020-11-02,Yuba,115,2
1972,2020-10-26,Alameda,1,3
1973,2020-10-26,Alpine,3,4
1974,2020-10-26,Amador,5,3
1975,2020-10-26,Butte,7,3
1976,2020-10-26,Calaveras,9,3
1977,2020-10-26,Colusa,11,2
1978,2020-10-26,Contra Costa,13,2
1979,2020-10-26,Del Norte,15,3
1980,2020-10-26,El Dorado,17,3
1981,2020-10-26,Fresno,19,2
1982,2020-10-26,Glenn,21,1
1983,2020-10-26,Humboldt,23,4
1984,2020-10-26,Imperial,25,1
1985,2020-10-26,Inyo,27,3
1986,2020-10-26,Kern,29,2
1987,2020-10-26,Kings,31,2
1988,2020-10-26,Lake,33,2
1989,2020-10-26,Lassen,35,3
1990,2020-10-26,Los Angeles,37,1
1991,2020-10-26,Madera,39,1
1992,2020-10-26,Marin,41,2
1993,2020-10-26,Mariposa,43,4
1994,2020-10-26,Mendocino,45,1
1995,2020-10-26,Merced,47,2
1996,2020-10-26,Modoc,49,4
1997,2020-10-26,Mono,51,3
1998,2020-10-26,Monterey,53,1
1999,2020-10-26,Napa,55,3
2000,2020-10-26,Nevada,57,3
2001,2020-10-26,Orange,59,2
2002,2020-10-26,Placer,61,3
2003,2020-10-26,Plumas,63,4
2004,2020-10-26,Riverside,65,1
2005,2020-10-26,Sacramento,67,2
2006,2020-10-26,San Benito,69,2
2007,2020-10-26,San Bernardino,71,1
2008,2020-10-26,San Diego,73,2
2009,2020-10-26,San Francisco,75,4
2010,2020-10-26,San Joaquin,77,2
2011,2020-10-26,San Luis Obispo,79,2
2012,2020-10-26,San Mateo,81,2
2013,2020-10-26,Santa Barbara,83,2
2014,2020-10-26,Santa Clara,85,3
2015,2020-10-26,Santa Cruz,87,2
2016,2020-10-26,Shasta,89,1
2017,2020-10-26,Sierra,91,4
2018,2020-10-26,Siskiyou,93,4
2019,2020-10-26,Solano,95,2
2020,2020-10-26,Sonoma,97,1
2021,2020-10-26,Stanislaus,99,2
2022,2020-10-26,Sutter,101,2
2023,2020-10-26,Tehama,103,1
2024,2020-10-26,Trinity,105,4
2025,2020-10-26,Tulare,107,1
2026,2020-10-26,Tuolumne,109,3
2027,2020-10-26,Ventura,111,2
2028,2020-10-26,Yolo,113,2
2029,2020-10-26,Yuba,115,2
2030,2020-10-19,Alameda,1,3
2031,2020-10-19,Alpine,3,4
2032,2020-10-19,Amador,5,3
2033,2020-10-19,Butte,7,2
2034,2020-10-19,Calaveras,9,3
2035,2020-10-19,Colusa,11,2
2036,2020-10-19,Contra Costa,13,2
2037,2020-10-19,Del Norte,15,3
2038,2020-10-19,El Dorado,17,3
2039,2020-10-19,Fresno,19,2
2040,2020-10-19,Glenn,21,1
2041,2020-10-19,Humboldt,23,4
2042,2020-10-19,Imperial,25,1
2043,2020-10-19,Inyo,27,3
2044,2020-10-19,Kern,29,2
2045,2020-10-19,Kings,31,2
2046,2020-10-19,Lake,33,2
2047,2020-10-19,Lassen,35,3
2048,2020-10-19,Los Angeles,37,1
2049,2020-10-19,Madera,39,1
2050,2020-10-19,Marin,41,2
2051,2020-10-19,Mariposa,43,4
2052,2020-10-19,Mendocino,45,1
2053,2020-10-19,Merced,47,2
2054,2020-10-19,Modoc,49,4
2055,2020-10-19,Mono,51,3
2056,2020-10-19,Monterey,53,1
2057,2020-10-19,Napa,55,2
2058,2020-10-19,Nevada,57,3
2059,2020-10-19,Orange,59,2
2060,2020-10-19,Placer,61,3
2061,2020-10-19,Plumas,63,4
2062,2020-10-19,Riverside,65,2
2063,2020-10-19,Sacramento,67,2
2064,2020-10-19,San Benito,69,2
2065,2020-10-19,San Bernardino,71,1
2066,2020-10-19,San Diego,73,2
2067,2020-10-19,San Francisco,75,3
2068,2020-10-19,San Joaquin,77,2
2069,2020-10-19,San Luis Obispo,79,2
2070,2020-10-19,San Mateo,81,2
2071,2020-10-19,Santa Barbara,83,2
2072,2020-10-19,Santa Clara,85,3
2073,2020-10-19,Santa Cruz,87,2
2074,2020-10-19,Shasta,89,2
2075,2020-10-19,Sierra,91,4
2076,2020-10-19,Siskiyou,93,4
2077,2020-10-19,Solano,95,2
2078,2020-10-19,Sonoma,97,1
2079,2020-10-19,Stanislaus,99,2
2080,2020-10-19,Sutter,101,2
2081,2020-10-19,Tehama,103,1
2082,2020-10-19,Trinity,105,4
2083,2020-10-19,Tulare,107,1
2084,2020-10-19,Tuolumne,109,3
2085,2020-10-19,Ventura,111,2
2086,2020-10-19,Yolo,113,2
2087,2020-10-19,Yuba,115,2
2088,2020-10-12,Alameda,1,2
2089,2020-10-12,Alpine,3,4
2090,2020-10-12,Amador,5,3
2091,2020-10-12,Butte,7,2
2092,2020-10-12,Calaveras,9,3
2093,2020-10-12,Colusa,11,1
2094,2020-10-12,Contra Costa,13,2
2095,2020-10-12,Del Norte,15,3
2096,2020-10-12,El Dorado,17,3
2097,2020-10-12,Fresno,19,2
2098,2020-10-12,Glenn,21,1
2099,2020-10-12,Humboldt,23,4
2100,2020-10-12,Imperial,25,1
2101,2020-10-12,Inyo,27,3
2102,2020-10-12,Kern,29,1
2103,2020-10-12,Kings,31,1
2104,2020-10-12,Lake,33,2
2105,2020-10-12,Lassen,35,3
2106,2020-10-12,Los Angeles,37,1
2107,2020-10-12,Madera,39,1
2108,2020-10-12,Marin,41,2
2109,2020-10-12,Mariposa,43,4
2110,2020-10-12,Mendocino,45,1
2111,2020-10-12,Merced,47,2
2112,2020-10-12,Modoc,49,4
2113,2020-10-12,Mono,51,3
2114,2020-10-12,Monterey,53,1
2115,2020-10-12,Napa,55,2
2116,2020-10-12,Nevada,57,3
2117,2020-10-12,Orange,59,2
2118,2020-10-12,Placer,61,2
2119,2020-10-12,Plumas,63,4
2120,2020-10-12,Riverside,65,2
2121,2020-10-12,Sacramento,67,2
2122,2020-10-12,San Benito,69,1
2123,2020-10-12,San Bernardino,71,1
2124,2020-10-12,San Diego,73,2
2125,2020-10-12,San Francisco,75,3
2126,2020-10-12,San Joaquin,77,2
2127,2020-10-12,San Luis Obispo,79,2
2128,2020-10-12,San Mateo,81,2
2129,2020-10-12,Santa Barbara,83,2
2130,2020-10-12,Santa Clara,85,2
2131,2020-10-12,Santa Cruz,87,2
2132,2020-10-12,Shasta,89,2
2133,2020-10-12,Sierra,91,3
2134,2020-10-12,Siskiyou,93,4
2135,2020-10-12,Solano,95,2
2136,2020-10-12,Sonoma,97,1
2137,2020-10-12,Stanislaus,99,1
2138,2020-10-12,Sutter,101,1
2139,2020-10-12,Tehama,103,1
2140,2020-10-12,Trinity,105,4
2141,2020-10-12,Tulare,107,1
2142,2020-10-12,Tuolumne,109,3
2143,2020-10-12,Ventura,111,2
2144,2020-10-12,Yolo,113,2
2145,2020-10-12,Yuba,115,2
2146,2020-10-05,Alameda,1,2
2147,2020-10-05,Alpine,3,4
2148,2020-10-05,Amador,5,3
2149,2020-10-05,Butte,7,2
2150,2020-10-05,Calaveras,9,3
2151,2020-10-05,Colusa,11,1
2152,2020-10-05,Contra Costa,13,2
2153,2020-10-05,Del Norte,15,3
2154,2020-10-05,El Dorado,17,3
2155,2020-10-05,Fresno,19,2
2156,2020-10-05,Glenn,21,1
2157,2020-10-05,Humboldt,23,3
2158,2020-10-05,Imperial,25,1
2159,2020-10-05,Inyo,27,2
2160,2020-10-05,Kern,29,1
2161,2020-10-05,Kings,31,1
2162,2020-10-05,Lake,33,2
2163,2020-10-05,Lassen,35,3
2164,2020-10-05,Los Angeles,37,1
2165,2020-10-05,Madera,39,1
2166,2020-10-05,Marin,41,2
2167,2020-10-05,Mariposa,43,4
2168,2020-10-05,Mendocino,45,1
2169,2020-10-05,Merced,47,1
2170,2020-10-05,Modoc,49,4
2171,2020-10-05,Mono,51,3
2172,2020-10-05,Monterey,53,1
2173,2020-10-05,Napa,55,2
2174,2020-10-05,Nevada,57,3
2175,2020-10-05,Orange,59,2
2176,2020-10-05,Placer,61,2
2177,2020-10-05,Plumas,63,3
2178,2020-10-05,Riverside,65,2
2179,2020-10-05,Sacramento,67,2
2180,2020-10-05,San Benito,69,1
2181,2020-10-05,San Bernardino,71,1
2182,2020-10-05,San Diego,73,2
2183,2020-10-05,San Francisco,75,3
2184,2020-10-05,San Joaquin,77,2
2185,2020-10-05,San Luis Obispo,79,2
2186,2020-10-05,San Mateo,81,2
2187,2020-10-05,Santa Barbara,83,2
2188,2020-10-05,Santa Clara,85,2
2189,2020-10-05,Santa Cruz,87,2
2190,2020-10-05,Shasta,89,3
2191,2020-10-05,Sierra,91,3
2192,2020-10-05,Siskiyou,93,3
2193,2020-10-05,Solano,95,2
2194,2020-10-05,Sonoma,97,1
2195,2020-10-05,Stanislaus,99,1
2196,2020-10-05,Sutter,101,1
2197,2020-10-05,Tehama,103,2
2198,2020-10-05,Trinity,105,3
2199,2020-10-05,Tulare,107,1
2200,2020-10-05,Tuolumne,109,3
2201,2020-10-05,Ventura,111,1
2202,2020-10-05,Yolo,113,2
2203,2020-10-05,Yuba,115,1
2204,2020-09-28,Alameda,1,2
2205,2020-09-28,Alpine,3,4
2206,2020-09-28,Amador,5,2
2207,2020-09-28,Butte,7,1
2208,2020-09-28,Calaveras,9,2
2209,2020-09-28,Colusa,11,1
2210,2020-09-28,Contra Costa,13,1
2211,2020-09-28,Del Norte,15,3
2212,2020-09-28,El Dorado,17,3
2213,2020-09-28,Fresno,19,1
2214,2020-09-28,Glenn,21,1
2215,2020-09-28,Humboldt,23,3
2216,2020-09-28,Imperial,25,1
2217,2020-09-28,Inyo,27,2
2218,2020-09-28,Kern,29,1
2219,2020-09-28,Kings,31,1
2220,2020-09-28,Lake,33,2
2221,2020-09-28,Lassen,35,3
2222,2020-09-28,Los Angeles,37,1
2223,2020-09-28,Madera,39,1
2224,2020-09-28,Marin,41,2
2225,2020-09-28,Mariposa,43,4
2226,2020-09-28,Mendocino,45,1
2227,2020-09-28,Merced,47,1
2228,2020-09-28,Modoc,49,4
2229,2020-09-28,Mono,51,3
2230,2020-09-28,Monterey,53,1
2231,2020-09-28,Napa,55,2
2232,2020-09-28,Nevada,57,3
2233,2020-09-28,Orange,59,2
2234,2020-09-28,Placer,61,2
2235,2020-09-28,Plumas,63,3
2236,2020-09-28,Riverside,65,2
2237,2020-09-28,Sacramento,67,1
2238,2020-09-28,San Benito,69,1
2239,2020-09-28,San Bernardino,71,1
2240,2020-09-28,San Diego,73,2
2241,2020-09-28,San Francisco,75,2
2242,2020-09-28,San Joaquin,77,1
2243,2020-09-28,San Luis Obispo,79,2
2244,2020-09-28,San Mateo,81,2
2245,2020-09-28,Santa Barbara,83,1
2246,2020-09-28,Santa Clara,85,2
2247,2020-09-28,Santa Cruz,87,2
2248,2020-09-28,Shasta,89,3
2249,2020-09-28,Sierra,91,3
2250,2020-09-28,Siskiyou,93,3
2251,2020-09-28,Solano,95,2
2252,2020-09-28,Sonoma,97,1
2253,2020-09-28,Stanislaus,99,1
2254,2020-09-28,Sutter,101,1
2255,2020-09-28,Tehama,103,2
2256,2020-09-28,Trinity,105,3
2257,2020-09-28,Tulare,107,1
2258,2020-09-28,Tuolumne,109,3
2259,2020-09-28,Ventura,111,1
2260,2020-09-28,Yolo,113,1
2261,2020-09-28,Yuba,115,1
2262,2020-09-21,Alameda,1,1
2263,2020-09-21,Alpine,3,4
2264,2020-09-21,Amador,5,2
2265,2020-09-21,Butte,7,1
2266,2020-09-21,Calaveras,9,2
2267,2020-09-21,Colusa,11,1
2268,2020-09-21,Contra Costa,13,1
2269,2020-09-21,Del Norte,15,3
2270,2020-09-21,El Dorado,17,2
2271,2020-09-21,Fresno,19,1
2272,2020-09-21,Glenn,21,1
2273,2020-09-21,Humboldt,23,3
2274,2020-09-21,Imperial,25,1
2275,2020-09-21,Inyo,27,2
2276,2020-09-21,Kern,29,1
2277,2020-09-21,Kings,31,1
2278,2020-09-21,Lake,33,2
2279,2020-09-21,Lassen,35,2
2280,2020-09-21,Los Angeles,37,1
2281,2020-09-21,Madera,39,1
2282,2020-09-21,Marin,41,2
2283,2020-09-21,Mariposa,43,3
2284,2020-09-21,Mendocino,45,1
2285,2020-09-21,Merced,47,1
2286,2020-09-21,Modoc,49,4
2287,2020-09-21,Mono,51,3
2288,2020-09-21,Monterey,53,1
2289,2020-09-21,Napa,55,2
2290,2020-09-21,Nevada,57,2
2291,2020-09-21,Orange,59,2
2292,2020-09-21,Placer,61,2
2293,2020-09-21,Plumas,63,3
2294,2020-09-21,Riverside,65,1
2295,2020-09-21,Sacramento,67,1
2296,2020-09-21,San Benito,69,1
2297,2020-09-21,San Bernardino,71,1
2298,2020-09-21,San Diego,73,2
2299,2020-09-21,San Francisco,75,2
2300,2020-09-21,San Joaquin,77,1
2301,2020-09-21,San Luis Obispo,79,1
2302,2020-09-21,San Mateo,81,1
2303,2020-09-21,Santa Barbara,83,1
2304,2020-09-21,Santa Clara,85,2
2305,2020-09-21,Santa Cruz,87,2
2306,2020-09-21,Shasta,89,3
2307,2020-09-21,Sierra,91,2
2308,2020-09-21,Siskiyou,93,3
2309,2020-09-21,Solano,95,1
2310,2020-09-21,Sonoma,97,1
2311,2020-09-21,Stanislaus,99,1
2312,2020-09-21,Sutter,101,1
2313,2020-09-21,Tehama,103,2
2314,2020-09-21,Trinity,105,3
2315,2020-09-21,Tulare,107,1
2316,2020-09-21,Tuolumne,109,3
2317,2020-09-21,Ventura,111,1
2318,2020-09-21,Yolo,113,1
2319,2020-09-21,Yuba,115,1
2320,2020-09-14,Alameda,1,1
2321,2020-09-14,Alpine,3,4
2322,2020-09-14,Amador,5,2
2323,2020-09-14,Butte,7,1
2324,2020-09-14,Calaveras,9,2
2325,2020-09-14,Colusa,11,1
2326,2020-09-14,Contra Costa,13,1
2327,2020-09-14,Del Norte,15,3
2328,2020-09-14,El Dorado,17,2
2329,2020-09-14,Fresno,19,1
2330,2020-09-14,Glenn,21,1
2331,2020-09-14,Humboldt,23,3
2332,2020-09-14,Imperial,25,1
2333,2020-09-14,Inyo,27,1
2334,2020-09-14,Kern,29,1
2335,2020-09-14,Kings,31,1
2336,2020-09-14,Lake,33,2
2337,2020-09-14,Lassen,35,2
2338,2020-09-14,Los Angeles,37,1
2339,2020-09-14,Madera,39,1
2340,2020-09-14,Marin,41,1
2341,2020-09-14,Mariposa,43,3
2342,2020-09-14,Mendocino,45,1
2343,2020-09-14,Merced,47,1
2344,2020-09-14,Modoc,49,4
2345,2020-09-14,Mono,51,3
2346,2020-09-14,Monterey,53,1
2347,2020-09-14,Napa,55,2
2348,2020-09-14,Nevada,57,2
2349,2020-09-14,Orange,59,2
2350,2020-09-14,Placer,61,2
2351,2020-09-14,Plumas,63,3
2352,2020-09-14,Riverside,65,1
2353,2020-09-14,Sacramento,67,1
2354,2020-09-14,San Benito,69,1
2355,2020-09-14,San Bernardino,71,1
2356,2020-09-14,San Diego,73,2
2357,2020-09-14,San Francisco,75,2
2358,2020-09-14,San Joaquin,77,1
2359,2020-09-14,San Luis Obispo,79,1
2360,2020-09-14,San Mateo,81,1
2361,2020-09-14,Santa Barbara,83,1
2362,2020-09-14,Santa Clara,85,2
2363,2020-09-14,Santa Cruz,87,2
2364,2020-09-14,Shasta,89,3
2365,2020-09-14,Sierra,91,2
2366,2020-09-14,Siskiyou,93,3
2367,2020-09-14,Solano,95,1
2368,2020-09-14,Sonoma,97,1
2369,2020-09-14,Stanislaus,99,1
2370,2020-09-14,Sutter,101,1
2371,2020-09-14,Tehama,103,1
2372,2020-09-14,Trinity,105,3
2373,2020-09-14,Tulare,107,1
2374,2020-09-14,Tuolumne,109,3
2375,2020-09-14,Ventura,111,1
2376,2020-09-14,Yolo,113,1
2377,2020-09-14,Yuba,115,1
2378,2020-09-07,Alameda,1,1
2379,2020-09-07,Alpine,3,4
2380,2020-09-07,Amador,5,1
2381,2020-09-07,Butte,7,1
2382,2020-09-07,Calaveras,9,2
2383,2020-09-07,Colusa,11,1
2384,2020-09-07,Contra Costa,13,1
2385,2020-09-07,Del Norte,15,3
2386,2020-09-07,El Dorado,17,2
2387,2020-09-07,Fresno,19,1
2388,2020-09-07,Glenn,21,1
2389,2020-09-07,Humboldt,23,3
2390,2020-09-07,Imperial,25,1
2391,2020-09-07,Inyo,27,1
2392,2020-09-07,Kern,29,1
2393,2020-09-07,Kings,31,1
2394,2020-09-07,Lake,33,2
