Time,wht_CumulativeDeaths,wht_population,wht_deaths,wht_death_pctof_racepop,blk_CumulativeDeaths,blk_population,blk_deaths,blk_death_pctof_racepop,ltn_CumulativeDeaths,ltn_population,ltn_deaths,ltn_death_pctof_racepop,asn_CumulativeDeaths,asn_population,asn_deaths,asn_death_pctof_racepop,tier_status,tier_decrease,tier_increase
29-Aug-2020,18,354423,0,0,9,43782,0,0,26,133314,0.428571428571429,0.000321475185330444,32,298108,0.428571428571429,0.000143763813306395,5,0,0
30-Aug-2020,18,354423,0,0,9,43782,0,0,26,133314,0.285714285714286,0.000214316790220296,32,298108,0.428571428571429,0.000143763813306395,5,0,0
31-Aug-2020,18,354423,0,0,9,43782,0,0,27,133314,0.142857142857143,0.000107158395110148,33,298108,0.571428571428571,0.000191685084408527,2,1,0
01-Sep-2020,18,354423,0,0,9,43782,0,0,27,133314,0.142857142857143,0.000107158395110148,34,298108,0.571428571428571,0.000191685084408527,2,0,0
02-Sep-2020,18,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,27,133314,0.285714285714286,0.000214316790220296,34,298108,0.428571428571429,0.000143763813306395,2,0,0
03-Sep-2020,18,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,27,133314,0.428571428571429,0.000321475185330444,35,298108,0.428571428571429,0.000143763813306395,2,0,0
04-Sep-2020,18,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,27,133314,0.285714285714286,0.000214316790220296,35,298108,0.428571428571429,0.000143763813306395,2,0,0
05-Sep-2020,19,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,28,133314,0.428571428571429,0.000321475185330444,35,298108,0.285714285714286,9.58425422042634e-05,2,0,0
06-Sep-2020,19,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,29,133314,0.428571428571429,0.000321475185330444,35,298108,0.428571428571429,0.000143763813306395,2,0,0
07-Sep-2020,19,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,29,133314,0.571428571428571,0.000428633580440592,36,298108,0.571428571428571,0.000191685084408527,2,0,0
08-Sep-2020,19,354423,0.428571428571429,0.000120920885092511,9,43782,0,0,30,133314,0.571428571428571,0.000428633580440592,36,298108,0.571428571428571,0.000191685084408527,2,0,0
09-Sep-2020,20,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,30,133314,0.428571428571429,0.000321475185330444,37,298108,0.714285714285714,0.000239606355510659,2,0,0
10-Sep-2020,20,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,31,133314,0.285714285714286,0.000214316790220296,39,298108,0.714285714285714,0.000239606355510659,2,0,0
11-Sep-2020,21,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,31,133314,0.285714285714286,0.000214316790220296,39,298108,0.571428571428571,0.000191685084408527,2,0,0
12-Sep-2020,21,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,31,133314,0.142857142857143,0.000107158395110148,40,298108,0.571428571428571,0.000191685084408527,2,0,0
13-Sep-2020,21,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,31,133314,0.142857142857143,0.000107158395110148,40,298108,0.571428571428571,0.000191685084408527,2,0,0
14-Sep-2020,21,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,31,133314,0,0,40,298108,0.571428571428571,0.000191685084408527,2,0,0
15-Sep-2020,21,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,31,133314,0,0,40,298108,0.571428571428571,0.000191685084408527,2,0,0
16-Sep-2020,21,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,31,133314,0,0,41,298108,0.428571428571429,0.000143763813306395,2,0,0
17-Sep-2020,21,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,31,133314,0,0,43,298108,0.571428571428571,0.000191685084408527,2,0,0
18-Sep-2020,22,354423,0.142857142857143,4.03069616975035e-05,9,43782,0,0,31,133314,0,0,43,298108,0.571428571428571,0.000191685084408527,2,0,0
19-Sep-2020,22,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,31,133314,0,0,43,298108,0.714285714285714,0.000239606355510659,2,0,0
20-Sep-2020,22,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,31,133314,0.142857142857143,0.000107158395110148,44,298108,0.571428571428571,0.000191685084408527,2,0,0
21-Sep-2020,22,354423,0.428571428571429,0.000120920885092511,9,43782,0,0,31,133314,0.285714285714286,0.000214316790220296,44,298108,0.285714285714286,9.58425422042634e-05,2,0,0
22-Sep-2020,23,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,31,133314,0.285714285714286,0.000214316790220296,45,298108,0.571428571428571,0.000191685084408527,2,0,0
23-Sep-2020,23,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,32,133314,0.285714285714286,0.000214316790220296,45,298108,0.571428571428571,0.000191685084408527,2,0,0
24-Sep-2020,24,354423,0.285714285714286,8.0613923395007e-05,9,43782,0,0,33,133314,0.285714285714286,0.000214316790220296,45,298108,0.428571428571429,0.000143763813306395,2,0,0
25-Sep-2020,24,354423,0.428571428571429,0.000120920885092511,9,43782,0.142857142857143,0.000326291952987855,33,133314,0.285714285714286,0.000214316790220296,47,298108,0.571428571428571,0.000191685084408527,2,0,0
26-Sep-2020,24,354423,0.428571428571429,0.000120920885092511,9,43782,0.142857142857143,0.000326291952987855,33,133314,0.285714285714286,0.000214316790220296,47,298108,0.428571428571429,0.000143763813306395,2,0,0
27-Sep-2020,24,354423,0.428571428571429,0.000120920885092511,9,43782,0.142857142857143,0.000326291952987855,33,133314,0.142857142857143,0.000107158395110148,47,298108,0.428571428571429,0.000143763813306395,2,0,0
28-Sep-2020,25,354423,0.714285714285714,0.000201534808487518,10,43782,0.142857142857143,0.000326291952987855,33,133314,0,0,48,298108,0.571428571428571,0.000191685084408527,2,0,0
29-Sep-2020,26,354423,1,0.000282148731882525,10,43782,0.142857142857143,0.000326291952987855,33,133314,0,0,48,298108,0.285714285714286,9.58425422042634e-05,2,0,0
30-Sep-2020,26,354423,1,0.000282148731882525,10,43782,0.142857142857143,0.000326291952987855,33,133314,0,0,48,298108,0.285714285714286,9.58425422042634e-05,2,0,0
01-Oct-2020,29,354423,1.14285714285714,0.000322455693580028,10,43782,0.142857142857143,0.000326291952987855,33,133314,0,0,49,298108,0.857142857142857,0.00028752762661279,2,0,0
02-Oct-2020,31,354423,1.14285714285714,0.000322455693580028,10,43782,0,0,33,133314,0.142857142857143,0.000107158395110148,49,298108,0.714285714285714,0.000239606355510659,2,0,0
03-Oct-2020,31,354423,1,0.000282148731882525,10,43782,0,0,33,133314,0.142857142857143,0.000107158395110148,49,298108,0.714285714285714,0.000239606355510659,2,0,0
04-Oct-2020,32,354423,1,0.000282148731882525,10,43782,0,0,33,133314,0.142857142857143,0.000107158395110148,53,298108,0.714285714285714,0.000239606355510659,2,0,0
05-Oct-2020,33,354423,0.714285714285714,0.000201534808487518,10,43782,0,0,34,133314,0.285714285714286,0.000214316790220296,53,298108,0.571428571428571,0.000191685084408527,3,0,1
06-Oct-2020,33,354423,0.571428571428571,0.000161227846790014,10,43782,0,0,34,133314,0.285714285714286,0.000214316790220296,53,298108,0.857142857142857,0.00028752762661279,3,0,0
07-Oct-2020,33,354423,0.571428571428571,0.000161227846790014,10,43782,0,0,34,133314,0.428571428571429,0.000321475185330444,53,298108,1.14285714285714,0.000383370168817054,3,0,0
08-Oct-2020,34,354423,0.571428571428571,0.000161227846790014,10,43782,0,0,35,133314,0.428571428571429,0.000321475185330444,53,298108,0.571428571428571,0.000191685084408527,3,0,0
09-Oct-2020,35,354423,0.428571428571429,0.000120920885092511,10,43782,0,0,35,133314,0.285714285714286,0.000214316790220296,55,298108,0.571428571428571,0.000191685084408527,3,0,0
10-Oct-2020,35,354423,0.428571428571429,0.000120920885092511,10,43782,0,0,36,133314,0.285714285714286,0.000214316790220296,57,298108,0.571428571428571,0.000191685084408527,3,0,0
11-Oct-2020,36,354423,0.571428571428571,0.000161227846790014,10,43782,0,0,36,133314,0.285714285714286,0.000214316790220296,57,298108,0.571428571428571,0.000191685084408527,3,0,0
12-Oct-2020,36,354423,0.428571428571429,0.000120920885092511,10,43782,0,0,36,133314,0.142857142857143,0.000107158395110148,57,298108,0.571428571428571,0.000191685084408527,3,0,0
13-Oct-2020,36,354423,0.285714285714286,8.0613923395007e-05,10,43782,0,0,36,133314,0.142857142857143,0.000107158395110148,57,298108,0.285714285714286,9.58425422042634e-05,3,0,0
14-Oct-2020,37,354423,0.285714285714286,8.0613923395007e-05,10,43782,0,0,36,133314,0,0,57,298108,0,0,3,0,0
15-Oct-2020,37,354423,0.142857142857143,4.03069616975035e-05,10,43782,0.142857142857143,0.000326291952987855,36,133314,0,0,57,298108,0,0,3,0,0
16-Oct-2020,37,354423,0.285714285714286,8.0613923395007e-05,10,43782,0.142857142857143,0.000326291952987855,36,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
17-Oct-2020,37,354423,0.285714285714286,8.0613923395007e-05,10,43782,0.142857142857143,0.000326291952987855,36,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
18-Oct-2020,37,354423,0.142857142857143,4.03069616975035e-05,11,43782,0.142857142857143,0.000326291952987855,36,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
19-Oct-2020,38,354423,0.142857142857143,4.03069616975035e-05,11,43782,0.142857142857143,0.000326291952987855,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
20-Oct-2020,38,354423,0.142857142857143,4.03069616975035e-05,11,43782,0.142857142857143,0.000326291952987855,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
21-Oct-2020,38,354423,0.285714285714286,8.0613923395007e-05,11,43782,0.142857142857143,0.000326291952987855,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
22-Oct-2020,38,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,3,0,0
23-Oct-2020,38,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,37,133314,0,0,57,298108,0,0,3,0,0
24-Oct-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,37,133314,0,0,57,298108,0,0,3,0,0
25-Oct-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,37,133314,0,0,57,298108,0,0,3,0,0
26-Oct-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,37,133314,0,0,57,298108,0,0,4,0,1
27-Oct-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,37,133314,0,0,57,298108,0,0,4,0,0
28-Oct-2020,39,354423,0,0,11,43782,0,0,37,133314,0,0,57,298108,0,0,4,0,0
29-Oct-2020,39,354423,0,0,11,43782,0,0,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
30-Oct-2020,39,354423,0,0,11,43782,0,0,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
31-Oct-2020,39,354423,0,0,11,43782,0,0,37,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
01-Nov-2020,39,354423,0,0,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
02-Nov-2020,39,354423,0,0,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
03-Nov-2020,39,354423,0,0,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
04-Nov-2020,39,354423,0,0,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,57,298108,0,0,4,0,0
05-Nov-2020,39,354423,0,0,11,43782,0,0,38,133314,0,0,57,298108,0,0,4,0,0
06-Nov-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0,0,57,298108,0.142857142857143,4.79212711021317e-05,4,0,0
07-Nov-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0,0,57,298108,0.142857142857143,4.79212711021317e-05,4,0,0
08-Nov-2020,39,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0,0,57,298108,0.142857142857143,4.79212711021317e-05,4,0,0
09-Nov-2020,40,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0,0,58,298108,0.285714285714286,9.58425422042634e-05,4,0,0
10-Nov-2020,40,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0,0,58,298108,0.285714285714286,9.58425422042634e-05,4,0,0
11-Nov-2020,40,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,58,298108,0.285714285714286,9.58425422042634e-05,4,0,0
12-Nov-2020,40,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,59,298108,0.285714285714286,9.58425422042634e-05,4,0,0
13-Nov-2020,40,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,38,133314,0.142857142857143,0.000107158395110148,59,298108,0.142857142857143,4.79212711021317e-05,4,0,0
14-Nov-2020,40,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,59,298108,0.285714285714286,9.58425422042634e-05,4,0,0
15-Nov-2020,41,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,59,298108,0.285714285714286,9.58425422042634e-05,4,0,0
16-Nov-2020,41,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,59,298108,0.142857142857143,4.79212711021317e-05,2,1,0
17-Nov-2020,41,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
18-Nov-2020,42,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0,0,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
19-Nov-2020,42,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0,0,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
20-Nov-2020,42,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0,0,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
21-Nov-2020,42,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0,0,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
22-Nov-2020,42,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0,0,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
23-Nov-2020,43,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0,0,60,298108,0.142857142857143,4.79212711021317e-05,2,0,0
24-Nov-2020,43,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0,0,61,298108,0.142857142857143,4.79212711021317e-05,2,0,0
25-Nov-2020,43,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0,0,61,298108,0.285714285714286,9.58425422042634e-05,2,0,0
26-Nov-2020,43,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0,0,61,298108,0.285714285714286,9.58425422042634e-05,2,0,0
27-Nov-2020,43,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0,0,61,298108,0.428571428571429,0.000143763813306395,2,0,0
28-Nov-2020,43,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,62,298108,0.285714285714286,9.58425422042634e-05,2,0,0
29-Nov-2020,44,354423,0.142857142857143,4.03069616975035e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,62,298108,0.285714285714286,9.58425422042634e-05,2,0,0
30-Nov-2020,44,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,39,133314,0.142857142857143,0.000107158395110148,63,298108,0.285714285714286,9.58425422042634e-05,1,1,0
01-Dec-2020,44,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,40,133314,0.285714285714286,0.000214316790220296,63,298108,0.285714285714286,9.58425422042634e-05,1,0,0
02-Dec-2020,44,354423,0.428571428571429,0.000120920885092511,11,43782,0,0,40,133314,0.285714285714286,0.000214316790220296,63,298108,0.142857142857143,4.79212711021317e-05,1,0,0
03-Dec-2020,45,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,40,133314,0.285714285714286,0.000214316790220296,63,298108,0.142857142857143,4.79212711021317e-05,1,0,0
04-Dec-2020,45,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,41,133314,0.285714285714286,0.000214316790220296,63,298108,0.142857142857143,4.79212711021317e-05,1,0,0
05-Dec-2020,46,354423,0.285714285714286,8.0613923395007e-05,11,43782,0,0,41,133314,0.142857142857143,0.000107158395110148,63,298108,0.142857142857143,4.79212711021317e-05,1,0,0
06-Dec-2020,46,354423,0.428571428571429,0.000120920885092511,11,43782,0,0,41,133314,0.142857142857143,0.000107158395110148,63,298108,0.285714285714286,9.58425422042634e-05,1,0,0
07-Dec-2020,46,354423,0.428571428571429,0.000120920885092511,11,43782,0,0,41,133314,0.142857142857143,0.000107158395110148,64,298108,0.285714285714286,9.58425422042634e-05,1,0,0
08-Dec-2020,46,354423,0.571428571428571,0.000161227846790014,11,43782,0.285714285714286,0.000652583905975711,41,133314,0.142857142857143,0.000107158395110148,64,298108,0.285714285714286,9.58425422042634e-05,1,0,0
09-Dec-2020,47,354423,0.428571428571429,0.000120920885092511,11,43782,0.428571428571429,0.000978875858963566,41,133314,0.142857142857143,0.000107158395110148,65,298108,0.285714285714286,9.58425422042634e-05,1,0,0
10-Dec-2020,48,354423,0.428571428571429,0.000120920885092511,11,43782,0.428571428571429,0.000978875858963566,41,133314,0.142857142857143,0.000107158395110148,65,298108,0.571428571428571,0.000191685084408527,1,0,0
11-Dec-2020,49,354423,0.571428571428571,0.000161227846790014,13,43782,0.428571428571429,0.000978875858963566,42,133314,0.142857142857143,0.000107158395110148,65,298108,0.428571428571429,0.000143763813306395,1,0,0
12-Dec-2020,49,354423,0.571428571428571,0.000161227846790014,14,43782,0.428571428571429,0.000978875858963566,42,133314,0.285714285714286,0.000214316790220296,65,298108,0.428571428571429,0.000143763813306395,1,0,0
13-Dec-2020,49,354423,0.571428571428571,0.000161227846790014,14,43782,0.428571428571429,0.000978875858963566,42,133314,0.285714285714286,0.000214316790220296,67,298108,0.571428571428571,0.000191685084408527,1,0,0
14-Dec-2020,50,354423,0.571428571428571,0.000161227846790014,14,43782,0.428571428571429,0.000978875858963566,42,133314,0.428571428571429,0.000321475185330444,67,298108,0.857142857142857,0.00028752762661279,1,0,0
15-Dec-2020,50,354423,0.428571428571429,0.000120920885092511,14,43782,0.142857142857143,0.000326291952987855,43,133314,0.428571428571429,0.000321475185330444,67,298108,1.14285714285714,0.000383370168817054,1,0,0
16-Dec-2020,51,354423,0.428571428571429,0.000120920885092511,14,43782,0,0,43,133314,0.571428571428571,0.000428633580440592,69,298108,1.28571428571429,0.000431291439919186,1,0,0
17-Dec-2020,52,354423,0.428571428571429,0.000120920885092511,14,43782,0,0,44,133314,0.571428571428571,0.000428633580440592,71,298108,1.28571428571429,0.000431291439919186,1,0,0
18-Dec-2020,52,354423,0.285714285714286,8.0613923395007e-05,14,43782,0,0,45,133314,0.714285714285714,0.000535791975550741,73,298108,1.28571428571429,0.000431291439919186,1,0,0
19-Dec-2020,52,354423,0.428571428571429,0.000120920885092511,14,43782,0.285714285714286,0.000652583905975711,46,133314,0.714285714285714,0.000535791975550741,74,298108,1.42857142857143,0.000479212711021317,1,0,0
20-Dec-2020,52,354423,0.571428571428571,0.000161227846790014,14,43782,0.285714285714286,0.000652583905975711,46,133314,0.714285714285714,0.000535791975550741,76,298108,1.28571428571429,0.000431291439919186,1,0,0
21-Dec-2020,52,354423,0.714285714285714,0.000201534808487518,14,43782,0.571428571428571,0.00130516781195142,47,133314,0.714285714285714,0.000535791975550741,76,298108,1.42857142857143,0.000479212711021317,1,0,0
22-Dec-2020,53,354423,1.14285714285714,0.000322455693580028,16,43782,0.571428571428571,0.00130516781195142,48,133314,0.714285714285714,0.000535791975550741,77,298108,1.42857142857143,0.000479212711021317,1,0,0
23-Dec-2020,55,354423,1.28571428571429,0.000362762655277532,16,43782,0.571428571428571,0.00130516781195142,48,133314,0.571428571428571,0.000428633580440592,78,298108,1.42857142857143,0.000479212711021317,1,0,0
24-Dec-2020,57,354423,1.57142857142857,0.000443376578672539,18,43782,0.857142857142857,0.00195775171792713,49,133314,0.571428571428571,0.000428633580440592,81,298108,1.14285714285714,0.000383370168817054,1,0,0
25-Dec-2020,60,354423,1.85714285714286,0.000523990502067546,18,43782,0.857142857142857,0.00195775171792713,50,133314,0.428571428571429,0.000321475185330444,83,298108,1.57142857142857,0.000527133982123449,1,0,0
26-Dec-2020,61,354423,1.85714285714286,0.000523990502067546,18,43782,0.571428571428571,0.00130516781195142,50,133314,0.571428571428571,0.000428633580440592,84,298108,1.71428571428571,0.000575055253225581,1,0,0
27-Dec-2020,63,354423,1.85714285714286,0.000523990502067546,20,43782,0.857142857142857,0.00195775171792713,50,133314,0.571428571428571,0.000428633580440592,84,298108,1.85714285714286,0.000622976524327712,1,0,0
28-Dec-2020,65,354423,2,0.000564297463765049,20,43782,0.714285714285714,0.00163145976493928,50,133314,0.714285714285714,0.000535791975550741,87,298108,1.57142857142857,0.000527133982123449,1,0,0
29-Dec-2020,66,354423,1.85714285714286,0.000523990502067546,20,43782,0.714285714285714,0.00163145976493928,52,133314,0.714285714285714,0.000535791975550741,89,298108,1.42857142857143,0.000479212711021317,1,0,0
30-Dec-2020,68,354423,2.28571428571429,0.000644911387160056,22,43782,1,0.00228404367091499,52,133314,1,0.000750108765771037,91,298108,1.42857142857143,0.000479212711021317,1,0,0
31-Dec-2020,71,354423,2,0.000564297463765049,23,43782,0.714285714285714,0.00163145976493928,54,133314,1.14285714285714,0.000857267160881185,92,298108,1.71428571428571,0.000575055253225581,1,0,0
01-Jan-2021,73,354423,1.71428571428571,0.000483683540370042,23,43782,0.714285714285714,0.00163145976493928,55,133314,1.28571428571429,0.000964425555991333,93,298108,1.57142857142857,0.000527133982123449,1,0,0
02-Jan-2021,77,354423,1.57142857142857,0.000443376578672539,25,43782,0.714285714285714,0.00163145976493928,57,133314,1.14285714285714,0.000857267160881185,94,298108,1.28571428571429,0.000431291439919186,1,0,0
03-Jan-2021,77,354423,1.42857142857143,0.000403069616975035,25,43782,0.571428571428571,0.00130516781195142,58,133314,1.42857142857143,0.00107158395110148,96,298108,1.28571428571429,0.000431291439919186,1,0,0
04-Jan-2021,77,354423,1.28571428571429,0.000362762655277532,25,43782,0.428571428571429,0.000978875858963566,59,133314,1.14285714285714,0.000857267160881185,98,298108,2,0.000670897795429844,1,0,0
05-Jan-2021,77,354423,1.28571428571429,0.000362762655277532,25,43782,0.428571428571429,0.000978875858963566,60,133314,1.14285714285714,0.000857267160881185,98,298108,2.42857142857143,0.000814661608736239,1,0,0
06-Jan-2021,78,354423,0.857142857142857,0.000241841770185021,26,43782,0.285714285714286,0.000652583905975711,62,133314,1,0.000750108765771037,100,298108,2.42857142857143,0.000814661608736239,1,0,0
07-Jan-2021,80,354423,1.14285714285714,0.000322455693580028,26,43782,0.285714285714286,0.000652583905975711,62,133314,1,0.000750108765771037,106,298108,2.42857142857143,0.000814661608736239,1,0,0
08-Jan-2021,82,354423,1.42857142857143,0.000403069616975035,26,43782,0.428571428571429,0.000978875858963566,63,133314,0.857142857142857,0.000642950370660889,110,298108,2.57142857142857,0.000862582879838371,1,0,0
09-Jan-2021,83,354423,1.85714285714286,0.000523990502067546,27,43782,0.571428571428571,0.00130516781195142,64,133314,0.857142857142857,0.000642950370660889,111,298108,2.71428571428571,0.000910504150940503,1,0,0
10-Jan-2021,85,354423,2.14285714285714,0.000604604425462553,27,43782,0.571428571428571,0.00130516781195142,65,133314,0.571428571428571,0.000428633580440592,113,298108,3,0.00100634669314477,1,0,0
11-Jan-2021,87,354423,2.28571428571429,0.000644911387160056,28,43782,0.714285714285714,0.00163145976493928,65,133314,0.857142857142857,0.000642950370660889,116,298108,2.57142857142857,0.000862582879838371,1,0,0
12-Jan-2021,90,354423,2.28571428571429,0.000644911387160056,29,43782,0.857142857142857,0.00195775171792713,66,133314,0.857142857142857,0.000642950370660889,117,298108,2.14285714285714,0.000718819066531976,1,0,0
13-Jan-2021,93,354423,2.42857142857143,0.00068521834885756,30,43782,0.714285714285714,0.00163145976493928,66,133314,1,0.000750108765771037,121,298108,2.71428571428571,0.000910504150940503,1,0,0
14-Jan-2021,96,354423,2.28571428571429,0.000644911387160056,31,43782,0.714285714285714,0.00163145976493928,68,133314,0.857142857142857,0.000642950370660889,124,298108,2.57142857142857,0.000862582879838371,1,0,0
15-Jan-2021,98,354423,2.14285714285714,0.000604604425462553,32,43782,0.571428571428571,0.00130516781195142,69,133314,0.857142857142857,0.000642950370660889,125,298108,2.28571428571429,0.000766740337634108,1,0,0
16-Jan-2021,100,354423,1.85714285714286,0.000523990502067546,32,43782,0.428571428571429,0.000978875858963566,71,133314,0.714285714285714,0.000535791975550741,130,298108,2.71428571428571,0.000910504150940503,1,0,0
17-Jan-2021,101,354423,1.71428571428571,0.000483683540370042,32,43782,0.285714285714286,0.000652583905975711,71,133314,0.857142857142857,0.000642950370660889,131,298108,2.28571428571429,0.000766740337634108,1,0,0
18-Jan-2021,102,354423,1.42857142857143,0.000403069616975035,32,43782,0.142857142857143,0.000326291952987855,71,133314,0.714285714285714,0.000535791975550741,132,298108,2.71428571428571,0.000910504150940503,1,0,0
19-Jan-2021,103,354423,1.57142857142857,0.000443376578672539,32,43782,0,0,71,133314,0.571428571428571,0.000428633580440592,136,298108,3.28571428571429,0.00110218923534903,1,0,0
20-Jan-2021,105,354423,1.57142857142857,0.000443376578672539,32,43782,0,0,72,133314,0.428571428571429,0.000321475185330444,137,298108,2.57142857142857,0.000862582879838371,1,0,0
21-Jan-2021,106,354423,1.71428571428571,0.000483683540370042,32,43782,0,0,73,133314,0.428571428571429,0.000321475185330444,143,298108,2.57142857142857,0.000862582879838371,1,0,0
22-Jan-2021,109,354423,1.57142857142857,0.000443376578672539,32,43782,0,0,73,133314,0.428571428571429,0.000321475185330444,148,298108,2.71428571428571,0.000910504150940503,1,0,0
23-Jan-2021,111,354423,1.42857142857143,0.000403069616975035,32,43782,0,0,74,133314,0.714285714285714,0.000535791975550741,148,298108,2.14285714285714,0.000718819066531976,1,0,0
24-Jan-2021,113,354423,1.28571428571429,0.000362762655277532,32,43782,0,0,74,133314,0.857142857142857,0.000642950370660889,149,298108,2,0.000670897795429844,1,0,0
25-Jan-2021,113,354423,1.14285714285714,0.000322455693580028,32,43782,0.142857142857143,0.000326291952987855,74,133314,1,0.000750108765771037,151,298108,1.71428571428571,0.000575055253225581,1,0,0
26-Jan-2021,113,354423,0.857142857142857,0.000241841770185021,32,43782,0.285714285714286,0.000652583905975711,76,133314,1.28571428571429,0.000964425555991333,151,298108,1.14285714285714,0.000383370168817054,1,0,0
27-Jan-2021,114,354423,0.714285714285714,0.000201534808487518,32,43782,0.285714285714286,0.000652583905975711,78,133314,1.28571428571429,0.000964425555991333,151,298108,1.14285714285714,0.000383370168817054,1,0,0
28-Jan-2021,114,354423,0.714285714285714,0.000201534808487518,33,43782,0.285714285714286,0.000652583905975711,80,133314,2,0.00150021753154207,155,298108,1.28571428571429,0.000431291439919186,1,0,0
29-Jan-2021,115,354423,0.714285714285714,0.000201534808487518,34,43782,0.285714285714286,0.000652583905975711,82,133314,2,0.00150021753154207,156,298108,1.28571428571429,0.000431291439919186,1,0,0
