Time,wht_epiestimR,asn_epiestimR,ltn_epiestimR
14-May-2021,0.676395729982352,0.695088484892986,1.05823344128251
15-May-2021,0.688484956784003,0.70173148247539,1.20667155675623
16-May-2021,0.554931706243858,0.59777968179432,1.03535941846869
17-May-2021,0.350448910331931,0.340082431063297,0.414162653694941
18-May-2021,0.361906276932638,0.317443127694849,0.18303444363755
19-May-2021,0.680590732592876,0.680441070911546,0.338432699925169
20-May-2021,0.996374346548918,1.12608631001253,0.595780592107447
21-May-2021,0.926454027786523,1.02819682863716,0.766709102052714
22-May-2021,0.796414492444102,0.780996727181127,0.763103096211975
23-May-2021,0.853384183451577,0.806632870070258,0.693222564274063
24-May-2021,0.638602437056404,0.593324482378357,0.469906590912859
25-May-2021,0.702633793542275,0.656586112794268,0.409926255531029
26-May-2021,1.00848979119711,1.04725572628439,1.03825746841662
27-May-2021,0.506664201196663,2.21502071417278,11.2296364157088
28-May-2021,0.656516537799211,2.07867280062917,8.85877926646369
29-May-2021,1.36038025652914,0.823571761062749,0.395223976726899
30-May-2021,1.05096168761842,0.502010789493807,0.183448025728169
31-May-2021,0.506262767686963,0.270146048635278,0.100535605290392
01-Jun-2021,0.411650362260926,0.311060392480135,0.0682499664653202
02-Jun-2021,0.823752540616062,0.465278011516125,0.114907480726262
03-Jun-2021,1.54773970645448,0.751033938542392,0.277600522987047
04-Jun-2021,1.85133957601344,1.17568080012374,0.529923018462655
05-Jun-2021,1.21646873666153,1.30798529835984,0.930370827904642
06-Jun-2021,0.846924800801659,1.13460247403831,1.00106652065348
07-Jun-2021,0.867072132511224,0.965127962467838,0.490411928094223
08-Jun-2021,0.892360817638577,0.90688726620678,0.374899188765435
09-Jun-2021,1.04509608222101,0.977658204917519,0.656573414686097
10-Jun-2021,1.22432653293095,1.2224870195314,1.13066591818655
11-Jun-2021,1.25547392292576,1.40150098969832,1.33856404590925
12-Jun-2021,1.100866934214,1.19436326321073,1.14652826779311
13-Jun-2021,0.92634363127915,0.96993762222698,0.980411419168048
14-Jun-2021,0.706862106398093,0.700163613827268,0.670295900576189
15-Jun-2021,0.762559147805124,0.671976991976167,0.548102724175289
16-Jun-2021,0.993855272481459,0.954259113020494,0.837037912691492
17-Jun-2021,1.35418776650158,1.12961484224825,1.28049069530697
18-Jun-2021,1.5853685158825,1.19103503141185,1.61997256004344
19-Jun-2021,1.28847788518975,1.05785616858301,1.47025367383463
20-Jun-2021,1.0046143650771,1.00672293333146,1.17689743633607
21-Jun-2021,0.76192598466853,0.832996156417427,0.74356339433327
22-Jun-2021,0.594736154417531,0.787319663814303,0.518727642059292
23-Jun-2021,0.893300194764194,1.08885647212008,0.977381423520603
24-Jun-2021,1.73248779641508,1.72834949712,2.08981663047891
25-Jun-2021,1.72782924560116,1.60612644856657,1.90752147949669
26-Jun-2021,1.6977406384745,1.40684525275911,1.83836226664074
27-Jun-2021,1.47162036856744,1.23153694336661,1.59370810784165
28-Jun-2021,0.629956792098031,0.694841331142348,0.516099122838785
29-Jun-2021,0.196810482485706,0.322327451535296,0.131293175221263
30-Jun-2021,0.56476385324274,0.578125953143442,0.522556076303993
01-Jul-2021,1.33587156986003,1.41046414573672,1.19307702190346
02-Jul-2021,0.776182057640856,0.849699058374609,0.669338882813729
03-Jul-2021,0.00164568702669539,0.00763220247343983,0.000932230817295845
04-Jul-2021,0.0016971555626732,0.00776795606119366,0.000986524046130102
05-Jul-2021,2.99118753420125,3.5874540407795,2.46331231640655
06-Jul-2021,4.58743484200753,5.07070999893898,3.7177303853983
07-Jul-2021,1.43879590845491,1.16751920770717,0.959578692704993
08-Jul-2021,1.35140226822929,1.19998182150757,1.12754862702988
09-Jul-2021,0.728859882801308,0.694338156057845,0.724508393373248
10-Jul-2021,0.00103338490383952,0.00436522111408646,0.000800609475955855
11-Jul-2021,2.58178044738785,2.59435525675329,2.51576201608727
12-Jul-2021,3.96501614304057,3.81054505480768,3.77491776623896
13-Jul-2021,1.72000689667992,1.61580517023395,1.38481028362982
14-Jul-2021,1.24073591243717,1.36011562462287,1.10462782050288
15-Jul-2021,1.1953004673436,1.33136217069246,1.28568771388179
16-Jul-2021,0.617594737935925,0.670668727897764,0.684716696439781
17-Jul-2021,0.000536827340645778,0.00229268329042346,0.000460693607850548
18-Jul-2021,1.99558553799226,2.21222378077814,1.89946335330492
19-Jul-2021,3.11773931702187,3.13752944914339,2.88281755887232
20-Jul-2021,1.58349180374333,1.28055364617593,1.31985787012496
21-Jul-2021,1.31264467720282,1.15215680271486,1.41856964089116
22-Jul-2021,1.1291643844399,1.03629257358121,1.55234865189949
23-Jul-2021,1.05551533319557,0.999540249704497,1.43265481455755
24-Jul-2021,1.02387276390231,0.991071942605178,1.30656275947244
25-Jul-2021,1.00995015871067,0.991174424904815,1.19888525060239
26-Jul-2021,1.00393787438518,0.99352875852341,1.12348283215345
27-Jul-2021,1.00145551175892,0.995956267233129,1.07479741782795
28-Jul-2021,1.00050827489733,0.997843199932976,1.04454285426594
29-Jul-2021,1.00019807451942,0.999144884198659,1.02617353770386
30-Jul-2021,1.00013249506156,0.999984499531737,1.01521548457419
31-Jul-2021,1.00014807381651,1.00050306308818,1.00877662452405
01-Aug-2021,1.00018170095471,1.00081372789091,1.00504395323915
02-Aug-2021,1.00021219179057,1.00099568313615,1.00290619327782
03-Aug-2021,1.00023462512092,1.00110040834354,1.00169508325704
04-Aug-2021,1.00024959741063,1.00115985005712,1.00101553819205
