Time,wht_epiestimR,asn_epiestimR,ltn_epiestimR
22-Jun-2020,1.11359868165224,0.901890598064301,0.670205678591974
23-Jun-2020,1.42360759293552,1.38108891337132,1.00898078833349
24-Jun-2020,1.41332469062878,1.77557151830888,1.70115954964029
25-Jun-2020,1.12348588421452,1.31363425644798,1.66507907850131
26-Jun-2020,1.27730451861583,1.04000492554986,1.28323053374213
27-Jun-2020,1.07087100845522,0.9061974437401,0.860278497523887
28-Jun-2020,0.995298035223332,0.974528339192618,0.667717326109549
29-Jun-2020,1.11793706276411,1.06612704997025,0.767236279743206
30-Jun-2020,1.48763918478633,1.40049387602884,1.06419224479154
01-Jul-2020,1.75697738874186,1.86846552118556,1.54810051038325
02-Jul-2020,1.71488980207996,1.68563458322787,1.64191023718574
03-Jul-2020,1.6476938314987,1.37521531498002,1.39167026805708
04-Jul-2020,1.30669301764744,1.11283240065305,1.02611742910313
05-Jul-2020,1.16194906932693,1.0853111014862,0.942379894848181
06-Jul-2020,1.02058272044575,0.911701695318237,0.813101076639079
07-Jul-2020,1.16846410745867,1.09352426281421,0.889286450056873
08-Jul-2020,1.22504296516097,1.21465601694434,1.21001757042884
09-Jul-2020,1.09998737846076,1.03681833410188,1.32913424496145
10-Jul-2020,1.17229585704302,1.05927872856413,1.37261609109794
11-Jul-2020,1.15499562458899,1.09256465886707,1.31871333699684
12-Jul-2020,1.05785808586865,1.01259950507668,1.23888274133547
13-Jul-2020,0.855469431372518,0.947322666334147,1.06745986065164
14-Jul-2020,1.06560724462173,1.24328882842963,1.17113412749271
15-Jul-2020,1.23526160811888,1.31865676763803,1.3441489496431
16-Jul-2020,1.04002038841689,1.11855789711686,1.3259651389784
17-Jul-2020,0.941925671490131,1.05125227829447,1.30396038924371
18-Jul-2020,0.935182925533354,1.13001123818585,1.19587298624502
19-Jul-2020,0.839047077719957,0.973617678467654,0.894674872427924
20-Jul-2020,0.811814298552595,0.852986076315313,0.777082021634264
21-Jul-2020,1.15641348198218,1.1230462679081,0.952746612451778
22-Jul-2020,1.39651292904981,1.33867898019532,1.11244893655447
23-Jul-2020,1.1747768552059,1.24220713786885,1.11362093348702
24-Jul-2020,1.0768322629001,1.07571816687076,1.09872272015992
25-Jul-2020,0.973691341552457,1.02836434469778,1.21631639855014
26-Jul-2020,0.731744134604105,0.856057876120341,0.9291103445165
27-Jul-2020,0.618360943284941,0.639474623343678,0.625593507504651
28-Jul-2020,0.697899000975409,0.750914800679924,0.701789896115059
29-Jul-2020,0.976340501422865,1.17447981724457,1.27562842307213
30-Jul-2020,1.14129038004959,1.29561592233607,1.69037269209205
31-Jul-2020,0.879686550259887,0.996977427046033,1.28481971167652
01-Aug-2020,0.790272800456195,0.88770579837593,1.06370624332397
02-Aug-2020,0.815113288265265,0.818597581390097,0.838112496259187
03-Aug-2020,0.603489682019626,0.620388338241913,0.608463258475006
04-Aug-2020,0.747328952734019,0.887987128893278,0.757716113697801
05-Aug-2020,0.982458317312674,1.28928712056013,0.954506131627437
06-Aug-2020,1.24711432061804,1.42785158091075,1.08798985440091
07-Aug-2020,1.38671365183324,1.42143506930941,1.15150963668573
08-Aug-2020,1.30123121847545,1.30052620382385,1.13162368480648
09-Aug-2020,0.963396460892234,0.921939979510336,0.934101442114387
10-Aug-2020,0.851138348804558,0.619442803908964,0.728472697875484
11-Aug-2020,1.29991706322494,1.02483372836859,0.93803404850627
12-Aug-2020,1.30837875760585,1.28017610230259,1.15649346668131
13-Aug-2020,1.15613398731997,1.31335759269703,1.1225012284665
14-Aug-2020,1.51458177140292,1.53085493785453,1.30648792603815
15-Aug-2020,1.2631258140289,1.24707055121223,1.20285176947628
16-Aug-2020,0.649054286234668,0.733172583357052,0.696989370555362
17-Aug-2020,0.470530411577618,0.476769835607182,0.471150507190079
18-Aug-2020,0.570311195580851,0.67056764877554,0.61397512034223
19-Aug-2020,0.789640835851023,0.997153265383947,1.00352755728784
20-Aug-2020,0.912787553750739,1.0705373589255,1.2576401811084
21-Aug-2020,1.01187961053397,1.07598946552362,1.25460897167809
22-Aug-2020,1.09572829257737,1.06222718021311,1.15618839141506
23-Aug-2020,1.03118156553966,0.952060340476218,0.841624287678928
24-Aug-2020,0.844418493832377,0.722361312523583,0.52943021782411
25-Aug-2020,0.918917509080136,0.818500006890719,0.664476523038796
26-Aug-2020,1.00905138440186,0.969048366489633,1.00331056054636
27-Aug-2020,0.988484112019057,1.00748545156726,1.22431605410703
28-Aug-2020,1.06155177773931,1.08144898678961,1.23164921908449
29-Aug-2020,1.14534024662697,1.14707402973726,1.10361300584791
30-Aug-2020,0.920015925585253,0.954009732179787,0.851972800317256
31-Aug-2020,0.647155843584174,0.57004683910803,0.579081688177335
01-Sep-2020,0.772805073935252,0.701376590508015,0.602179126935518
02-Sep-2020,1.00063461765998,1.0894585163253,0.991100657039682
03-Sep-2020,1.18124423134787,1.29303431397023,1.30716302810048
04-Sep-2020,1.23765359179484,1.2708500005388,1.35313033940187
05-Sep-2020,1.22162135471204,1.15147402988918,1.3478741857459
06-Sep-2020,0.959457742954382,0.895285759356268,1.03073007812609
07-Sep-2020,0.608458638154531,0.590505960118233,0.557427752449849
08-Sep-2020,0.637090243701988,0.56865608252725,0.574893404794759
09-Sep-2020,0.75667165701063,0.795662115520306,0.801609907600515
10-Sep-2020,0.980360280079879,1.14004021877575,1.03434604380443
11-Sep-2020,1.26457022039636,1.53468193341712,1.24242818191979
12-Sep-2020,1.3016359399606,1.38107760094311,1.1473998954452
13-Sep-2020,0.972087369589763,0.909879999879281,0.843208009192165
14-Sep-2020,0.546003494972169,0.54501448208336,0.450765149360235
15-Sep-2020,0.758319131192803,0.606390448435753,0.630941125849685
16-Sep-2020,1.08640069182638,0.998749808545745,1.1401174283981
17-Sep-2020,1.12080969232185,1.1949983569263,1.34689383583775
18-Sep-2020,1.29394215347527,1.2215478488103,1.34802380390804
19-Sep-2020,1.2589843369314,1.10159492680056,1.19838012604016
20-Sep-2020,0.92958441859312,0.867974012468986,0.829431077421502
21-Sep-2020,0.685037458042931,0.526695276913138,0.464643026759595
22-Sep-2020,0.763004412974096,0.712276439424945,0.610090409033389
23-Sep-2020,1.06474829333569,1.05202702691317,1.12517494212437
24-Sep-2020,1.23608574687256,1.13258986078226,1.38517230431019
25-Sep-2020,1.39814225069422,1.22545372480405,1.20067790319837
26-Sep-2020,1.38918816255453,1.1261587552386,1.02855678201158
27-Sep-2020,0.920631010512979,0.867658176374633,0.790661012666577
28-Sep-2020,0.50534497822105,0.520769718218869,0.416876685582379
29-Sep-2020,0.716688283224896,0.713527771819888,0.539239206051322
30-Sep-2020,1.10700499502919,1.17880317951688,1.03708170048129
01-Oct-2020,1.30550168902452,1.3366569930411,1.28071353117339
02-Oct-2020,1.02010765308691,1.14815548650031,1.01185498043874
03-Oct-2020,0.793756356477856,1.11762261701895,0.883671562378642
04-Oct-2020,0.808537685647059,1.04315611278468,0.870613290379243
05-Oct-2020,0.56154019924164,0.685477908478728,0.598483863843023
06-Oct-2020,0.730955646613009,0.66358824591034,0.657750270723489
07-Oct-2020,1.12521069386007,0.912016129002028,1.21951622475537
08-Oct-2020,1.41803048091633,1.13571157260487,1.57110878126226
09-Oct-2020,1.44547323900639,1.12250861238477,1.43376958282244
10-Oct-2020,1.23981824664934,1.08175153830722,1.24280697364692
11-Oct-2020,1.08749032250104,0.962606296151001,1.01082131014411
12-Oct-2020,0.752151834714764,0.702680746609055,0.745371613674151
13-Oct-2020,0.515511895881749,0.559034976216411,0.525833922206516
14-Oct-2020,0.711296165704246,0.809132901660164,0.796990043433061
15-Oct-2020,1.1074388793264,1.16273596370949,1.27535949606153
16-Oct-2020,1.25388889169917,1.1694942416733,1.32631487054097
17-Oct-2020,1.18221579381344,1.21700876716935,1.21610618160169
18-Oct-2020,1.11029975945361,1.27892369919952,0.985872147955542
19-Oct-2020,0.959860351727296,0.986080997418129,0.735980163418196
20-Oct-2020,1.01450591240335,1.0606698055685,0.792396500414109
21-Oct-2020,1.15970344818133,1.29713936079855,1.09571084078697
22-Oct-2020,1.39838096622597,1.46541095247596,1.61383938437364
23-Oct-2020,1.63795127247273,1.59868709041169,1.95552549015207
24-Oct-2020,1.41727667657654,1.26119294694583,1.57712740647676
25-Oct-2020,0.943408147191496,0.832254773645495,0.898040010007918
26-Oct-2020,0.664571957565931,0.538253768451359,0.439561692450137
27-Oct-2020,0.87346592919624,0.749399208750881,0.70909353076992
28-Oct-2020,1.13047974948661,1.0923301973384,1.11390169368533
29-Oct-2020,1.17760287274996,1.27009179731441,1.22006744143237
30-Oct-2020,1.38813351675751,1.36160081453861,1.258658475015
31-Oct-2020,1.36432543945542,1.18693085379756,1.21730263550416
01-Nov-2020,1.0560437407889,0.916182488215426,0.999853537764813
02-Nov-2020,0.868294847358827,0.759105845170524,0.681216324110516
03-Nov-2020,1.03068822283801,1.03081623958919,0.933229620197547
04-Nov-2020,1.04156376077014,1.11646285504093,1.07226710112518
05-Nov-2020,1.27012377840847,1.39757227388317,1.17643485040128
06-Nov-2020,1.57842338990182,1.59212737738196,1.47473015422644
07-Nov-2020,1.55713484758809,1.59343594959408,1.57018605683524
08-Nov-2020,1.36661656977525,1.37745827285216,1.25174187190616
09-Nov-2020,0.927177013944087,0.838881412861825,0.781339573337521
10-Nov-2020,0.949362924329383,1.0318072795275,0.830511695022893
11-Nov-2020,1.26257832732399,1.34113683037171,1.14417267747162
12-Nov-2020,1.30137455812753,1.30313923351614,1.3343914942706
13-Nov-2020,1.31268763039987,1.41807641074112,1.29219272093373
14-Nov-2020,1.47795856467919,1.50253993042357,1.46123018481099
15-Nov-2020,1.40073440465455,1.35986983883448,1.4436619840071
16-Nov-2020,1.08506927631871,1.15360213361658,1.13663319141723
17-Nov-2020,1.02472683913408,1.12489571719771,1.02729077536334
18-Nov-2020,1.20051564473763,1.31790502884843,1.23009527651578
19-Nov-2020,1.36337068657606,1.47264923560289,1.53755410364174
20-Nov-2020,1.45919154171825,1.42268702583062,1.53683279546487
21-Nov-2020,1.39852474469644,1.20357817470929,1.39073436363471
22-Nov-2020,1.04453185224349,0.93138758223751,1.04391893024627
23-Nov-2020,0.94214829468617,0.97830837574162,0.969368620073135
24-Nov-2020,1.3853976209414,1.40010274047964,1.20436619950855
25-Nov-2020,1.44255305467253,1.40683542097015,1.10066923630498
26-Nov-2020,1.14453489742469,1.17778692356144,0.9552606025191
27-Nov-2020,0.943891899716857,1.06631671099558,0.988330937811451
28-Nov-2020,0.883029531126563,0.971899233035289,0.930625598983324
29-Nov-2020,0.917159559411133,1.00778544984832,0.880503287045808
30-Nov-2020,0.847391130747949,1.01853137467581,0.992559623528892
01-Dec-2020,1.09933871739034,1.25297109191888,1.26113846300749
02-Dec-2020,1.3765213182691,1.48968776484766,1.4817274633668
03-Dec-2020,1.42184824947733,1.49682323539755,1.56829589845566
04-Dec-2020,1.4671170004927,1.46443314358015,1.60181598478517
05-Dec-2020,1.54379488254716,1.41793616948558,1.53626390299126
06-Dec-2020,1.51873703910317,1.37439156354408,1.36258909789236
07-Dec-2020,1.15257024913478,1.13909920895713,1.14611600245832
08-Dec-2020,1.044098188433,1.03335863912861,1.09060294147199
09-Dec-2020,0.95979386250116,1.07536235492056,1.14496830763727
10-Dec-2020,1.16527361057697,1.3015834154733,1.3945671064452
11-Dec-2020,1.44136271108031,1.54746581040797,1.55749998939054
12-Dec-2020,1.20771441617462,1.35577443724184,1.32848889161066
13-Dec-2020,0.991869959414694,1.07444924818023,0.978877031485032
14-Dec-2020,0.938662299824909,0.96353853834351,0.716631947018991
15-Dec-2020,1.27639970729988,1.22343330690085,1.07485935508358
16-Dec-2020,1.45377059048841,1.64163071899007,1.85538745917619
17-Dec-2020,1.24256917070769,1.47624802033904,1.68372214315206
18-Dec-2020,1.16914529417114,1.17306186388753,1.09073688342958
19-Dec-2020,1.18687416748497,1.0914247897262,1.0104839155967
20-Dec-2020,1.13518962657287,0.992674417923518,0.909435489717652
21-Dec-2020,0.964816961231796,0.89202858333762,0.860255121161858
22-Dec-2020,0.873773183224088,0.873443723647186,0.871516712676223
23-Dec-2020,0.454118648823448,0.468168042259916,0.414548433945444
24-Dec-2020,0.963307764095213,0.986800280723396,1.00297956840814
25-Dec-2020,1.51994964574521,1.5122516633804,1.49862676620971
26-Dec-2020,1.07178282000142,1.12870673905172,1.22515528607815
27-Dec-2020,0.97468971522659,1.090348795781,1.21979436091428
28-Dec-2020,0.808935389526886,0.907542872391209,0.84616207926726
29-Dec-2020,0.815132100787543,0.923128373091093,0.803623966512314
30-Dec-2020,0.426058560554527,0.461465687190834,0.406973905812056
31-Dec-2020,1.04500917822811,1.04623255028831,0.994024115545929
01-Jan-2021,1.97245975513442,1.89541228251221,1.83072810170042
02-Jan-2021,1.50033789838188,1.39631221778243,1.42078934482479
03-Jan-2021,0.995469069429701,0.982753869968271,1.12501471117885
04-Jan-2021,0.824767289240674,0.841985923617816,0.880156222460735
05-Jan-2021,0.773017958593441,0.747404024797303,0.747284231847376
06-Jan-2021,0.841284900806085,0.8442844159453,0.898041650440417
07-Jan-2021,1.2167611723004,1.26229075661398,1.3271599814327
08-Jan-2021,1.500984742531,1.55450384875186,1.55992160612476
09-Jan-2021,1.42151314799013,1.48020349044344,1.50136896119935
10-Jan-2021,1.10474444454607,1.13014277179299,1.27269977463023
11-Jan-2021,0.885230968148736,0.897021171191829,1.00557252101882
12-Jan-2021,0.769758560858988,0.843457094392272,0.875555270937637
13-Jan-2021,0.770195069698692,0.880738488210827,0.798182027128461
14-Jan-2021,0.909721325498659,0.985997292284607,0.900945596468435
15-Jan-2021,1.11441808930375,1.10320878468028,0.998497216762703
16-Jan-2021,1.15654957084121,1.11540323101916,1.01037839107961
17-Jan-2021,0.925000192530511,0.915532467089302,0.952347628529474
18-Jan-2021,0.685874294162654,0.671552270167462,0.751731885950434
19-Jan-2021,0.578110886771973,0.586771307115015,0.646957112187934
20-Jan-2021,0.602629761297287,0.609349311508632,0.590184018014538
21-Jan-2021,0.732157796694219,0.723576621795944,0.659799054462027
22-Jan-2021,0.797664503738428,0.767348338704324,0.756545433060538
23-Jan-2021,0.817877561497398,0.802850320708351,0.855413516026941
24-Jan-2021,0.980867131036478,0.997569022929397,0.975923309212225
25-Jan-2021,0.916900390211718,0.923144442483084,0.837526657343301
26-Jan-2021,0.745886791746128,0.749518163037184,0.672597434857893
27-Jan-2021,0.783244056384541,0.813557551228135,0.749787026796845
28-Jan-2021,0.884751528838602,1.00517384483079,0.923726253848069
29-Jan-2021,1.01116376965102,1.14146765865604,1.03330578336623
30-Jan-2021,1.03744829736782,1.0547472200546,0.976088199849467
31-Jan-2021,0.937582553786869,0.899011160308687,0.870975831360178
01-Feb-2021,0.726348588158301,0.720390812203042,0.74371062111487
02-Feb-2021,0.598178818021477,0.587871430137437,0.58781211247242
03-Feb-2021,0.719410466454612,0.636919390487995,0.69054899182453
04-Feb-2021,0.932015571124661,0.870287807483485,0.873613756634177
05-Feb-2021,0.978474178134641,0.950669495106313,0.902741056340219
06-Feb-2021,0.998262645229595,0.938867894686325,0.949733066542331
07-Feb-2021,0.932609623050975,0.919456798848617,0.869540303688952
08-Feb-2021,0.69986934720684,0.725223518122251,0.65974591278768
09-Feb-2021,0.599481435178023,0.675067725998961,0.595964696193572
10-Feb-2021,0.705450786570495,0.810518595040875,0.773770683550286
11-Feb-2021,0.889339750465675,0.857887699232056,0.995847273206804
12-Feb-2021,0.981274186856013,0.858507355213855,0.988712669377969
13-Feb-2021,0.960315862941343,0.86292541188088,0.966654533276602
14-Feb-2021,0.869389482430013,0.755601408269295,0.888460696706149
15-Feb-2021,0.716276784856882,0.656033721065991,0.687265768547873
16-Feb-2021,0.538953486775279,0.574356392438768,0.509219540577435
17-Feb-2021,0.580903461657888,0.606774688123382,0.585787808176146
18-Feb-2021,0.890557423363776,0.94286912635818,0.918987949476539
19-Feb-2021,1.10807880779656,1.20169200070722,1.17807827778862
20-Feb-2021,1.15848128750367,1.17166200750574,1.17862235648494
21-Feb-2021,1.03951242590897,1.04662129527793,1.08528374869116
22-Feb-2021,0.744931141612629,0.800531281523133,0.810985662356363
23-Feb-2021,0.6864028903659,0.780462384149495,0.663978626222473
24-Feb-2021,0.897699839859268,0.998980083396743,0.999428494824483
25-Feb-2021,1.16597149135665,1.06808976688235,0.9677931121731
26-Feb-2021,1.01407871020953,1.04176358589577,1.05782959460138
27-Feb-2021,0.771757553641818,0.89952638377152,1.17763511903202
28-Feb-2021,0.806866139526399,0.763201719182322,0.918962107567472
01-Mar-2021,0.645443988110393,0.642441068087138,0.686301686647489
02-Mar-2021,0.610725165292885,0.67771472402671,0.534572397004667
03-Mar-2021,0.837355481319687,0.897237145619835,0.860614366786962
04-Mar-2021,1.1096294226923,1.03583649903924,1.17072214289937
05-Mar-2021,1.2370565204112,1.13781686314789,1.26380819656891
06-Mar-2021,1.2438450953909,1.15989562983362,1.27174266369384
07-Mar-2021,1.03439573138409,1.0118017360286,0.989996698074649
08-Mar-2021,0.729628648538448,0.748884573660102,0.690045153740545
09-Mar-2021,1.26452552696739,1.03902235593067,0.847472157772204
10-Mar-2021,1.31697712000743,1.05286817108928,0.999488694101548
11-Mar-2021,0.826819478393438,0.764668702384983,0.991271413319522
12-Mar-2021,0.901525604067467,0.866684116670595,0.9764671641146
13-Mar-2021,0.817319397255857,0.779643851798096,0.87840837663328
14-Mar-2021,0.720601702611758,0.729274507804104,0.751853554837059
15-Mar-2021,0.541354037246556,0.576642378159002,0.570602937255271
16-Mar-2021,0.630753857628127,0.58277229901442,0.597145875733326
17-Mar-2021,0.947128519636616,0.916269790902371,0.917019753257713
18-Mar-2021,1.14306126394355,1.19909846812596,1.20085380535527
19-Mar-2021,1.22848291725009,1.22396665417289,1.16046950725045
20-Mar-2021,1.24040832499958,1.08619461555904,1.0086081669294
21-Mar-2021,1.04195610536881,0.871360686245917,0.811679846515095
22-Mar-2021,0.651816429252284,0.655867324545541,0.549256259276085
23-Mar-2021,0.586464513004807,0.66395555694882,0.416495640301689
24-Mar-2021,0.788517918598002,0.889298704444316,0.710397006822491
25-Mar-2021,1.06690679185687,1.09712772901889,1.24647433113267
26-Mar-2021,1.46561020266489,1.2889117105658,1.57711398329723
27-Mar-2021,1.44985671611692,1.37992892011436,1.48185906923267
28-Mar-2021,1.07719150064518,1.11759458568763,1.19670719063812
29-Mar-2021,0.872520928976102,0.742423830722587,0.955346456069582
30-Mar-2021,0.794343349327493,0.620555658591582,0.708040671665515
31-Mar-2021,0.851991100044449,0.838702650281565,0.714976872351195
01-Apr-2021,1.03099208338478,1.07260115150249,1.08341624047341
02-Apr-2021,1.32249562961104,1.25108075526323,1.27489467470317
03-Apr-2021,1.26140721321186,1.24004825651584,1.1911934188438
04-Apr-2021,0.955289414184431,1.08483356821071,1.0326350771729
05-Apr-2021,0.750629865717966,0.901747739947276,0.873268220346662
06-Apr-2021,0.716815788561014,0.834335497907757,0.791845943095304
07-Apr-2021,0.873012092920015,0.948148825487598,0.944466786505686
08-Apr-2021,1.03496587794245,1.12814194310167,1.14487387815711
09-Apr-2021,1.43201320279263,1.69874122980266,1.27186959546315
10-Apr-2021,1.69762259342238,1.9798216857547,1.58231305582353
11-Apr-2021,1.25632572142386,1.30922733182521,1.19410186614653
12-Apr-2021,0.714926296522876,0.719985316594271,0.634387924638748
13-Apr-2021,0.58441007528301,0.570042165314481,0.528496899677778
14-Apr-2021,0.676634543008273,0.577051729979755,0.517298337812067
15-Apr-2021,0.839607444723703,0.697540957523428,0.682692170450315
16-Apr-2021,1.10582043645264,0.847945242975815,1.08731064676321
17-Apr-2021,1.21180517498237,0.970352028601028,1.34512408293564
18-Apr-2021,0.957718504461449,0.932459886242257,1.17818071575704
19-Apr-2021,0.696144348226927,0.739733128113914,0.822614736668669
20-Apr-2021,0.727480499939166,0.732298522040229,0.669698649007579
21-Apr-2021,0.944918089474077,0.919199595703406,0.953029258263152
22-Apr-2021,0.909573290460678,0.870362016993223,1.03183458370974
23-Apr-2021,0.748897106790312,0.785430671854702,0.75521162449162
24-Apr-2021,0.781373084610298,0.900090031084668,0.725195392475119
25-Apr-2021,0.880356977915972,0.982966942249641,0.983213793383388
26-Apr-2021,0.856189131289312,0.921662354371124,0.921678962513038
27-Apr-2021,0.780271557063636,0.838509885642416,0.726786087062821
28-Apr-2021,0.88742398351021,0.991907428913086,1.02162232727627
29-Apr-2021,1.06064282555354,1.17619159415535,1.37883944225336
30-Apr-2021,0.581901025481062,0.623543785015663,1.33250273837977
01-May-2021,0.753365746223688,0.644777859683144,1.2679276670489
02-May-2021,1.30664478789338,1.12031041894121,1.12217693734551
03-May-2021,1.06507669690421,0.921415026362257,0.939413121018304
04-May-2021,1.0048842933196,0.977836297410734,0.836155605530998
05-May-2021,1.14802977421484,1.11799303797671,0.938642119328515
06-May-2021,1.44369073694262,2.26691062409243,1.22977047600969
07-May-2021,7.97526720973099,6.14096804900713,1.30375526509801
08-May-2021,5.93551828354008,3.86156629350838,1.56320249045378
09-May-2021,0.303494020820929,0.446450735620182,1.42129993878777
10-May-2021,0.237059416969051,0.275529948190877,1.03658604651496
11-May-2021,0.225830433109396,0.224205809097456,0.769655392162123
12-May-2021,0.326757093838401,0.303178803901004,0.794269506557683
13-May-2021,0.518833891121549,0.531409377803754,1.05747319572235
