"Time","wht_git_case_count_cum","wht_git_case_pct_cum","wht_git_death_count_cum","wht_git_death_pct_cum","wht_calgov_case_count_cum","wht_calgov_case_pct_cum","wht_calgov_death_count_cum","wht_calgov_death_pct_cum","wht_calgov_case_count_daily","wht_calgov_case_count_daily_wkave","wht_calgov_case_pctchange_daily_wkave","blk_git_case_count_cum","blk_git_case_pct_cum","blk_git_death_count_cum","blk_git_death_pct_cum","blk_calgov_case_count_cum","blk_calgov_case_pct_cum","blk_calgov_death_count_cum","blk_calgov_death_pct_cum","blk_calgov_case_count_daily","blk_calgov_case_count_daily_wkave","blk_calgov_case_pctchange_daily_wkave","ltn_git_case_count_cum","ltn_git_case_pct_cum","ltn_git_death_count_cum","ltn_git_death_pct_cum","ltn_calgov_case_count_cum","ltn_calgov_case_pct_cum","ltn_calgov_death_count_cum","ltn_calgov_death_pct_cum","ltn_calgov_case_count_daily","ltn_calgov_case_count_daily_wkave","ltn_calgov_case_pctchange_daily_wkave","asn_git_case_count_cum","asn_git_case_pct_cum","asn_git_death_count_cum","asn_git_death_pct_cum","asn_calgov_case_count_cum","asn_calgov_case_pct_cum","asn_calgov_death_count_cum","asn_calgov_death_pct_cum","asn_calgov_case_count_daily","asn_calgov_case_count_daily_wkave","asn_calgov_case_pctchange_daily_wkave","ntv_git_case_count_cum","ntv_git_case_pct_cum","ntv_git_death_count_cum","ntv_git_death_pct_cum","ntv_calgov_case_count_cum","ntv_calgov_case_pct_cum","ntv_calgov_death_count_cum","ntv_calgov_death_pct_cum","ntv_calgov_case_count_daily","ntv_calgov_case_count_daily_wkave","ntv_calgov_case_pctchange_daily_wkave","mlt_git_case_count_cum","mlt_git_case_pct_cum","mlt_git_death_count_cum","mlt_git_death_pct_cum","mlt_calgov_case_count_cum","mlt_calgov_case_pct_cum","mlt_calgov_death_count_cum","mlt_calgov_death_pct_cum","mlt_calgov_case_count_daily","mlt_calgov_case_count_daily_wkave","mlt_calgov_case_pctchange_daily_wkave","pcf_git_case_count_cum","pcf_git_case_pct_cum","pcf_git_death_count_cum","pcf_git_death_pct_cum","pcf_calgov_case_count_cum","pcf_calgov_case_pct_cum","pcf_calgov_death_count_cum","pcf_calgov_death_pct_cum","pcf_calgov_case_count_daily","pcf_calgov_case_count_daily_wkave","pcf_calgov_case_pctchange_daily_wkave","aks_npi_onset","aks_npi_description","haug_npi_type","haug_npi_type_sub","haug_npi_type_subsub","haug_npi_any_onset","alldta_npi_any_onset","ltn_epiestimR","pcf_epiestimR","mlt_epiestimR","blk_epiestimR","asn_epiestimR","wht_epiestimR","ntv_epiestimR"
"10-Jun-2020",18312,0.366,1553,0.331,18312,18.4,1553,33.1,248,239.714285714286,0.00958091161175822,4777,0.06,454,0.097,4777,4.8,454,9.7,64,57,-0.039317103340835,55439,0.389,1888,0.402,55439,55.8,1888,40.2,1288,1353.42857142857,0.031959824674491,8809,0.157,712,0.151,8088,8.1,691,14.7,69,88.1428571428572,-0.0240203702414696,NA,NA,NA,NA,195,0.2,14,0.3,4,2.42857142857143,-0.0571584138399488,NA,NA,NA,NA,725,0.7,32,0.7,19,11.4285714285714,0.162518929497775,NA,NA,NA,NA,721,0.7,21,0.4,13,7.85714285714286,-0.0180185055026785,NA,NA,NA,NA,NA,NA,0,1.18250703376821,1.45871286657257,1.94159287579731,1.07504899552603,0.837030193977252,1.03748788041324,1.3607785438603
"11-Jun-2020",18528,0.366,1582,0.332,18528,18.3,1582,33.2,216,216.428571428571,-0.102187169083682,4832,0.06,458,0.096,4832,4.8,458,9.6,55,51.1428571428571,-0.108428430489163,56896,0.389,1912,0.402,56896,56.2,1912,40.2,1457,1340.28571428571,-0.00975824459529395,8880,0.157,720,0.151,8152,8,697,14.6,64,73.4285714285714,-0.182645758450223,NA,NA,NA,NA,199,0.2,14,0.3,4,2.28571428571429,-0.0606246218164346,NA,NA,NA,NA,744,0.7,33,0.7,19,12.8571428571429,0.117783035656383,NA,NA,NA,NA,728,0.7,23,0.5,7,8.42857142857143,0.0702042586732485,NA,NA,NA,NA,NA,NA,0,1.08995183380773,1.31718838925795,2.08935615407862,1.11729193926874,0.808312267135805,1.03892284951829,2.01562253692725
"12-Jun-2020",18783,0.366,1594,0.332,18783,18.1,1594,33.2,255,223.142857142857,0.0305516124561622,4906,0.06,458,0.095,4906,4.7,458,9.5,74,54,0.0543612092188872,58415,0.389,1941,0.404,58415,56.3,1941,40.4,1519,1376.57142857143,0.026713124846359,9006,0.157,733,0.153,8271,8,709,14.8,119,78.2857142857143,0.0640520214928504,NA,NA,NA,NA,201,0.2,13,0.3,2,2.14285714285714,-0.0645385211375712,NA,NA,NA,NA,775,0.7,33,0.7,31,15.7142857142857,0.200670695462151,NA,NA,NA,NA,735,0.7,24,0.5,7,7.42857142857143,-0.126293725324292,NA,NA,NA,NA,NA,NA,0,1.13736599310831,0.87611610189494,2.39070331938152,1.21334295946821,1.17023515485624,1.06289419390802,1.53832328418412
"13-Jun-2020",19045,0.366,1632,0.332,19045,18,1632,33.2,262,222.714285714286,-0.00192246134185492,4966,0.06,470,0.096,4966,4.7,470,9.6,60,55.8571428571428,0.0338133643657783,59702,0.389,1985,0.404,59702,56.4,1985,40.4,1287,1342.85714285714,-0.0247963954766668,9093,0.157,745,0.152,8350,7.9,722,14.7,79,75.5714285714286,-0.0352868550897165,NA,NA,NA,NA,204,0.2,14,0.3,3,2.42857142857143,0.125163142954006,NA,NA,NA,NA,789,0.7,35,0.7,14,15.1428571428571,-0.0370412716803488,NA,NA,NA,NA,743,0.7,23,0.5,8,8.57142857142857,0.143100843640673,NA,NA,NA,NA,NA,NA,0,1.04355975960167,0.885188543062796,1.78019340161906,1.22749480516399,1.31050440659745,1.1551856108656,1.16196414248334
"14-Jun-2020",19240,0.366,1639,0.332,19240,17.9,1639,33.2,195,228.571428571429,0.0259590391700959,4999,0.06,471,0.095,4999,4.7,471,9.5,33,55.8571428571429,0,60377,0.389,1992,0.404,60377,56.3,1992,40.4,675,1315.85714285714,-0.02031126726986,9144,0.157,747,0.152,8397,7.8,724,14.7,47,74.5714285714286,-0.0133208439756602,NA,NA,NA,NA,206,0.2,14,0.3,2,2.71428571428571,0.111225635110224,NA,NA,NA,NA,789,0.7,36,0.7,0,14.8571428571429,-0.0190481949706949,NA,NA,NA,NA,747,0.7,23,0.5,4,8.42857142857143,-0.0168071183163816,NA,NA,NA,NA,NA,NA,0,0.712488511169971,0.724378141805608,0.475967627489232,0.820907510825174,0.822398921347393,1.00518139399342,1.06183966374867
"15-Jun-2020",19766,0.366,1660,0.331,19424,17.8,1646,33.2,184,228.428571428571,-0.000625195393918254,5128,0.06,479,0.096,5043,4.6,474,9.6,44,55.4285714285714,-0.00770222036209223,63202,0.389,2029,0.405,61492,56.4,2004,40.4,1115,1277.42857142857,-0.0296391441943094,9305,0.157,757,0.151,8448,7.7,726,14.6,51,72.7142857142857,-0.0252195713321157,NA,NA,NA,NA,208,0.2,14,0.3,2,2.71428571428571,-2.22044604925031e-16,NA,NA,NA,NA,794,0.7,36,0.7,5,15,0.00956945101615103,NA,NA,NA,NA,753,0.7,23,0.5,6,7.71428571428571,-0.0885533973414447,NA,NA,NA,NA,NA,NA,0,0.646411448321259,0.638768918433847,0.169015523679035,0.657865113100404,0.613851083496405,0.814606884758047,0.865454629360266
"16-Jun-2020",19766,0.366,1660,0.331,19766,17.7,1660,33.1,342,243.142857142857,0.0624255962993656,5128,0.06,479,0.096,5128,4.6,479,9.6,85,59.2857142857143,0.0672731806074243,63202,0.389,2029,0.405,63202,56.6,2029,40.5,1710,1293,0.0121159710332446,9305,0.157,757,0.151,8538,7.6,734,14.6,90,74.1428571428571,0.019455866615365,NA,NA,NA,NA,209,0.2,14,0.3,1,2.57142857142857,-0.0540672212702755,NA,NA,NA,NA,803,0.7,36,0.7,9,13.8571428571429,-0.0792493716541407,NA,NA,NA,NA,767,0.7,23,0.5,14,8.42857142857143,0.0885533973414447,NA,NA,NA,NA,NA,NA,0,1.06632701246116,1.30843358169809,0.443550981793098,1.11700496273911,0.891239101302729,1.12388231009829,0.705108200723946
"17-Jun-2020",20087,0.366,1687,0.332,20087,17.6,1687,33.2,321,253.571428571429,0.0419963927761966,5202,0.06,484,0.095,5202,4.5,484,9.5,74,60.7142857142857,0.0238106486937193,64787,0.389,2057,0.405,64787,56.6,2057,40.5,1585,1335.42857142857,0.0322871678315781,9424,0.157,766,0.151,8652,7.6,745,14.7,114,80.5714285714286,0.0831503683321708,NA,NA,NA,NA,216,0.2,15,0.3,7,3,0.154150679827258,NA,NA,NA,NA,819,0.7,35,0.7,16,13.4285714285714,-0.031416196233379,NA,NA,NA,NA,772,0.7,21,0.4,5,7.28571428571429,-0.145711811181393,NA,NA,NA,NA,NA,NA,0,1.33126147691109,1.34506497390928,0.921286156814619,1.45340083248275,1.37468248472103,1.44414623995886,1.67933540526373
"18-Jun-2020",20475,0.366,1712,0.331,20475,17.5,1712,33.1,388,278.142857142857,0.092489303462683,5296,0.06,491,0.095,5296,4.5,491,9.5,94,66.2857142857143,0.0877953833018381,66261,0.389,2085,0.404,66261,56.7,2085,40.4,1474,1337.85714285714,0.00181691921943994,9527,0.157,780,0.151,8749,7.5,758,14.7,97,85.2857142857143,0.056862861894543,NA,NA,NA,NA,218,0.2,15,0.3,2,2.71428571428571,-0.100083458556983,NA,NA,NA,NA,837,0.7,36,0.7,18,13.2857142857143,-0.010695289116748,NA,NA,NA,NA,778,0.7,22,0.4,6,7.14285714285714,-0.0198026272961798,1,"Mask Mandate",NA,NA,NA,NA,1,1.24921835479873,0.798445584580046,1.49764644871866,1.53528811655499,1.47481483742249,1.52126259522265,1.99539414128004
"19-Jun-2020",20780,0.366,1739,0.332,20780,17.4,1739,33.2,305,285.285714285714,0.0253563280436158,5384,0.06,495,0.095,5384,4.5,495,9.5,88,68.2857142857143,0.0297261802652011,67818,0.389,2115,0.404,67818,56.8,2115,40.4,1557,1343.28571428571,0.00404945139888824,9604,0.157,787,0.15,8819,7.4,765,14.6,70,78.2857142857143,-0.0856418264445864,NA,NA,NA,NA,224,0.2,15,0.3,6,3.28571428571429,0.191055236762709,NA,NA,NA,NA,865,0.7,36,0.7,28,12.8571428571429,-0.0327898228229908,NA,NA,NA,NA,785,0.7,22,0.4,7,7.14285714285714,0,NA,NA,NA,NA,NA,NA,0,1.17546133188999,0.889856445163817,2.15515454610514,1.54277492816368,1.11195956124775,1.3805467554591,1.69219288766444
"20-Jun-2020",21177,0.366,1779,0.333,21177,17.3,1779,33.3,397,304.571428571429,0.0654144518699198,5485,0.06,501,0.094,5485,4.5,501,9.4,101,74.1428571428571,0.082293150674432,69392,0.389,2170,0.406,69392,56.8,2170,40.6,1574,1384.28571428571,0.0300656386077351,9737,0.157,796,0.149,8941,7.3,774,14.5,122,84.4285714285714,0.0755407304580826,NA,NA,NA,NA,227,0.2,15,0.3,3,3.28571428571429,0,NA,NA,NA,NA,886,0.7,37,0.7,21,13.8571428571429,0.0749013081731178,NA,NA,NA,NA,796,0.7,22,0.4,11,7.57142857142857,0.0582689081239758,NA,NA,NA,NA,NA,NA,0,1.14687951231226,1.22390210040989,2.11087713193306,1.44604898766437,1.17686620918288,1.27042264104383,1.63513505699569
"21-Jun-2020",21547,0.366,1784,0.333,21547,17.3,1784,33.3,370,329.571428571429,0.0788874728880185,5573,0.06,502,0.094,5573,4.5,502,9.4,88,82,0.100725513153678,70439,0.389,2182,0.407,70439,56.6,2182,40.7,1047,1437.42857142857,0.0376715261664513,9815,0.157,796,0.148,9010,7.2,774,14.4,69,87.5714285714286,0.0365489185301131,NA,NA,NA,NA,229,0.2,16,0.3,2,3.28571428571429,0,NA,NA,NA,NA,901,0.7,37,0.7,15,16,0.143787892791712,NA,NA,NA,NA,805,0.6,22,0.4,9,8.28571428571428,0.0901510969942976,NA,NA,NA,NA,NA,NA,0,0.920927985675186,1.39586509777393,1.30498689621169,1.30688087679025,1.11693755969381,1.28128665291822,0.871901013835547
"22-Jun-2020",21885,0.366,1787,0.332,21885,17.2,1787,33.2,338,351.571428571429,0.0646197922173029,5661,0.06,506,0.094,5661,4.5,506,9.4,88,88.2857142857143,0.0738590611381236,71350,0.389,2192,0.407,71350,56.2,2192,40.7,911,1408.28571428571,-0.0204826437859404,9925,0.157,800,0.148,9100,7.2,778,14.4,90,93.1428571428571,0.0616796259904415,NA,NA,NA,NA,234,0.2,16,0.3,5,3.71428571428571,0.122602322092332,NA,NA,NA,NA,908,0.7,37,0.7,7,16.2857142857143,0.0176995770994011,NA,NA,NA,NA,825,0.6,22,0.4,20,10.2857142857143,0.216223108469636,NA,NA,NA,NA,NA,NA,0,0.670205678591974,1.95880114776744,0.684850993323541,1.11706759884258,0.901890598064301,1.11359868165224,1.07494146886344
"23-Jun-2020",22500,0.366,1783,0.328,22500,17.2,1783,32.8,615,390.571428571429,0.105197966892838,5845,0.06,511,0.094,5845,4.5,511,9.4,184,102.428571428571,0.14858738314193,73357,0.389,2225,0.41,73357,56,2225,41,2007,1450.71428571429,0.0296828867491623,10109,0.157,807,0.149,9259,7.1,785,14.5,159,103,0.100594575358296,NA,NA,NA,NA,244,0.2,18,0.3,10,5,0.297251523467932,NA,NA,NA,NA,925,0.7,37,0.7,17,17.4285714285714,0.0678225963387611,NA,NA,NA,NA,850,0.6,22,0.4,25,11.8571428571429,0.142174488780543,NA,NA,NA,NA,NA,NA,0,1.00898078833349,2.78208946646692,0.692547712447779,1.61977715652113,1.38108891337132,1.42360759293552,2.15449237439126
"24-Jun-2020",22871,0.366,1807,0.327,22871,17,1807,32.7,371,397.714285714286,0.0181230041704161,5981,0.06,519,0.094,5981,4.5,519,9.4,136,111.285714285714,0.0829352052711281,76036,0.389,2265,0.41,76036,56.6,2265,41,2679,1607,0.10231304077834,10293,0.157,829,0.15,9422,7,805,14.6,163,110,0.0657513775627798,NA,NA,NA,NA,248,0.2,18,0.3,4,4.57142857142857,-0.0896121586896872,NA,NA,NA,NA,935,0.7,38,0.7,10,16.5714285714286,-0.0504308536268923,NA,NA,NA,NA,871,0.6,24,0.4,21,14.1428571428571,0.176279242337992,NA,NA,NA,NA,NA,NA,0,1.70115954964029,2.41093469851233,0.802463855790353,1.81649773955766,1.77557151830888,1.41332469062878,1.99877859719499
"25-Jun-2020",23339,0.366,1844,0.328,23339,17,1844,32.8,468,409.142857142857,0.0283305066262258,6094,0.06,527,0.094,6094,4.4,527,9.4,113,114,0.0240975515790609,77926,0.389,2309,0.411,77926,56.7,2309,41.1,1890,1666.42857142857,0.0363136696627047,10393,0.157,837,0.149,9512,6.9,813,14.5,90,109,-0.00913248356327223,NA,NA,NA,NA,253,0.2,17,0.3,5,5,0.0896121586896872,NA,NA,NA,NA,952,0.7,37,0.7,17,16.4285714285714,-0.00865806274311431,NA,NA,NA,NA,881,0.6,24,0.4,10,14.7142857142857,0.0396091380950456,NA,NA,NA,NA,NA,NA,0,1.66507907850131,1.28671724695582,0.866588260911316,1.28094889513027,1.31363425644798,1.12348588421452,1.15695589604092
"26-Jun-2020",23899,0.366,1864,0.328,23899,17,1864,32.8,560,445.571428571428,0.0852931885272668,6215,0.06,534,0.094,6215,4.4,534,9.4,121,118.714285714286,0.0405211974056394,79934,0.389,2336,0.41,79934,56.8,2336,41,2008,1730.85714285714,0.0379339876915976,10540,0.157,845,0.149,9647,6.9,823,14.5,135,118.285714285714,0.0817551231008027,NA,NA,NA,NA,260,0.2,18,0.3,7,5.14285714285714,0.0281708769666962,NA,NA,NA,NA,989,0.7,37,0.7,37,17.7142857142857,0.0753494372417869,NA,NA,NA,NA,893,0.6,22,0.4,12,15.4285714285714,0.0474022388945841,NA,NA,NA,NA,NA,NA,0,1.28323053374213,0.755392771807484,1.81873824407382,1.05937733430658,1.04000492554986,1.27730451861583,1.29551010861176
"27-Jun-2020",24242,0.366,1868,0.327,24242,17,1868,32.7,343,437.857142857143,-0.0174648682374912,6309,0.06,533,0.093,6309,4.4,533,9.3,94,117.714285714286,-0.00845926494597649,80875,0.389,2348,0.411,80875,56.6,2348,41.1,941,1640.42857142857,-0.0536592123709392,10624,0.157,853,0.149,9724,6.8,831,14.5,77,111.857142857143,-0.0558804583944559,NA,NA,NA,NA,266,0.2,18,0.3,6,5.57142857142857,0.0800427076735366,NA,NA,NA,NA,1019,0.7,34,0.6,30,19,0.0700675626167166,NA,NA,NA,NA,900,0.6,22,0.4,7,14.8571428571429,-0.037740327982847,NA,NA,NA,NA,NA,NA,0,0.860278497523887,0.607167869836903,2.28971757594487,0.902900614336467,0.9061974437401,1.07087100845522,1.31217739902088
"28-Jun-2020",24242,0.366,1868,0.327,24775,16.9,1857,32.3,533,461.142857142857,0.0518151810195278,6309,0.06,533,0.093,6445,4.4,544,9.5,136,124.571428571429,0.0566188939995076,80875,0.389,2348,0.411,82378,56.3,2380,41.4,1503,1705.57142857143,0.0389426715691998,10624,0.157,853,0.149,9880,6.7,843,14.7,156,124.285714285714,0.105360515657826,NA,NA,NA,NA,278,0.2,22,0.4,12,7,0.22825865198098,NA,NA,NA,NA,1034,0.7,27,0.5,15,19,0,NA,NA,NA,NA,913,0.6,21,0.4,13,15.4285714285714,0.037740327982847,NA,NA,NA,NA,NA,NA,0,0.667717326109549,0.656869167251262,1.37362652499079,0.945628232211594,0.974528339192618,0.995298035223332,1.71617672798816
"29-Jun-2020",25250,0.366,1871,0.322,25250,16.8,1871,32.2,475,480.714285714286,0.0415652126889885,6557,0.06,551,0.095,6557,4.4,551,9.5,112,128,0.0271509890659507,83658,0.389,2415,0.416,83658,55.7,2415,41.6,1280,1758.28571428571,0.0304391050965434,10900,0.157,871,0.15,9976,6.6,848,14.6,96,125.142857142857,0.00687287928776215,NA,NA,NA,NA,288,0.2,22,0.4,10,7.71428571428571,0.0971637484536478,NA,NA,NA,NA,1045,0.7,27,0.5,11,19.5714285714286,0.0296317976063714,NA,NA,NA,NA,924,0.6,23,0.4,11,14.1428571428571,-0.0870113769896297,NA,NA,NA,NA,NA,NA,0,0.767236279743206,0.855363396119093,0.671125217706576,1.0318590912261,1.06612704997025,1.11793706276411,1.96454039255245
"30-Jun-2020",26127,0.366,1902,0.322,26127,16.9,1902,32.2,877,518.142857142857,0.0749778972040742,6774,0.06,556,0.094,6774,4.4,556,9.4,217,132.714285714286,0.0361683258389087,86009,0.389,2456,0.416,86009,55.5,2456,41.6,2351,1807.42857142857,0.0275658479836078,11160,0.157,878,0.149,10208,6.6,855,14.5,232,135.571428571429,0.0800427076735364,NA,NA,NA,NA,298,0.2,22,0.4,10,7.71428571428571,0,NA,NA,NA,NA,1069,0.7,27,0.5,24,20.5714285714286,0.0498323737478756,NA,NA,NA,NA,952,0.6,23,0.4,28,14.5714285714286,0.0298529631496809,NA,NA,NA,NA,NA,NA,0,1.06419224479154,1.50718430710658,0.817608766012521,1.38804570702956,1.40049387602884,1.48763918478633,1.60496850527143
"01-Jul-2020",26891,0.366,1923,0.321,26891,16.9,1923,32.1,764,574.285714285714,0.102876042330164,6953,0.06,561,0.094,6953,4.4,561,9.4,179,138.857142857143,0.0452470656466,88642,0.389,2500,0.418,88642,55.6,2500,41.8,2633,1800.85714285714,-0.00364241435248402,11396,0.157,882,0.148,10421,6.5,859,14.4,213,142.714285714286,0.0513459800386258,NA,NA,NA,NA,310,0.2,22,0.4,12,8.85714285714286,0.138150338480817,NA,NA,NA,NA,1112,0.7,28,0.5,43,25.2857142857143,0.206336432997829,NA,NA,NA,NA,975,0.6,23,0.4,23,14.8571428571429,0.0194180858571014,NA,NA,NA,NA,NA,NA,0,1.54810051038325,2.04765483506703,1.58365366455683,1.65444399460619,1.86846552118556,1.75697738874186,1.52213109763156
"02-Jul-2020",27871,0.366,1957,0.321,27871,17,1957,32.1,980,647.428571428571,0.11988144053483,7144,0.06,570,0.093,7144,4.4,570,9.3,191,150,0.0771896386911299,91317,0.389,2546,0.418,91317,55.7,2546,41.8,2675,1913,0.0604099484225102,11633,0.157,900,0.147,10641,6.5,875,14.3,220,161.285714285714,0.122332785501108,NA,NA,NA,NA,323,0.2,23,0.4,13,10,0.121360857004268,NA,NA,NA,NA,1162,0.7,34,0.6,50,30,0.17095779814364,NA,NA,NA,NA,992,0.6,25,0.4,17,15.8571428571429,0.0651393021709619,NA,NA,NA,NA,NA,NA,0,1.64191023718574,1.49678320666668,2.26737951533913,1.44641158762367,1.68563458322787,1.71488980207996,1.53331939067585
"03-Jul-2020",28799,0.366,1970,0.321,28799,17.1,1970,32.1,928,700,0.0780718619508205,7310,0.06,572,0.093,7310,4.3,572,9.3,166,156.428571428571,0.0419641990990325,93556,0.389,2575,0.419,93556,55.6,2575,41.9,2239,1946,0.0171032933056976,11837,0.157,904,0.147,10826,6.4,879,14.3,185,168.428571428571,0.0433343363877094,NA,NA,NA,NA,337,0.2,23,0.4,14,11,0.0953101798043248,NA,NA,NA,NA,1187,0.7,34,0.6,25,28.2857142857143,-0.0588405000229337,NA,NA,NA,NA,1011,0.6,25,0.4,19,16.8571428571429,0.0611544231533303,NA,NA,NA,NA,NA,NA,0,1.39167026805708,1.15868833804217,1.6803445907558,1.25204264624842,1.37521531498002,1.6476938314987,1.50455399934121
"04-Jul-2020",29598,0.366,1971,0.32,29598,17.2,1971,32,799,765.142857142857,0.0889822227123451,7432,0.06,572,0.093,7432,4.3,572,9.3,122,160.428571428571,0.0252493124878415,95380,0.389,2588,0.42,95380,55.5,2588,42,1824,2072.14285714286,0.0628072847542409,12042,0.157,905,0.147,11013,6.4,880,14.3,187,184.142857142857,0.0892001024018167,NA,NA,NA,NA,343,0.2,23,0.4,6,11,0,NA,NA,NA,NA,1223,0.7,34,0.6,36,29.1428571428571,0.0298529631496813,NA,NA,NA,NA,1029,0.6,25,0.4,18,18.4285714285714,0.0891277798960077,NA,NA,NA,NA,NA,NA,0,1.02611742910313,1.0692670378802,1.14219811902819,0.921752245294202,1.11283240065305,1.30669301764744,1.03055522264622
"05-Jul-2020",30519,0.366,1992,0.32,30519,17.2,1992,32,921,820.571428571428,0.0699384039169972,7693,0.06,575,0.092,7693,4.3,575,9.2,261,178.285714285714,0.10553859419093,97599,0.389,2625,0.422,97599,55.1,2625,42.2,2219,2174.42857142857,0.0481826357241619,12282,0.157,908,0.146,11219,6.3,883,14.2,206,191.285714285714,0.0380563427519842,NA,NA,NA,NA,349,0.2,23,0.4,6,10.1428571428571,-0.0811255448123687,NA,NA,NA,NA,1252,0.7,34,0.5,29,31.1428571428571,0.0663750689448723,NA,NA,NA,NA,1063,0.6,25,0.4,34,21.4285714285714,0.150822889734584,NA,NA,NA,NA,NA,NA,0,0.942379894848181,1.42783588100712,1.06478385496026,1.16287366343763,1.0853111014862,1.16194906932693,0.59023746474108
"06-Jul-2020",31221,0.366,2006,0.319,31221,17.3,2006,31.9,702,853,0.0387585858189325,7869,0.06,577,0.092,7869,4.4,577,9.2,176,187.428571428571,0.0500104205746608,98954,0.389,2660,0.423,98954,54.9,2660,42.3,1355,2185.14285714286,0.00491530301151588,12441,0.157,911,0.145,11355,6.3,886,14.1,136,197,0.0294355321021298,NA,NA,NA,NA,359,0.2,23,0.4,10,10.1428571428571,0,NA,NA,NA,NA,1276,0.7,34,0.5,24,33,0.0579226477327048,NA,NA,NA,NA,1086,0.6,25,0.4,23,23.1428571428571,0.0769610411361281,NA,NA,NA,NA,NA,NA,0,0.813101076639079,1.5258428736942,0.827791486296196,1.31424494742771,0.911701695318237,1.02058272044575,0.761783017956545
"07-Jul-2020",32447,0.366,2026,0.318,32447,17.5,2026,31.8,1226,902.857142857143,0.05680479059391,8125,0.06,582,0.091,8125,4.4,582,9.1,256,193,0.029292368456165,101464,0.389,2715,0.426,101464,54.6,2715,42.6,2510,2207.85714285714,0.0103412192750341,12758,0.157,920,0.144,11635,6.3,892,14,280,203.857142857143,0.0342157396835345,NA,NA,NA,NA,381,0.2,23,0.4,22,11.8571428571429,0.156160730755282,NA,NA,NA,NA,1332,0.7,33,0.5,56,37.5714285714286,0.129736321655971,NA,NA,NA,NA,1123,0.6,28,0.4,37,24.4285714285714,0.0540672212702757,NA,NA,NA,NA,NA,NA,0,0.889286450056873,1.50506957520423,1.23215012978666,1.26952664719084,1.09352426281421,1.16846410745867,1.57962605192414
"08-Jul-2020",33275,0.366,2055,0.315,33275,17.5,2055,31.5,828,912,0.0100756519887417,8336,0.06,593,0.091,8336,4.4,593,9.1,211,197.571428571429,0.0234099937045595,104040,0.389,2808,0.431,104040,54.7,2808,43.1,2576,2199.71428571429,-0.00369494472822129,12959,0.157,932,0.142,11815,6.2,903,13.8,180,199.142857142857,-0.023397026156367,NA,NA,NA,NA,393,0.2,23,0.4,12,11.8571428571429,0,NA,NA,NA,NA,1382,0.7,34,0.5,50,38.5714285714286,0.0262679268206103,NA,NA,NA,NA,1144,0.6,29,0.4,21,24.1428571428571,-0.0117648415795863,NA,NA,NA,NA,NA,NA,0,1.21001757042884,1.325306824302,1.65445418687835,1.30054836731321,1.21465601694434,1.22504296516097,1.77438639077696
"09-Jul-2020",33275,0.366,2055,0.315,34343,17.6,2089,31.4,1068,924.571428571429,0.0136903196086831,8336,0.06,593,0.091,8560,4.4,601,9,224,202.285714285714,0.0235809425889064,104040,0.389,2808,0.431,106923,54.7,2884,43.3,2883,2229.42857142857,0.0134178248387116,12959,0.157,932,0.142,12032,6.2,912,13.7,217,198.714285714286,-0.00215439939702655,NA,NA,NA,NA,405,0.2,24,0.4,12,11.7142857142857,-0.0121213605323449,NA,NA,NA,NA,1429,0.7,36,0.5,47,38.1428571428571,-0.0111733005981254,NA,NA,NA,NA,1187,0.6,30,0.5,43,27.8571428571429,0.143100843640673,NA,NA,NA,NA,NA,NA,0,1.32913424496145,1.33228553737868,1.46640242963703,1.14195171553374,1.03681833410188,1.09998737846076,1.1853031669952
"10-Jul-2020",35378,0.366,2103,0.312,35378,17.6,2103,31.2,1035,939.857142857143,0.0163975783476706,8777,0.06,608,0.09,8777,4.4,608,9,217,209.571428571429,0.0353835038893164,109834,0.389,2941,0.436,109834,54.8,2941,43.6,2911,2325.42857142857,0.04215904721028,13445,0.157,955,0.142,12234,6.1,922,13.7,202,201.142857142857,0.0121473447945446,NA,NA,NA,NA,422,0.2,24,0.4,17,12.1428571428571,0.0359320092260638,NA,NA,NA,NA,1479,0.7,38,0.6,50,41.7142857142857,0.0895051438680321,NA,NA,NA,NA,1211,0.6,33,0.5,24,28.5714285714286,0.02531780798429,NA,NA,NA,NA,NA,NA,0,1.37261609109794,1.29877073160356,1.32683516005756,1.09499092144496,1.05927872856413,1.17229585704302,1.26148077038146
"11-Jul-2020",36481,0.366,2140,0.311,36481,17.7,2140,31.1,1103,983.285714285714,0.0451718453123657,9021,0.06,613,0.089,9021,4.4,613,8.9,244,227,0.0798853883937349,112854,0.389,3020,0.438,112854,54.8,3020,43.8,3020,2496.28571428571,0.0708995589710533,13716,0.157,966,0.14,12473,6.1,933,13.5,239,208.571428571429,0.0362661779843947,NA,NA,NA,NA,446,0.2,25,0.4,24,14.7142857142857,0.192077731739319,NA,NA,NA,NA,1531,0.7,40,0.6,52,44,0.0533459807052927,NA,NA,NA,NA,1243,0.6,33,0.5,32,30.5714285714286,0.0676586484738149,NA,NA,NA,NA,NA,NA,0,1.31871333699684,1.02339587449262,1.26667688514225,1.10296330086483,1.09256465886707,1.15499562458899,1.65269143694203
